Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
NDR,0.29083333333333333,62,KRSA,0.2127215849843587,1,AGC,NDR,NDR,LATS2
NDR,0.29083333333333333,62,KRSA,0.2127215849843587,1,AGC,NDR,NDR,STK38
NDR,0.29083333333333333,62,KRSA,0.2127215849843587,1,AGC,NDR,NDR,STK38L
CAMK2,-0.21916666666666668,66,KRSA,0.16266944734098018,1,CAMK,CAMK2,CAMK2,CAMK2A
CAMK2,-0.21916666666666668,66,KRSA,0.16266944734098018,1,CAMK,CAMK2,CAMK2,CAMK2B
CAMK2,-0.21916666666666668,66,KRSA,0.16266944734098018,1,CAMK,CAMK2,CAMK2,CAMK2D
CAMK2,-0.21916666666666668,66,KRSA,0.16266944734098018,1,CAMK,CAMK2,CAMK2,CAMK2G
STKR,0.5675,42,KRSA,0.4754953076120959,2,TKL,STKR,TYPE1,ACVR1
STKR,0.5675,42,KRSA,0.4754953076120959,2,TKL,STKR,TYPE1,ACVR1B
STKR,0.5675,42,KRSA,0.4754953076120959,2,TKL,STKR,TYPE1,ACVR1C
STKR,0.5675,42,KRSA,0.4754953076120959,2,TKL,STKR,TYPE2,ACVR2A
STKR,0.5675,42,KRSA,0.4754953076120959,2,TKL,STKR,TYPE2,ACVR2B
STKR,0.5675,42,KRSA,0.4754953076120959,2,TKL,STKR,TYPE1,ACVRL1
STKR,0.5675,42,KRSA,0.4754953076120959,2,TKL,STKR,TYPE2,AMHR2
STKR,0.5675,42,KRSA,0.4754953076120959,2,TKL,STKR,TYPE1,BMPR1A
STKR,0.5675,42,KRSA,0.4754953076120959,2,TKL,STKR,TYPE1,BMPR1B
STKR,0.5675,42,KRSA,0.4754953076120959,2,TKL,STKR,TYPE2,BMPR2
STKR,0.5675,42,KRSA,0.4754953076120959,2,TKL,STKR,TYPE1,TGFBR1
STKR,0.5675,42,KRSA,0.4754953076120959,2,TKL,STKR,TYPE2,TGFBR2
MLCK,-0.49583333333333335,44,KRSA,0.4504692387904067,2,CAMK,MLCK,MLCK,MYLK
MLCK,-0.49583333333333335,44,KRSA,0.4504692387904067,2,CAMK,MLCK,MLCK,MYLK2
MLCK,-0.49583333333333335,44,KRSA,0.4504692387904067,2,CAMK,MLCK,MLCK,TTN
CHK1,0.545,43,KRSA,0.4629822732012513,2,CAMK,CAMKL,CHK1,CHEK1
PKCI,0.43583333333333335,50,KRSA,0.36287799791449427,2,AGC,PKC,IOTA,PRKCI
PKCI,0.43583333333333335,50,KRSA,0.36287799791449427,2,AGC,PKC,IOTA,PRKCZ
PAKA,-0.8558333333333333,35,KRSA,0.5630865484880083,3,STE,STE20,PAKA,PAK1
PAKA,-0.8558333333333333,35,KRSA,0.5630865484880083,3,STE,STE20,PAKA,PAK2
PAKA,-0.8558333333333333,35,KRSA,0.5630865484880083,3,STE,STE20,PAKA,PAK3
MELK,-0.05583333333333335,76,KRSA,0.03753910323253389,1,CAMK,CAMKL,MELK,MELK
IRAK,0.22583333333333333,65,KRSA,0.17518248175182483,1,TKL,IRAK,IRAK,IRAK1
IRAK,0.22583333333333333,65,KRSA,0.17518248175182483,1,TKL,IRAK,IRAK,IRAK2
IRAK,0.22583333333333333,65,KRSA,0.17518248175182483,1,TKL,IRAK,IRAK,IRAK3
IRAK,0.22583333333333333,65,KRSA,0.17518248175182483,1,TKL,IRAK,IRAK,IRAK4
COT,0.02666666666666666,77,KRSA,0.02502606882168926,1,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
PDHK,-1.1125,21,KRSA,0.7382690302398331,3,ATYPICAL,PDHK,BCKDK,BCKDK
PDHK,-1.1125,21,KRSA,0.7382690302398331,3,ATYPICAL,PDHK,PDHK,PDK2
PDHK,-1.1125,21,KRSA,0.7382690302398331,3,ATYPICAL,PDHK,PDHK,PDK3
PDHK,-1.1125,21,KRSA,0.7382690302398331,3,ATYPICAL,PDHK,PDHK,PDK4
CK2,-0.01249999999999999,79,KRSA,0,1,CMGC,CK2,CK2,CSNK2A1
CK2,-0.01249999999999999,79,KRSA,0,1,CMGC,CK2,CK2,CSNK2A2
CK2,-0.01249999999999999,79,KRSA,0,1,NA,NA,NA,CSNK2A3
PAKB,-0.065,74,KRSA,0.06256517205422316,1,STE,STE20,PAKB,PAK4
PAKB,-0.065,74,KRSA,0.06256517205422316,1,STE,STE20,PAKB,PAK5
PAKB,-0.065,74,KRSA,0.06256517205422316,1,STE,STE20,PAKB,PAK6
PHK,0.2425,63,KRSA,0.20020855057351408,1,CAMK,PHK,PHK,PHKG1
PHK,0.2425,63,KRSA,0.20020855057351408,1,CAMK,PHK,PHK,PHKG2
MAPKAPK,0.49166666666666664,46,KRSA,0.4254431699687174,2,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
MAPKAPK,0.49166666666666664,46,KRSA,0.4254431699687174,2,CAMK,MAPKAPK,MAPKAPK,MAPKAPK3
MAPKAPK,0.49166666666666664,46,KRSA,0.4254431699687174,2,CAMK,MAPKAPK,MAPKAPK,MAPKAPK5
MAPKAPK,0.49166666666666664,46,KRSA,0.4254431699687174,2,CAMK,MAPKAPK,MNK,MKNK1
MAPKAPK,0.49166666666666664,46,KRSA,0.4254431699687174,2,CAMK,MAPKAPK,MNK,MKNK2
HAL,0.06333333333333332,75,KRSA,0.05005213764337852,1,RGC,RGC,RGC,NPR1
NAK,-0.42583333333333334,51,KRSA,0.35036496350364965,2,OTHER,NAK,BIKE,AAK1
NAK,-0.42583333333333334,51,KRSA,0.35036496350364965,2,OTHER,NAK,BIKE,BMP2K
NAK,-0.42583333333333334,51,KRSA,0.35036496350364965,2,OTHER,NAK,GAK,GAK
NAK,-0.42583333333333334,51,KRSA,0.35036496350364965,2,OTHER,NAK,MPSK,STK16
RAD53,0.13083333333333333,72,KRSA,0.08759124087591241,1,CAMK,RAD53,RAD53,CHEK2
PKCD,0.72,39,KRSA,0.5130344108446299,3,AGC,PKC,DELTA,PRKCD
PKCD,0.72,39,KRSA,0.5130344108446299,3,AGC,PKC,DELTA,PRKCQ
PKG,1.8525,2,KRSA,0.9760166840458812,4,AGC,PKG,PKG,PRKG1
PKG,1.8525,2,KRSA,0.9760166840458812,4,AGC,PKG,PKG,PRKG2
PKA,1.669166666666667,5,KRSA,0.9384775808133472,4,AGC,PKA,PKA,PRKACA
PKA,1.669166666666667,5,KRSA,0.9384775808133472,4,AGC,PKA,PKA,PRKACB
PKA,1.669166666666667,5,KRSA,0.9384775808133472,4,AGC,PKA,PKA,PRKACG
PKA,1.669166666666667,5,KRSA,0.9384775808133472,4,AGC,PKA,PKA,PRKX
PKA,1.669166666666667,5,KRSA,0.9384775808133472,4,AGC,PKA,PKA,PRKY
PEK,-1.65,7,KRSA,0.913451511991658,4,OTHER,PEK,HRI,EIF2AK1
PEK,-1.65,7,KRSA,0.913451511991658,4,OTHER,PEK,PKR,EIF2AK2
PEK,-1.65,7,KRSA,0.913451511991658,4,OTHER,PEK,PEK,EIF2AK3
PEK,-1.65,7,KRSA,0.913451511991658,4,OTHER,PEK,GCN2,EIF2AK4
AKT,1.0566666666666666,24,KRSA,0.7007299270072993,3,AGC,AKT,AKT,AKT1
AKT,1.0566666666666666,24,KRSA,0.7007299270072993,3,AGC,AKT,AKT,AKT2
AKT,1.0566666666666666,24,KRSA,0.7007299270072993,3,AGC,AKT,AKT,AKT3
ERK,-1.909166666666667,1,KRSA,0.9885297184567258,4,CMGC,MAPK,ERK1,MAPK1
ERK,-1.909166666666667,1,KRSA,0.9885297184567258,4,CMGC,MAPK,ERK7,MAPK15
ERK,-1.909166666666667,1,KRSA,0.9885297184567258,4,CMGC,MAPK,ERK1,MAPK3
ERK,-1.909166666666667,1,KRSA,0.9885297184567258,4,CMGC,MAPK,ERK3,MAPK4
ERK,-1.909166666666667,1,KRSA,0.9885297184567258,4,CMGC,MAPK,ERK3,MAPK6
ERK,-1.909166666666667,1,KRSA,0.9885297184567258,4,CMGC,MAPK,ERK5,MAPK7
CAMK1,0.9666666666666668,29,KRSA,0.6381647549530761,3,CAMK,CAMK1,CAMK1,CAMK1
CAMK1,0.9666666666666668,29,KRSA,0.6381647549530761,3,CAMK,CAMK1,CAMK1,CAMK1D
CAMK1,0.9666666666666668,29,KRSA,0.6381647549530761,3,CAMK,CAMK1,CAMK1,CAMK1G
CAMK1,0.9666666666666668,29,KRSA,0.6381647549530761,3,CAMK,CAMK1,CAMK1,CAMK4
CAMK1,0.9666666666666668,29,KRSA,0.6381647549530761,3,CAMK,CAMK1,CAMK1,PNCK
DAPK,1.1891666666666667,20,KRSA,0.7507820646506778,4,CAMK,DAPK,DAPK,DAPK1
DAPK,1.1891666666666667,20,KRSA,0.7507820646506778,4,CAMK,DAPK,DAPK,DAPK2
DAPK,1.1891666666666667,20,KRSA,0.7507820646506778,4,CAMK,DAPK,DAPK,DAPK3
DAPK,1.1891666666666667,20,KRSA,0.7507820646506778,4,CAMK,DAPK,DRAK,STK17A
DAPK,1.1891666666666667,20,KRSA,0.7507820646506778,4,CAMK,DAPK,DRAK,STK17B
RSK,0.44416666666666665,49,KRSA,0.38790406673618355,2,AGC,RSK,RSK,RPS6KA1
RSK,0.44416666666666665,49,KRSA,0.38790406673618355,2,AGC,RSK,RSK,RPS6KA2
RSK,0.44416666666666665,49,KRSA,0.38790406673618355,2,AGC,RSK,RSK,RPS6KA3
RSK,0.44416666666666665,49,KRSA,0.38790406673618355,2,AGC,RSK,MSK,RPS6KA4
RSK,0.44416666666666665,49,KRSA,0.38790406673618355,2,AGC,RSK,MSK,RPS6KA5
RSK,0.44416666666666665,49,KRSA,0.38790406673618355,2,AGC,RSK,RSK,RPS6KA6
RSK,0.44416666666666665,49,KRSA,0.38790406673618355,2,AGC,RSK,P70,RPS6KB1
RSK,0.44416666666666665,49,KRSA,0.38790406673618355,2,AGC,RSK,P70,RPS6KB2
JNK,-1.475,10,KRSA,0.8759124087591241,4,CMGC,MAPK,JNK,MAPK10
JNK,-1.475,10,KRSA,0.8759124087591241,4,CMGC,MAPK,JNK,MAPK8
JNK,-1.475,10,KRSA,0.8759124087591241,4,CMGC,MAPK,JNK,MAPK9
FRAY,-1.465833333333333,11,KRSA,0.8633993743482794,4,STE,STE20,FRAY,OXSR1
FRAY,-1.465833333333333,11,KRSA,0.8633993743482794,4,STE,STE20,FRAY,STK39
DMPK,1.4016666666666666,14,KRSA,0.8258602711157456,4,AGC,DMPK,GEK,CDC42BPA
DMPK,1.4016666666666666,14,KRSA,0.8258602711157456,4,AGC,DMPK,GEK,CDC42BPB
DMPK,1.4016666666666666,14,KRSA,0.8258602711157456,4,AGC,DMPK,GEK,CDC42BPG
DMPK,1.4016666666666666,14,KRSA,0.8258602711157456,4,AGC,DMPK,CRIK,CIT
DMPK,1.4016666666666666,14,KRSA,0.8258602711157456,4,AGC,DMPK,GEK,DMPK
DMPK,1.4016666666666666,14,KRSA,0.8258602711157456,4,AGC,DMPK,ROCK,ROCK1
DMPK,1.4016666666666666,14,KRSA,0.8258602711157456,4,AGC,DMPK,ROCK,ROCK2
PDK1,-1.7266666666666666,4,KRSA,0.9509906152241918,4,ATYPICAL,PDHK,PDHK,PDK1
PDK1,-1.7266666666666666,4,KRSA,0.9509906152241918,4,AGC,PDK1,PDK1,PDPK1
MSN,1.315,16,KRSA,0.8008342022940563,4,STE,STE20,MSN,MAP4K4
MSN,1.315,16,KRSA,0.8008342022940563,4,STE,STE20,MSN,NRK
MSN,1.315,16,KRSA,0.8008342022940563,4,STE,STE20,MSN,TNIK
NMO,-1.7591666666666663,3,KRSA,0.9635036496350365,4,CMGC,MAPK,NMO,NLK
DYRK,-1.2141666666666666,19,KRSA,0.7632950990615224,4,CMGC,DYRK,DYRK1,DYRK1A
DYRK,-1.2141666666666666,19,KRSA,0.7632950990615224,4,CMGC,DYRK,DYRK1,DYRK1B
DYRK,-1.2141666666666666,19,KRSA,0.7632950990615224,4,CMGC,DYRK,DYRK2,DYRK2
DYRK,-1.2141666666666666,19,KRSA,0.7632950990615224,4,CMGC,DYRK,DYRK2,DYRK3
DYRK,-1.2141666666666666,19,KRSA,0.7632950990615224,4,CMGC,DYRK,DYRK2,DYRK4
DYRK,-1.2141666666666666,19,KRSA,0.7632950990615224,4,CMGC,DYRK,HIPK,HIPK1
DYRK,-1.2141666666666666,19,KRSA,0.7632950990615224,4,CMGC,DYRK,HIPK,HIPK2
DYRK,-1.2141666666666666,19,KRSA,0.7632950990615224,4,CMGC,DYRK,HIPK,HIPK3
DYRK,-1.2141666666666666,19,KRSA,0.7632950990615224,4,CMGC,DYRK,HIPK,HIPK4
DYRK,-1.2141666666666666,19,KRSA,0.7632950990615224,4,CMGC,DYRK,PRP4,PRPF4B
QIK,-1.255,18,KRSA,0.7758081334723671,4,CAMK,CAMKL,QIK,SIK1
QIK,-1.255,18,KRSA,0.7758081334723671,4,CAMK,CAMKL,QIK,SIK2
VRK1,-0.885,32,KRSA,0.6006256517205423,3,CK1,VRK,VRK,VRK1
CAMKK,1.455833333333333,12,KRSA,0.8508863399374348,4,OTHER,CAMKK,META,CAMKK1
CAMKK,1.455833333333333,12,KRSA,0.8508863399374348,4,OTHER,CAMKK,META,CAMKK2
RAF,-0.9583333333333334,30,KRSA,0.6256517205422315,3,TKL,RAF,RAF,ARAF
RAF,-0.9583333333333334,30,KRSA,0.6256517205422315,3,TKL,RAF,RAF,BRAF
RAF,-0.9583333333333334,30,KRSA,0.6256517205422315,3,TKL,RAF,KSR,KSR1
RAF,-0.9583333333333334,30,KRSA,0.6256517205422315,3,TKL,RAF,KSR,KSR2
RAF,-0.9583333333333334,30,KRSA,0.6256517205422315,3,TKL,RAF,RAF,RAF1
TAO,0.3175,58,KRSA,0.26277372262773724,2,STE,STE20,TAO,TAOK1
TAO,0.3175,58,KRSA,0.26277372262773724,2,STE,STE20,TAO,TAOK2
TAO,0.3175,58,KRSA,0.26277372262773724,2,STE,STE20,TAO,TAOK3
PASK,1.4433333333333334,13,KRSA,0.8383733055265902,4,CAMK,CAMKL,PASK,PASK
KHS,-0.22666666666666663,64,KRSA,0.18769551616266944,1,STE,STE20,KHS,MAP4K1
KHS,-0.22666666666666663,64,KRSA,0.18769551616266944,1,STE,STE20,KHS,MAP4K2
KHS,-0.22666666666666663,64,KRSA,0.18769551616266944,1,STE,STE20,KHS,MAP4K3
KHS,-0.22666666666666663,64,KRSA,0.18769551616266944,1,STE,STE20,KHS,MAP4K5
SLK,1.0633333333333332,23,KRSA,0.7132429614181439,3,STE,STE20,SLK,SLK
SLK,1.0633333333333332,23,KRSA,0.7132429614181439,3,STE,STE20,SLK,STK10
MOS,1.0433333333333332,27,KRSA,0.6631908237747653,3,OTHER,MOS,MOS,MOS
ATM,-0.9458333333333332,31,KRSA,0.6131386861313869,3,ATYPICAL,PIKK,ATM,ATM
RIPK,1.4966666666666666,9,KRSA,0.8884254431699687,4,TKL,RIPK,RIPK,ANKK1
RIPK,1.4966666666666666,9,KRSA,0.8884254431699687,4,TKL,RIPK,RIPK,RIPK1
RIPK,1.4966666666666666,9,KRSA,0.8884254431699687,4,TKL,RIPK,RIPK,RIPK2
RIPK,1.4966666666666666,9,KRSA,0.8884254431699687,4,TKL,RIPK,RIPK,RIPK3
RIPK,1.4966666666666666,9,KRSA,0.8884254431699687,4,TKL,RIPK,RIPK,RIPK4
CDK,-1.33,15,KRSA,0.8133472367049009,4,CMGC,CDK,CDC2,CDK1
CDK,-1.33,15,KRSA,0.8133472367049009,4,CMGC,CDK,CDK10,CDK10
CDK,-1.33,15,KRSA,0.8133472367049009,4,CMGC,CDK,CRK7,CDK12
CDK,-1.33,15,KRSA,0.8133472367049009,4,CMGC,CDK,CRK7,CDK13
CDK,-1.33,15,KRSA,0.8133472367049009,4,CMGC,CDK,PFTAIRE,CDK14
CDK,-1.33,15,KRSA,0.8133472367049009,4,CMGC,CDK,PFTAIRE,CDK15
CDK,-1.33,15,KRSA,0.8133472367049009,4,CMGC,CDK,PCTAIRE,CDK16
CDK,-1.33,15,KRSA,0.8133472367049009,4,CMGC,CDK,PCTAIRE,CDK17
CDK,-1.33,15,KRSA,0.8133472367049009,4,CMGC,CDK,PCTAIRE,CDK18
CDK,-1.33,15,KRSA,0.8133472367049009,4,CMGC,CDK,CDK8,CDK19
CDK,-1.33,15,KRSA,0.8133472367049009,4,CMGC,CDK,CDC2,CDK2
CDK,-1.33,15,KRSA,0.8133472367049009,4,CMGC,CDK,CCRK,CDK20
CDK,-1.33,15,KRSA,0.8133472367049009,4,CMGC,CDK,CDC2,CDK3
CDK,-1.33,15,KRSA,0.8133472367049009,4,CMGC,CDK,CDK4,CDK4
CDK,-1.33,15,KRSA,0.8133472367049009,4,CMGC,CDK,CDK5,CDK5
CDK,-1.33,15,KRSA,0.8133472367049009,4,CMGC,CDK,CDK4,CDK6
CDK,-1.33,15,KRSA,0.8133472367049009,4,CMGC,CDK,CDK7,CDK7
CDK,-1.33,15,KRSA,0.8133472367049009,4,CMGC,CDK,CDK8,CDK8
CDK,-1.33,15,KRSA,0.8133472367049009,4,CMGC,CDK,CDK9,CDK9
CDK,-1.33,15,KRSA,0.8133472367049009,4,NA,NA,NA,CDK11A
CDK,-1.33,15,KRSA,0.8133472367049009,4,NA,NA,NA,CDK11B
NDR,0.29083333333333333,62,KRSA,0.2127215849843587,1,AGC,NDR,NDR,LATS1
NDR,0.29083333333333333,62,KRSA,0.2127215849843587,1,AGC,NDR,NDR,LATS2
NDR,0.29083333333333333,62,KRSA,0.2127215849843587,1,AGC,NDR,NDR,STK38
NDR,0.29083333333333333,62,KRSA,0.2127215849843587,1,AGC,NDR,NDR,STK38L
PRKDC,-0.9908333333333332,28,KRSA,0.6506777893639207,3,ATYPICAL,PIKK,DNAPK,PRKDC
BARK2,-0.45,48,KRSA,0.40041710114702816,2,AGC,GRK,BARK,GRK3
MLK,0.4066666666666667,52,KRSA,0.337851929092805,2,TKL,MLK,ILK,ILK
MLK,0.4066666666666667,52,KRSA,0.337851929092805,2,TKL,MLK,MLK,MAP3K10
MLK,0.4066666666666667,52,KRSA,0.337851929092805,2,TKL,MLK,MLK,MAP3K11
MLK,0.4066666666666667,52,KRSA,0.337851929092805,2,TKL,MLK,LZK,MAP3K12
MLK,0.4066666666666667,52,KRSA,0.337851929092805,2,TKL,MLK,LZK,MAP3K13
MLK,0.4066666666666667,52,KRSA,0.337851929092805,2,TKL,MLK,MLK,MAP3K9
MLK,0.4066666666666667,52,KRSA,0.337851929092805,2,TKL,MLK,HH498,TNNI3K
CK1,-1.275,17,KRSA,0.7883211678832117,4,CK1,CK1,CK1-A,CSNK1A1
CK1,-1.275,17,KRSA,0.7883211678832117,4,CK1,CK1,CK1-A,CSNK1A1L
CK1,-1.275,17,KRSA,0.7883211678832117,4,CK1,CK1,CK1-D,CSNK1D
CK1,-1.275,17,KRSA,0.7883211678832117,4,CK1,CK1,CK1-D,CSNK1E
CK1,-1.275,17,KRSA,0.7883211678832117,4,CK1,CK1,CK1-G,CSNK1G1
CK1,-1.275,17,KRSA,0.7883211678832117,4,CK1,CK1,CK1-G,CSNK1G2
CK1,-1.275,17,KRSA,0.7883211678832117,4,CK1,CK1,CK1-G,CSNK1G3
CK1,-1.275,17,KRSA,0.7883211678832117,4,CK1,TTBK,TTBK,TTBK1
CK1,-1.275,17,KRSA,0.7883211678832117,4,CK1,TTBK,TTBK,TTBK2
CK1,-1.275,17,KRSA,0.7883211678832117,4,CK1,VRK,VRK,VRK3
PKCD,0.72,39,KRSA,0.5130344108446299,3,AGC,PKC,DELTA,PRKCD
PKCD,0.72,39,KRSA,0.5130344108446299,3,AGC,PKC,DELTA,PRKCQ
CK2,-0.01249999999999999,79,KRSA,0,1,CMGC,CK2,CK2,CSNK2A1
CK2,-0.01249999999999999,79,KRSA,0,1,CMGC,CK2,CK2,CSNK2A2
CK2,-0.01249999999999999,79,KRSA,0,1,NA,NA,NA,CSNK2A3
TTK,-0.3016666666666667,60,KRSA,0.23774765380604795,1,OTHER,TTK,TTK,TTK
TLK,-1.044166666666667,26,KRSA,0.67570385818561,3,OTHER,TLK,TLK,TLK1
TLK,-1.044166666666667,26,KRSA,0.67570385818561,3,OTHER,TLK,TLK,TLK2
PKN,-0.2025,68,KRSA,0.13764337851929093,1,AGC,PKN,PKN,PKN1
PKN,-0.2025,68,KRSA,0.13764337851929093,1,AGC,PKN,PKN,PKN2
PKN,-0.2025,68,KRSA,0.13764337851929093,1,AGC,PKN,PKN,PKN3
NUAK,-0.2925,61,KRSA,0.22523461939520334,1,CAMK,CAMKL,NUAK,NUAK1
NUAK,-0.2925,61,KRSA,0.22523461939520334,1,CAMK,CAMKL,NUAK,NUAK2
AMPK,0.1875,69,KRSA,0.1251303441084463,1,CAMK,CAMKL,AMPK,PRKAA1
AMPK,0.1875,69,KRSA,0.1251303441084463,1,CAMK,CAMKL,AMPK,PRKAA2
RAD53,0.13083333333333333,72,KRSA,0.08759124087591241,1,CAMK,RAD53,RAD53,CHEK2
PLK,-0.86,34,KRSA,0.5755995828988529,3,NA,NA,NA,PLK5
PLK,-0.86,34,KRSA,0.5755995828988529,3,OTHER,PLK,PLK1,PLK1
PLK,-0.86,34,KRSA,0.5755995828988529,3,OTHER,PLK,PLK2,PLK2
PLK,-0.86,34,KRSA,0.5755995828988529,3,OTHER,PLK,PLK2,PLK3
PLK,-0.86,34,KRSA,0.5755995828988529,3,OTHER,PLK,SAK,PLK4
P38,-1.045,25,KRSA,0.6882168925964547,3,CMGC,MAPK,P38,MAPK11
P38,-1.045,25,KRSA,0.6882168925964547,3,CMGC,MAPK,P38,MAPK12
P38,-1.045,25,KRSA,0.6882168925964547,3,CMGC,MAPK,P38,MAPK13
P38,-1.045,25,KRSA,0.6882168925964547,3,CMGC,MAPK,P38,MAPK14
ATR,-0.6258333333333334,40,KRSA,0.5005213764337852,3,ATYPICAL,PIKK,ATR,ATR
MST,-0.4558333333333333,47,KRSA,0.4129301355578728,2,STE,STE20,MST,STK3
MST,-0.4558333333333333,47,KRSA,0.4129301355578728,2,STE,STE20,MST,STK4
MELK,-0.05583333333333335,76,KRSA,0.03753910323253389,1,CAMK,CAMKL,MELK,MELK
CAMK2,-0.21916666666666668,66,KRSA,0.16266944734098018,1,CAMK,CAMK2,CAMK2,CAMK2A
CAMK2,-0.21916666666666668,66,KRSA,0.16266944734098018,1,CAMK,CAMK2,CAMK2,CAMK2B
CAMK2,-0.21916666666666668,66,KRSA,0.16266944734098018,1,CAMK,CAMK2,CAMK2,CAMK2D
CAMK2,-0.21916666666666668,66,KRSA,0.16266944734098018,1,CAMK,CAMK2,CAMK2,CAMK2G
ULK,-0.7433333333333333,36,KRSA,0.5505735140771637,3,OTHER,ULK,FUSED,STK36
ULK,-0.7433333333333333,36,KRSA,0.5505735140771637,3,OTHER,ULK,ULK,ULK1
ULK,-0.7433333333333333,36,KRSA,0.5505735140771637,3,OTHER,ULK,ULK,ULK2
ULK,-0.7433333333333333,36,KRSA,0.5505735140771637,3,OTHER,ULK,ULK,ULK3
ULK,-0.7433333333333333,36,KRSA,0.5505735140771637,3,OTHER,ULK,ULK,ULK4
NIK,-0.7291666666666666,38,KRSA,0.5255474452554745,3,STE,STE-UNIQUE,STE-UNIQUE,MAP3K14
WNK,-0.3975,53,KRSA,0.32533889468196037,2,OTHER,WNK,WNK,WNK1
WNK,-0.3975,53,KRSA,0.32533889468196037,2,OTHER,WNK,WNK,WNK2
WNK,-0.3975,53,KRSA,0.32533889468196037,2,OTHER,WNK,WNK,WNK3
WNK,-0.3975,53,KRSA,0.32533889468196037,2,OTHER,WNK,WNK,WNK4
STE7,-1.66,6,KRSA,0.9259645464025026,4,STE,STE7,MEK1,MAP2K1
STE7,-1.66,6,KRSA,0.9259645464025026,4,STE,STE7,MEK1,MAP2K2
STE7,-1.66,6,KRSA,0.9259645464025026,4,STE,STE7,MEK3,MAP2K3
STE7,-1.66,6,KRSA,0.9259645464025026,4,STE,STE7,MEK4,MAP2K4
STE7,-1.66,6,KRSA,0.9259645464025026,4,STE,STE7,MEK5,MAP2K5
STE7,-1.66,6,KRSA,0.9259645464025026,4,STE,STE7,MEK3,MAP2K6
STE7,-1.66,6,KRSA,0.9259645464025026,4,STE,STE7,MEK7,MAP2K7
BUD32,0.31416666666666665,59,KRSA,0.2502606882168926,2,OTHER,BUD32,BUD32,TP53RK
BRSK,0.3416666666666667,57,KRSA,0.27528675703858185,2,CAMK,CAMKL,BRSK,BRSK1
BRSK,0.3416666666666667,57,KRSA,0.27528675703858185,2,CAMK,CAMKL,BRSK,BRSK2
CLK,-0.7325,37,KRSA,0.5380604796663191,3,CMGC,CLK,CLK,CLK1
CLK,-0.7325,37,KRSA,0.5380604796663191,3,CMGC,CLK,CLK,CLK2
CLK,-0.7325,37,KRSA,0.5380604796663191,3,CMGC,CLK,CLK,CLK3
CLK,-0.7325,37,KRSA,0.5380604796663191,3,CMGC,CLK,CLK,CLK4
PKD,0.35583333333333333,55,KRSA,0.30031282586027114,2,CAMK,PKD,PKD,PRKD1
PKD,0.35583333333333333,55,KRSA,0.30031282586027114,2,CAMK,PKD,PKD,PRKD2
PKD,0.35583333333333333,55,KRSA,0.30031282586027114,2,CAMK,PKD,PKD,PRKD3
SGK,0.43583333333333335,50,KRSA,0.36287799791449427,2,AGC,SGK,SGK,SGK1
SGK,0.43583333333333335,50,KRSA,0.36287799791449427,2,AGC,SGK,SGK,SGK2
SGK,0.43583333333333335,50,KRSA,0.36287799791449427,2,AGC,SGK,SGK,SGK3
PDHK,-1.1125,21,KRSA,0.7382690302398331,3,ATYPICAL,PDHK,BCKDK,BCKDK
PDHK,-1.1125,21,KRSA,0.7382690302398331,3,ATYPICAL,PDHK,PDHK,PDK2
PDHK,-1.1125,21,KRSA,0.7382690302398331,3,ATYPICAL,PDHK,PDHK,PDK3
PDHK,-1.1125,21,KRSA,0.7382690302398331,3,ATYPICAL,PDHK,PDHK,PDK4
MLCK,-0.49583333333333335,44,KRSA,0.4504692387904067,2,CAMK,MLCK,MLCK,MYLK
MLCK,-0.49583333333333335,44,KRSA,0.4504692387904067,2,CAMK,MLCK,MLCK,MYLK2
MLCK,-0.49583333333333335,44,KRSA,0.4504692387904067,2,CAMK,MLCK,MLCK,TTN
GSK,-0.1525,70,KRSA,0.11261730969760167,1,CMGC,GSK,GSK,GSK3A
GSK,-0.1525,70,KRSA,0.11261730969760167,1,CMGC,GSK,GSK,GSK3B
NAK,-0.42583333333333334,51,KRSA,0.35036496350364965,2,OTHER,NAK,BIKE,AAK1
NAK,-0.42583333333333334,51,KRSA,0.35036496350364965,2,OTHER,NAK,BIKE,BMP2K
NAK,-0.42583333333333334,51,KRSA,0.35036496350364965,2,OTHER,NAK,GAK,GAK
NAK,-0.42583333333333334,51,KRSA,0.35036496350364965,2,OTHER,NAK,MPSK,STK16
STKR,0.5675,42,KRSA,0.4754953076120959,2,TKL,STKR,TYPE1,ACVR1
STKR,0.5675,42,KRSA,0.4754953076120959,2,TKL,STKR,TYPE1,ACVR1B
STKR,0.5675,42,KRSA,0.4754953076120959,2,TKL,STKR,TYPE1,ACVR1C
STKR,0.5675,42,KRSA,0.4754953076120959,2,TKL,STKR,TYPE2,ACVR2A
STKR,0.5675,42,KRSA,0.4754953076120959,2,TKL,STKR,TYPE2,ACVR2B
STKR,0.5675,42,KRSA,0.4754953076120959,2,TKL,STKR,TYPE1,ACVRL1
STKR,0.5675,42,KRSA,0.4754953076120959,2,TKL,STKR,TYPE2,AMHR2
STKR,0.5675,42,KRSA,0.4754953076120959,2,TKL,STKR,TYPE1,BMPR1A
STKR,0.5675,42,KRSA,0.4754953076120959,2,TKL,STKR,TYPE1,BMPR1B
