Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
GSK3B,51.61281614484556,20,PTM-SEA,0.7530864197530864,4,CMGC,GSK,GSK,GSK3B
CDK7,-113.28947368421052,4,PTM-SEA,0.9629629629629629,4,CMGC,CDK,CDK7,CDK7
CDK9,57.90350877192983,19,PTM-SEA,0.7654320987654321,4,CMGC,CDK,CDK9,CDK9
RPS6KA3,107.54192201058648,5,PTM-SEA,0.9506172839506173,4,AGC,RSK,RSK,RPS6KA3
NEK2,0,53,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
DAPK1,117.36567611338162,3,PTM-SEA,0.9753086419753086,4,CAMK,DAPK,DAPK,DAPK1
MAPK10,92.14210526315789,6,PTM-SEA,0.9382716049382716,4,CMGC,MAPK,JNK,MAPK10
PRKAA2,91.96487370985656,7,PTM-SEA,0.9259259259259259,4,CAMK,CAMKL,AMPK,PRKAA2
SIK1,91.13508771929824,8,PTM-SEA,0.9135802469135802,4,CAMK,CAMKL,QIK,SIK1
CSNK2A1,71.00908995752307,13,PTM-SEA,0.8518518518518519,4,CMGC,CK2,CK2,CSNK2A1
PRKDC,-64.07630024018572,16,PTM-SEA,0.8148148148148148,4,ATYPICAL,PIKK,DNAPK,PRKDC
ATM,0,53,PTM-SEA,0,1,ATYPICAL,PIKK,ATM,ATM
IKBKE,0,53,PTM-SEA,0,1,OTHER,IKK,IKK,IKBKE
AURKB,38.64002777908111,28,PTM-SEA,0.654320987654321,3,OTHER,AUR,AUR,AURKB
CDK3,0,53,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,57.90350877192983,19,PTM-SEA,0.7654320987654321,4,CMGC,CDK,CDK4,CDK6
CDK5,30.210841691575247,35,PTM-SEA,0.5679012345679012,3,CMGC,CDK,CDK5,CDK5
PRKCE,-20.887012147956987,40,PTM-SEA,0.4444444444444444,2,AGC,PKC,ETA,PRKCE
PRKCQ,-32.75846267171517,32,PTM-SEA,0.6049382716049383,3,AGC,PKC,DELTA,PRKCQ
PRKCZ,64.42346714105781,15,PTM-SEA,0.8271604938271605,4,AGC,PKC,IOTA,PRKCZ
PRKCD,118.55634462500657,2,PTM-SEA,0.9876543209876543,4,AGC,PKC,DELTA,PRKCD
PRKAA1,-1.173771167298159,49,PTM-SEA,0.3333333333333333,2,CAMK,CAMKL,AMPK,PRKAA1
PAK1,0.4469847688457387,52,PTM-SEA,0.2962962962962963,2,STE,STE20,PAKA,PAK1
PAK2,136.45087719298243,1,PTM-SEA,1,4,STE,STE20,PAKA,PAK2
PRKG2,14.676579540378626,44,PTM-SEA,0.3950617283950617,2,AGC,PKG,PKG,PRKG2
ROCK1,-35.11020202438298,30,PTM-SEA,0.6296296296296297,3,AGC,DMPK,ROCK,ROCK1
ATR,50.922086569289334,21,PTM-SEA,0.7407407407407407,3,ATYPICAL,PIKK,ATR,ATR
CAMK2G,0,53,PTM-SEA,0,1,CAMK,CAMK2,CAMK2,CAMK2G
DYRK1A,79.81183082619197,10,PTM-SEA,0.8888888888888888,4,CMGC,DYRK,DYRK1,DYRK1A
PRKG1,19.13996696101303,41,PTM-SEA,0.43209876543209874,2,AGC,PKG,PKG,PRKG1
PRKD1,-34.635881107930054,31,PTM-SEA,0.6172839506172839,3,CAMK,PKD,PKD,PRKD1
RPS6KA2,-13.5257943402339,45,PTM-SEA,0.38271604938271603,2,AGC,RSK,RSK,RPS6KA2
RPS6KA1,37.26589742176008,29,PTM-SEA,0.6419753086419753,3,AGC,RSK,RSK,RPS6KA1
PKN1,32.510220288372814,34,PTM-SEA,0.5802469135802469,3,AGC,PKN,PKN,PKN1
MAPK14,0,53,PTM-SEA,0,1,CMGC,MAPK,P38,MAPK14
PIM3,-20.887012147956987,40,PTM-SEA,0.4444444444444444,2,CAMK,PIM,PIM,PIM3
BRSK2,0,53,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK2
BRSK1,0,53,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK1
DYRK2,0,53,PTM-SEA,0,1,CMGC,DYRK,DYRK2,DYRK2
PASK,0,53,PTM-SEA,0,1,CAMK,CAMKL,PASK,PASK
PRKD2,0,53,PTM-SEA,0,1,CAMK,PKD,PKD,PRKD2
PLK3,0,53,PTM-SEA,0,1,OTHER,PLK,PLK2,PLK3
NEK6,0,53,PTM-SEA,0,1,OTHER,NEK,NEK6,NEK6
PIM2,50.71825352868436,22,PTM-SEA,0.7283950617283951,3,CAMK,PIM,PIM,PIM2
TBK1,0,53,PTM-SEA,0,1,OTHER,IKK,IKK,TBK1
AKT3,-25.59664801160742,38,PTM-SEA,0.5061728395061729,3,AGC,AKT,AKT,AKT3
AAK1,300,266,KEA3,0.09428571428571429,1,OTHER,NAK,BIKE,AAK1
ABL1,95.66666666666667,87,KEA3,0.7228571428571429,3,TK,ABL,ABL,ABL1
ABL2,108.33333333333333,110,KEA3,0.6371428571428571,3,TK,ABL,ABL,ABL2
ACVR1,102.5,97,KEA3,0.6828571428571428,3,TKL,STKR,TYPE1,ACVR1
ACVR1B,202.5,209,KEA3,0.2885714285714286,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,213,216,KEA3,0.26571428571428574,2,TKL,STKR,TYPE2,ACVR2B
AKT1,59,40,KEA3,0.8771428571428571,4,AGC,AKT,AKT,AKT1
AKT2,90,79,KEA3,0.7514285714285714,4,AGC,AKT,AKT,AKT2
AKT3,144,154,KEA3,0.4742857142857143,2,AGC,AKT,AKT,AKT3
ALK,77.5,62,KEA3,0.8057142857142857,4,TK,ALK,ALK,ALK
ARAF,154.5,168,KEA3,0.4228571428571429,2,TKL,RAF,RAF,ARAF
ATM,114.66666666666667,119,KEA3,0.6085714285714285,3,ATYPICAL,PIKK,ATM,ATM
ATR,92,82,KEA3,0.74,3,ATYPICAL,PIKK,ATR,ATR
AURKA,75.33333333333333,59,KEA3,0.8142857142857143,4,OTHER,AUR,AUR,AURKA
AURKB,117,123,KEA3,0.5942857142857143,3,OTHER,AUR,AUR,AURKB
AURKC,185.5,195,KEA3,0.3314285714285714,2,OTHER,AUR,AUR,AURKC
AXL,178,187,KEA3,0.35714285714285715,2,TK,AXL,AXL,AXL
BLK,258.5,238,KEA3,0.17714285714285713,1,TK,SRC,SRCB,BLK
BMP2K,326,288,KEA3,0.03142857142857143,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,131.5,143,KEA3,0.5171428571428571,3,TKL,STKR,TYPE1,BMPR1A
BMPR1B,113,118,KEA3,0.6114285714285714,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,165.5,176,KEA3,0.3942857142857143,2,TKL,STKR,TYPE2,BMPR2
BMX,124.66666666666667,132,KEA3,0.5628571428571428,3,TK,TEC,TEC,BMX
BRAF,118.5,125,KEA3,0.5857142857142857,3,TKL,RAF,RAF,BRAF
BRSK1,128.66666666666666,139,KEA3,0.5342857142857143,3,CAMK,CAMKL,BRSK,BRSK1
BRSK2,307,273,KEA3,0.07428571428571429,1,CAMK,CAMKL,BRSK,BRSK2
BTK,107.33333333333333,108,KEA3,0.6428571428571429,3,TK,TEC,TEC,BTK
BUB1,175,184,KEA3,0.36857142857142855,2,OTHER,BUB,BUB,BUB1
CAMK1,185,194,KEA3,0.33714285714285713,2,CAMK,CAMK1,CAMK1,CAMK1
CAMK1D,218,220,KEA3,0.24857142857142858,1,CAMK,CAMK1,CAMK1,CAMK1D
CAMK2A,17.333333333333332,7,KEA3,0.98,4,CAMK,CAMK2,CAMK2,CAMK2A
CAMK2B,133,145,KEA3,0.5057142857142857,3,CAMK,CAMK2,CAMK2,CAMK2B
CAMK2D,92,82,KEA3,0.74,3,CAMK,CAMK2,CAMK2,CAMK2D
CAMK2G,5,1,KEA3,1,4,CAMK,CAMK2,CAMK2,CAMK2G
CAMK4,87.33333333333333,77,KEA3,0.7571428571428571,4,CAMK,CAMK1,CAMK1,CAMK4
CAMKK1,139,148,KEA3,0.49714285714285716,2,OTHER,CAMKK,META,CAMKK1
CAMKK2,93,83,KEA3,0.7371428571428571,3,OTHER,CAMKK,META,CAMKK2
CDC42BPA,282,252,KEA3,0.13428571428571429,1,AGC,DMPK,GEK,CDC42BPA
CDC7,169.5,180,KEA3,0.38285714285714284,2,OTHER,CDC7,CDC7,CDC7
CDK1,79.5,64,KEA3,0.7971428571428572,4,CMGC,CDK,CDC2,CDK1
CDK11A,332,292,KEA3,0.02,1,CMGC,CDK,CDK11,CDK11A
CDK11A,332,292,KEA3,0.02,1,NA,NA,NA,CDK11A
CDK12,317,282,KEA3,0.04857142857142857,1,CMGC,CDK,CRK7,CDK12
CDK15,269,244,KEA3,0.16,1,CMGC,CDK,PFTAIRE,CDK15
CDK16,250,237,KEA3,0.18,1,CMGC,CDK,PCTAIRE,CDK16
CDK18,242,233,KEA3,0.2,1,CMGC,CDK,PCTAIRE,CDK18
CDK19,14,4,KEA3,0.9885714285714285,4,CMGC,CDK,CDK8,CDK19
CDK2,35,17,KEA3,0.9485714285714286,4,CMGC,CDK,CDC2,CDK2
CDK20,291,259,KEA3,0.11428571428571428,1,CMGC,CDK,CCRK,CDK20
CDK3,172,183,KEA3,0.3742857142857143,2,CMGC,CDK,CDC2,CDK3
CDK4,62,43,KEA3,0.8685714285714285,4,CMGC,CDK,CDK4,CDK4
CDK5,123.33333333333333,130,KEA3,0.5714285714285714,3,CMGC,CDK,CDK5,CDK5
CDK6,64.33333333333333,45,KEA3,0.86,4,CMGC,CDK,CDK4,CDK6
CDK7,133,145,KEA3,0.5057142857142857,3,CMGC,CDK,CDK7,CDK7
CDK8,147,159,KEA3,0.4542857142857143,2,CMGC,CDK,CDK8,CDK8
CDK9,141,152,KEA3,0.4828571428571429,2,CMGC,CDK,CDK9,CDK9
CDKL3,304,270,KEA3,0.08285714285714285,1,CMGC,CDKL,CDKL,CDKL3
CDKL5,160,174,KEA3,0.4,2,CMGC,CDKL,CDKL,CDKL5
CHEK1,30.666666666666668,12,KEA3,0.9657142857142857,4,CAMK,CAMKL,CHK1,CHEK1
CHEK2,88.33333333333333,78,KEA3,0.7542857142857143,4,CAMK,RAD53,RAD53,CHEK2
CHUK,59,40,KEA3,0.8771428571428571,4,OTHER,IKK,IKK,CHUK
CLK1,145.5,158,KEA3,0.45714285714285713,2,CMGC,CLK,CLK,CLK1
CLK2,139.5,149,KEA3,0.49142857142857144,2,CMGC,CLK,CLK,CLK2
CLK3,186,196,KEA3,0.32857142857142857,2,CMGC,CLK,CLK,CLK3
CLK4,322,286,KEA3,0.037142857142857144,1,CMGC,CLK,CLK,CLK4
CSF1R,334,294,KEA3,0.014285714285714285,1,TK,PDGFR,PDGFR,CSF1R
CSK,137.33333333333334,147,KEA3,0.5,3,TK,CSK,CSK,CSK
CSNK1A1,109.66666666666667,113,KEA3,0.6285714285714286,3,CK1,CK1,CK1-A,CSNK1A1
CSNK1A1L,338,298,KEA3,0.002857142857142857,1,CK1,CK1,CK1-A,CSNK1A1L
CSNK1D,48.666666666666664,29,KEA3,0.9114285714285715,4,CK1,CK1,CK1-D,CSNK1D
CSNK1E,132,144,KEA3,0.5142857142857142,3,CK1,CK1,CK1-D,CSNK1E
CSNK1G1,140.5,150,KEA3,0.48857142857142855,2,CK1,CK1,CK1-G,CSNK1G1
CSNK1G2,185.5,195,KEA3,0.3314285714285714,2,CK1,CK1,CK1-G,CSNK1G2
CSNK1G3,264,241,KEA3,0.16857142857142857,1,CK1,CK1,CK1-G,CSNK1G3
CSNK2A1,70,51,KEA3,0.8428571428571429,4,CMGC,CK2,CK2,CSNK2A1
CSNK2A2,145,156,KEA3,0.4657142857142857,2,CMGC,CK2,CK2,CSNK2A2
DAPK1,152.66666666666666,165,KEA3,0.43714285714285717,2,CAMK,DAPK,DAPK,DAPK1
DAPK3,50,30,KEA3,0.9085714285714286,4,CAMK,DAPK,DAPK,DAPK3
DCLK1,230,228,KEA3,0.21714285714285714,1,CAMK,DCAMKL,DCAMKL,DCLK1
DDR1,86.5,75,KEA3,0.7628571428571429,4,TK,DDR,DDR,DDR1
DDR2,109,111,KEA3,0.6342857142857142,3,TK,DDR,DDR,DDR2
DMPK,265,242,KEA3,0.1657142857142857,1,AGC,DMPK,GEK,DMPK
DYRK1A,39.666666666666664,20,KEA3,0.9371428571428572,4,CMGC,DYRK,DYRK1,DYRK1A
DYRK1B,33,14,KEA3,0.9571428571428572,4,CMGC,DYRK,DYRK1,DYRK1B
DYRK2,84.66666666666667,71,KEA3,0.7742857142857142,4,CMGC,DYRK,DYRK2,DYRK2
DYRK3,201,208,KEA3,0.2914285714285714,2,CMGC,DYRK,DYRK2,DYRK3
DYRK4,125,133,KEA3,0.5571428571428572,3,CMGC,DYRK,DYRK2,DYRK4
EEF2K,219,221,KEA3,0.24285714285714285,1,ATYPICAL,ALPHA,EEF2K,EEF2K
EGFR,60.333333333333336,41,KEA3,0.8742857142857143,4,TK,EGFR,EGFR,EGFR
EIF2AK1,316,281,KEA3,0.05142857142857143,1,OTHER,PEK,HRI,EIF2AK1
EIF2AK2,75,58,KEA3,0.82,4,OTHER,PEK,PKR,EIF2AK2
EIF2AK3,336,296,KEA3,0.008571428571428572,1,OTHER,PEK,PEK,EIF2AK3
EPHA2,321,285,KEA3,0.04,1,TK,EPH,EPH,EPHA2
EPHA3,83.5,68,KEA3,0.7828571428571428,4,TK,EPH,EPH,EPHA3
EPHA4,327,289,KEA3,0.02857142857142857,1,TK,EPH,EPH,EPHA4
EPHA8,335,295,KEA3,0.011428571428571429,1,TK,EPH,EPH,EPHA8
EPHB1,323,287,KEA3,0.03428571428571429,1,TK,EPH,EPH,EPHB1
EPHB2,292,260,KEA3,0.11142857142857143,1,TK,EPH,EPH,EPHB2
EPHB3,209,213,KEA3,0.27714285714285714,2,TK,EPH,EPH,EPHB3
ERBB2,48.5,28,KEA3,0.9142857142857143,4,TK,EGFR,EGFR,ERBB2
ERBB4,168,178,KEA3,0.38857142857142857,2,TK,EGFR,EGFR,ERBB4
FASTK,236.5,231,KEA3,0.2057142857142857,1,ATYPICAL,FAST,FAST,FASTK
FER,67,47,KEA3,0.8542857142857143,4,TK,FER,FER,FER
FES,272,246,KEA3,0.15428571428571428,1,TK,FER,FER,FES
FGFR1,144.66666666666666,155,KEA3,0.4714285714285714,2,TK,FGFR,FGFR,FGFR1
FGFR2,167,177,KEA3,0.3914285714285714,2,TK,FGFR,FGFR,FGFR2
FGFR3,103,98,KEA3,0.68,3,TK,FGFR,FGFR,FGFR3
FGFR4,81,66,KEA3,0.7885714285714286,4,TK,FGFR,FGFR,FGFR4
FGR,71.5,53,KEA3,0.8342857142857143,4,TK,SRC,SRCA,FGR
FLT1,308,274,KEA3,0.07142857142857142,1,TK,VEGFR,VEGFR,FLT1
FLT3,184,192,KEA3,0.34285714285714286,2,TK,PDGFR,PDGFR,FLT3
FLT4,271,245,KEA3,0.15714285714285714,1,TK,VEGFR,VEGFR,FLT4
FRK,200,207,KEA3,0.29428571428571426,2,TK,SRC,FRK,FRK
FYN,79,63,KEA3,0.8,4,TK,SRC,SRCA,FYN
GRK1,161,175,KEA3,0.39714285714285713,2,AGC,GRK,GRK,GRK1
GRK2,43,22,KEA3,0.9314285714285714,4,AGC,GRK,BARK,GRK2
GRK3,104,101,KEA3,0.6714285714285714,3,AGC,GRK,BARK,GRK3
GRK5,27,9,KEA3,0.9742857142857143,4,AGC,GRK,GRK,GRK5
GRK6,95,85,KEA3,0.7285714285714285,3,AGC,GRK,GRK,GRK6
GSK3A,52.666666666666664,31,KEA3,0.9057142857142857,4,CMGC,GSK,GSK,GSK3A
GSK3B,47.666666666666664,27,KEA3,0.9171428571428571,4,CMGC,GSK,GSK,GSK3B
HASPIN,222,222,KEA3,0.24,1,OTHER,HASPIN,HASPIN,HASPIN
HCK,111.33333333333333,115,KEA3,0.62,3,TK,SRC,SRCB,HCK
HIPK1,90.5,80,KEA3,0.7485714285714286,3,CMGC,DYRK,HIPK,HIPK1
HIPK2,154,167,KEA3,0.42857142857142855,2,CMGC,DYRK,HIPK,HIPK2
HIPK3,293,261,KEA3,0.10857142857142857,1,CMGC,DYRK,HIPK,HIPK3
HIPK4,87,76,KEA3,0.76,4,CMGC,DYRK,HIPK,HIPK4
ICK,84,69,KEA3,0.78,4,CMGC,RCK,RCK,CILK1
IGF1R,64.33333333333333,45,KEA3,0.86,4,TK,INSR,INSR,IGF1R
IKBKB,60.666666666666664,42,KEA3,0.8714285714285714,4,OTHER,IKK,IKK,IKBKB
IKBKE,109.33333333333333,112,KEA3,0.6314285714285715,3,OTHER,IKK,IKK,IKBKE
ILK,72,54,KEA3,0.8314285714285714,4,TKL,MLK,ILK,ILK
INSR,117.66666666666667,124,KEA3,0.5885714285714285,3,TK,INSR,INSR,INSR
IRAK1,99.5,93,KEA3,0.6971428571428572,3,TKL,IRAK,IRAK,IRAK1
IRAK3,249,235,KEA3,0.19142857142857142,1,TKL,IRAK,IRAK,IRAK3
IRAK4,212,215,KEA3,0.2714285714285714,2,TKL,IRAK,IRAK,IRAK4
ITK,131.33333333333334,142,KEA3,0.5228571428571429,3,TK,TEC,TEC,ITK
JAK1,105,105,KEA3,0.6542857142857142,3,TK,JAKA,JAKA,JAK1
JAK2,69.66666666666667,50,KEA3,0.8457142857142858,4,TK,JAKA,JAKA,JAK2
JAK3,182,190,KEA3,0.3485714285714286,2,TK,JAKA,JAKA,JAK3
KDR,302,268,KEA3,0.08857142857142856,1,TK,VEGFR,VEGFR,KDR
KIT,30,10,KEA3,0.9714285714285714,4,TK,PDGFR,PDGFR,KIT
KSR1,115,120,KEA3,0.6057142857142858,3,TKL,RAF,KSR,KSR1
KSR2,283,253,KEA3,0.13142857142857142,1,TKL,RAF,KSR,KSR2
LATS1,199,206,KEA3,0.29714285714285715,2,AGC,NDR,NDR,LATS1
LATS2,58.5,39,KEA3,0.8828571428571429,4,AGC,NDR,NDR,LATS2
LCK,97,89,KEA3,0.7114285714285714,3,TK,SRC,SRCB,LCK
LIMK1,281,251,KEA3,0.13714285714285715,1,TKL,LISK,LIMK,LIMK1
LIMK2,193,202,KEA3,0.30857142857142855,2,TKL,LISK,LIMK,LIMK2
LRRK2,105,105,KEA3,0.6542857142857142,3,TKL,LRRK,LRRK,LRRK2
LYN,117.66666666666667,124,KEA3,0.5885714285714285,3,TK,SRC,SRCB,LYN
MAK,268,243,KEA3,0.16285714285714287,1,CMGC,RCK,RCK,MAK
MAP2K1,124,131,KEA3,0.5685714285714286,3,STE,STE7,MEK1,MAP2K1
MAP2K2,186.5,197,KEA3,0.32571428571428573,2,STE,STE7,MEK1,MAP2K2
MAP2K3,240,232,KEA3,0.20285714285714285,1,STE,STE7,MEK3,MAP2K3
MAP2K4,170.33333333333334,181,KEA3,0.38,2,STE,STE7,MEK4,MAP2K4
MAP2K6,179.33333333333334,188,KEA3,0.35428571428571426,2,STE,STE7,MEK3,MAP2K6
MAP2K7,145.5,158,KEA3,0.45714285714285713,2,STE,STE7,MEK7,MAP2K7
MAP3K1,262,239,KEA3,0.1742857142857143,1,STE,STE11,MEKK1,MAP3K1
MAP3K10,273,247,KEA3,0.15142857142857144,1,TKL,MLK,MLK,MAP3K10
MAP3K11,148.66666666666666,160,KEA3,0.4514285714285714,2,TKL,MLK,MLK,MAP3K11
MAP3K13,249.5,236,KEA3,0.18571428571428572,1,TKL,MLK,LZK,MAP3K13
MAP3K14,103.66666666666667,100,KEA3,0.6742857142857143,3,STE,STE-UNIQUE,STE-UNIQUE,MAP3K14
MAP3K20,91,81,KEA3,0.7457142857142857,3,TKL,MLK,ZAK,MAP3K20
MAP3K3,289,257,KEA3,0.12,1,STE,STE11,MEKK2,MAP3K3
MAP3K4,305,271,KEA3,0.08,1,STE,STE11,MEKK4,MAP3K4
MAP3K5,94,84,KEA3,0.7342857142857143,3,STE,STE11,ASK,MAP3K5
MAP3K6,130,140,KEA3,0.5285714285714286,3,STE,STE11,ASK,MAP3K6
MAP3K7,145.33333333333334,157,KEA3,0.46285714285714286,2,TKL,MLK,TAK1,MAP3K7
MAP3K8,152,164,KEA3,0.44,2,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
MAP4K1,233,229,KEA3,0.21428571428571427,1,STE,STE20,KHS,MAP4K1
MAP4K2,121,128,KEA3,0.5771428571428572,3,STE,STE20,KHS,MAP4K2
MAP4K3,204,211,KEA3,0.28285714285714286,2,STE,STE20,KHS,MAP4K3
MAP4K4,311,276,KEA3,0.06571428571428571,1,STE,STE20,MSN,MAP4K4
MAP4K5,96,88,KEA3,0.72,3,STE,STE20,KHS,MAP4K5
MAPK1,54.333333333333336,34,KEA3,0.8971428571428571,4,CMGC,MAPK,ERK1,MAPK1
MAPK10,99,91,KEA3,0.7057142857142857,3,CMGC,MAPK,JNK,MAPK10
MAPK11,125.33333333333333,134,KEA3,0.5514285714285714,3,CMGC,MAPK,P38,MAPK11
MAPK12,46.333333333333336,25,KEA3,0.9228571428571428,4,CMGC,MAPK,P38,MAPK12
MAPK13,103.33333333333333,99,KEA3,0.6771428571428572,3,CMGC,MAPK,P38,MAPK13
MAPK14,116.66666666666667,122,KEA3,0.6,3,CMGC,MAPK,P38,MAPK14
MAPK15,175,184,KEA3,0.36857142857142855,2,CMGC,MAPK,ERK7,MAPK15
MAPK3,80,65,KEA3,0.7942857142857143,4,CMGC,MAPK,ERK1,MAPK3
MAPK6,236,230,KEA3,0.20857142857142857,1,CMGC,MAPK,ERK3,MAPK6
MAPK7,124.66666666666667,132,KEA3,0.5628571428571428,3,CMGC,MAPK,ERK5,MAPK7
MAPK8,86,74,KEA3,0.7657142857142857,4,CMGC,MAPK,JNK,MAPK8
MAPK9,14,4,KEA3,0.9885714285714285,4,CMGC,MAPK,JNK,MAPK9
MAPKAPK2,62.666666666666664,44,KEA3,0.8657142857142858,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
MAPKAPK3,299,265,KEA3,0.09714285714285714,1,CAMK,MAPKAPK,MAPKAPK,MAPKAPK3
MAPKAPK5,53.666666666666664,33,KEA3,0.9,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK5
MARK2,110.66666666666667,114,KEA3,0.6257142857142857,3,CAMK,CAMKL,MARK,MARK2
MARK3,107.66666666666667,109,KEA3,0.64,3,CAMK,CAMKL,MARK,MARK3
MARK4,333,293,KEA3,0.017142857142857144,1,CAMK,CAMKL,MARK,MARK4
MAST1,227,225,KEA3,0.2257142857142857,1,AGC,MAST,MAST,MAST1
MAST2,315,280,KEA3,0.054285714285714284,1,AGC,MAST,MAST,MAST2
MATK,246,234,KEA3,0.19428571428571428,1,TK,CSK,CSK,MATK
MELK,306,272,KEA3,0.07714285714285714,1,CAMK,CAMKL,MELK,MELK
MERTK,32,13,KEA3,0.9628571428571429,4,TK,AXL,AXL,MERTK
MET,140.66666666666666,151,KEA3,0.4857142857142857,2,TK,MET,MET,MET
MKNK1,189.66666666666666,201,KEA3,0.3142857142857143,2,CAMK,MAPKAPK,MNK,MKNK1
MKNK2,225,224,KEA3,0.23142857142857143,1,CAMK,MAPKAPK,MNK,MKNK2
MOK,228,226,KEA3,0.22285714285714286,1,CMGC,RCK,RCK,MOK
MOS,303,269,KEA3,0.08571428571428572,1,OTHER,MOS,MOS,MOS
MST1R,219,221,KEA3,0.24285714285714285,1,TK,MET,MET,MST1R
MTOR,99.33333333333333,92,KEA3,0.7,3,ATYPICAL,PIKK,FRAP,MTOR
MYLK2,218,220,KEA3,0.24857142857142858,1,CAMK,MLCK,MLCK,MYLK2
MYO3A,225,224,KEA3,0.23142857142857143,1,STE,STE20,NINAC,MYO3A
NEK10,286,255,KEA3,0.12571428571428572,1,OTHER,NEK,NEK10,NEK10
NEK11,314,279,KEA3,0.05714285714285714,1,OTHER,NEK,NEK11,NEK11
NEK2,81.33333333333333,67,KEA3,0.7857142857142857,4,OTHER,NEK,NEK2,NEK2
NEK3,177.5,186,KEA3,0.3628571428571429,2,OTHER,NEK,NEK1,NEK3
