"Symbol","logFC","PValue"
"ENSG00000229017",2.35364018035777,1.48688074083626e-11
"PASK",-1.64433693181447,1.51235544834621e-11
"FOXO4",2.40066114973487,1.52835438305849e-11
"HAT1",-1.45131743932319,1.56737957497714e-11
"HID1",2.10226641585658,1.58509451929055e-11
"FARSB",-1.2965755035729,1.58950616461101e-11
"PPM1H",1.23675464846791,1.62607657438557e-11
"TRMT6",-1.27403618371518,1.62779039754905e-11
"IFRD2",-1.20839782039047,1.69512851598173e-11
"CYREN",-1.20841878163406,1.72256919704329e-11
"NUP85",-1.28818905766766,1.76334731014018e-11
"PAQR6",2.98814547078591,1.77611522752954e-11
"PPM1K",1.35278994396374,1.84505610431366e-11
"ST3GAL6",1.22974601330016,1.88393424516626e-11
"PTCHD4",1.54511673927147,1.93016098057054e-11
"KDM5B",1.16085479736487,2.03231925930027e-11
"HMGN2",-1.22240457289448,2.07955159747131e-11
"TOE1",-1.42448550623463,2.13056355710437e-11
"CENPU",-1.56890615560063,2.19750148282034e-11
"CYP2J2",1.22679655316761,2.20926616491461e-11
"LGALS8",2.15162211320751,2.21084676428607e-11
"SLC39A13",1.19753869651897,2.22841163116259e-11
"PTTG1",1.34505338605037,2.2526908897978e-11
"ASF1B",-1.78709938922481,2.28028535057759e-11
"ZNF704",1.2935383755306,2.34893864672775e-11
"NPIPB15",1.5624118103403,2.3490622316133e-11
"LMNB1",-1.23554589208499,2.36623041546535e-11
"NR2C2AP",-1.59545771338974,2.39188502984841e-11
"GINS3",-1.86937780747295,2.39752809299818e-11
"FOXQ1",-1.80175702656716,2.42391220551627e-11
"MYBBP1A",-1.07046011498769,2.44620497670892e-11
"CREBRF",1.59119165233034,2.50527215951429e-11
"ENSG00000224063",2.75000366134198,2.52876109859535e-11
"LINC01089",1.21904169090808,2.6090969947661e-11
"NPC1",1.54221530256103,2.67067102863946e-11
"FAM120AOS",-1.16896452236,2.76035587628431e-11
"RNF24",1.78415831004149,2.80268656010075e-11
"P2RY11",1.70923289527962,2.88147179863313e-11
"CHEK1",-1.06212071335696,2.9706993955185e-11
"RFC2",-1.46065280967881,3.00425849390508e-11
"PFN2",-1.04398022072163,3.11458614689969e-11
"RAD51AP1",-1.37375481759788,3.16793794588746e-11
"ENSG00000253666",4.46930256700232,3.17192600652995e-11
"ACAD9",-1.43501444014431,3.30082859102071e-11
"RPL22L1",-1.94708045224714,3.36526995453797e-11
"TMEM263",1.08377603678925,3.49124693236595e-11
"PGF",1.60435084300642,3.56426007434179e-11
"CEACAM1",1.62914432314239,3.5894757612839e-11
"ENSG00000308072",4.0701700548952,3.62558545697172e-11
"GSTA2",-3.6923469211468,3.67817517405835e-11
"TBC1D4",1.30078455193282,3.68136999602403e-11
"ZBTB44",1.00049426024314,3.7188088486715e-11
"WEE1",-1.22879368054601,3.76069533636398e-11
"TIMM8B",-1.28446121371128,3.85684466476573e-11
"RRP9",-1.21437654669716,3.888030753948e-11
"GPD1",-1.91306394076885,3.93761522331027e-11
"YPEL2",1.91839655895935,4.00492847717705e-11
"PLEKHA6",-0.990017224091271,4.04713199871866e-11
"MAP3K8",1.39040054087925,4.08172909408428e-11
"RICTOR",1.17435295231016,4.12147123583574e-11
"VPS37D",1.61935565788997,4.14071204740581e-11
"DCTPP1",-1.59230048423004,4.14841711093688e-11
"CLIP2",1.8276086236776,4.30965988210629e-11
"SLC43A2",2.20232992158798,4.4384768550144e-11
"MAP3K3",0.959519436655895,4.45856668259154e-11
"APEX1",-1.1947708115411,4.51283660205301e-11
"PTPRH",1.68325978291608,4.53482678340274e-11
"REPS2",1.84258256250315,4.56535230979607e-11
"RFC3",-1.03382128577047,4.59193943558941e-11
"FAM169A",1.28403709941893,4.59430067658873e-11
"LPIN1",1.2407041967392,4.63735037961993e-11
"ARRB1",1.73983220926359,4.65270076291868e-11
"NR4A1",2.2493773802369,4.69260275883182e-11
"PDXDC2P-NPIPB14P",1.2847325226315,4.80727625404415e-11
"SLC2A1",2.30386123993689,4.98301117526642e-11
"ZNF652",0.994452311176354,4.99728305688873e-11
"TTC39B",2.26191215541254,5.09209473703873e-11
"GSDMB",2.76286831695065,5.10155386588933e-11
"DAB2IP",1.01422124950619,5.12355650170095e-11
"RB1CC1",1.37340646682209,5.1729966588877e-11
"FUOM",-1.61328525253342,5.21747387063519e-11
"CCNE1",-1.46451844941331,5.27783531125886e-11
"MRPS6",1.37044797158469,5.29803130511407e-11
"ACD",-1.29121871576393,5.59063478520878e-11
"ADISSP",-1.08927334392939,5.77198637613374e-11
"TMC8",2.87106299359532,5.7858023183114e-11
"FCHO2",1.22814022551784,5.83070485050195e-11
"LIMA1",1.48308841550132,6.10484186652853e-11
"PEX10",-1.29214266733882,6.11431561894019e-11
"ANKRD12",1.35597114840211,6.14391705313606e-11
"RPA1",-1.22140356858569,6.20721774428894e-11
"PER1",1.44495849705902,6.25247873531112e-11
"CASP8AP2",-1.30174197470622,6.28330324414951e-11
"AJM1",1.20263540316093,6.28585263148112e-11
"ANGPTL1",3.61711712478736,6.29100450517841e-11
"TTI1",-1.11345773265819,6.39007946019993e-11
"AOC2",1.88990384936001,6.43091354414064e-11
"PCK2",-1.27130880919369,6.4491565396423e-11
"INPPL1",1.1330932315305,6.58724236639453e-11
"CYP3A7",2.73220368722226,6.59231848803333e-11
"HAUS2",-1.27070536070842,6.59976158849836e-11
"PRIM2",-1.17211247430374,6.89035036196018e-11
"COMMD4",-1.0674480665704,6.96654267099578e-11
"TACC1",1.952750598061,6.99423563669563e-11
"BBC3",1.55016959923825,7.01874829455305e-11
"PCMTD1",1.0837206164301,7.0349576780085e-11
"NDRG2",1.2269032420173,7.20636686444312e-11
"RBBP8",-1.41437438240574,7.30807461898228e-11
"GOLGA2",1.1057406314222,7.38209270342775e-11
"ENSG00000267002",2.10759521514262,7.4388417697204e-11
"CHD2",1.12239268175196,7.84172518617515e-11
"GEMIN5",-1.01768777290568,7.85959445725694e-11
"WDR73",-1.04078381972372,7.88348194551966e-11
"ENSG00000274979",1.5435906121555,7.94636168120351e-11
"ZNF320",2.33309278595243,7.97563325770086e-11
"POLD3",-1.76111878640804,7.98456109652723e-11
"CCDC17",1.60315652074701,8.02356768350348e-11
"YPEL3",2.7174494834384,8.08354155771074e-11
"TCOF1",-0.952296626676891,8.12981215554976e-11
"FN3KRP",-1.14294091889138,8.15534392243027e-11
"KRTAP5-10",4.98090046117385,8.16840674921375e-11
"MGST1",-1.47604537557469,8.18210003737937e-11
"ADH6",-1.40832038389744,8.28984671032358e-11
"LANCL1",-0.982895027006451,8.56677584828907e-11
"ENSG00000261829",2.77395027376707,8.60810790473022e-11
"ALKBH2",-1.50535661052489,8.63325810456374e-11
"NFATC3",0.892789886278777,8.63763906504219e-11
"AOX1",-1.64078893167121,8.72326829559831e-11
"KIF5A",3.03006946159317,8.82553206157543e-11
"ATOSA",1.43905927854806,8.91650883706454e-11
"PAQR4",-1.57867986763604,9.05868136320226e-11
"HEPACAM",1.79860812694163,9.06059963908825e-11
"POLA2",-1.75822710751646,9.089164880035e-11
"H2AC6",1.71955797625326,9.1988008481799e-11
"DPYSL2",1.49782825744309,9.21562139058646e-11
"ATAD3A",-0.931544735940788,9.32113081382419e-11
"FAM181A",3.53746218692038,9.48369692660881e-11
"SV2A",1.54005755285463,9.734545428033e-11
"FANCE",-1.60238938605309,9.7501592545411e-11
"HIPK2",0.95849495533098,9.79145936620714e-11
"WFS1",1.2448023215316,9.97601181228947e-11
"FANCG",-1.75476692294216,1.0048724946465e-10
"AHNAK",1.24095104784188,1.00573644403841e-10
"AEBP1",3.11327130124305,1.01404415539993e-10
"RAB43",1.85041618298586,1.02043451426409e-10
"MIR3142HG",2.25690608163819,1.02075358433553e-10
"TFDP1",-1.06500590856948,1.02957774658916e-10
"SHMT1",-1.01839528153916,1.03876408518877e-10
"CHST12",1.165037503989,1.05059485753303e-10
"LINC01482",4.95418818118749,1.06178629333969e-10
"IRF2BP2",1.00143675903955,1.06599453258255e-10
"ENPP1",2.11017327569143,1.06768796410851e-10
"AKR7A2",-1.02835328708736,1.07130401328205e-10
"SLC38A2",2.05554425819595,1.08190542195392e-10
"UBE2T",-1.4039836632988,1.09211598128575e-10
"TMEM177",-1.49497346622786,1.10873642190059e-10
"NAAA",-1.28204260353759,1.10963495746657e-10
"CCT8P1",1.99217583569322,1.10976936344225e-10
"PLEKHA1",0.979735076219751,1.12808039887629e-10
"IMPDH2",-0.949186056399177,1.13233228758588e-10
"OTX1",1.1334351800962,1.13377280962343e-10
"THBS1",-2.65401197601985,1.14025923389273e-10
"RFT1",-1.25553790615626,1.15634185357403e-10
"MAF1",1.60031306220508,1.1655454490087e-10
"WDFY2",1.32721227044717,1.17029614138655e-10
"TTL",-1.20812607018704,1.17449109088318e-10
"TMEM219",0.837338672891096,1.19098638077011e-10
"ORMDL3",1.44950274996463,1.20035628724436e-10
"MOCOS",-1.31500101967132,1.20277902918585e-10
"GTPBP3",-1.12152510094083,1.21248224178873e-10
"BLVRB",-1.2887559253635,1.21604327685657e-10
"TIMM8A",-2.03133348095567,1.2251184644215e-10
"GPRC5C",1.15456632766732,1.24523681906063e-10
"SKA3",-1.15693722576787,1.27025792827323e-10
"XRN1",1.44124316754653,1.2726629258957e-10
"REEP6",-1.06200418891456,1.27413080924053e-10
"USP1",-1.0961014881487,1.28242064211681e-10
"TYMS",-1.14922384882215,1.31685790192712e-10
"FIRRM",-1.69183747859117,1.32649435601489e-10
"NIT2",-1.16607998487143,1.33087607564897e-10
"GSTCD",-1.27812100202033,1.33778782606919e-10
"MCM8",-1.11043638486971,1.33819287132299e-10
"ADGRF3",2.2817962565943,1.33967619391787e-10
"WWTR1",1.20495059625753,1.34260220162657e-10
"FIGNL1",-1.67462568936803,1.36526247796609e-10
"F13B",-2.12494776232793,1.36686997030402e-10
"PLAG1",1.1743597924851,1.36733087808289e-10
"HIVEP2",1.60769901065786,1.42498182217884e-10
"SDSL",-2.26848675507178,1.43576198841485e-10
"IMPA1",0.907597292520097,1.48513368740653e-10
"TAPT1",1.14819166415101,1.51755345147734e-10
"NUP155",-1.08239903762331,1.55088719997863e-10
"THAP7",-1.18870783596219,1.56632974467649e-10
"TK1",-1.2574897522819,1.58128968719832e-10
"MNS1",-2.15230738310762,1.58416498025108e-10
"TSC22D4",1.61315636176787,1.58508493603375e-10
"HGH1",-1.1696074188688,1.58618563047765e-10
"APEX2",-1.40730061377019,1.58941564893378e-10
"CYP3A43",2.99734475654399,1.59371364005085e-10
"CDCA5",-1.24854929303102,1.6000968559253e-10
"DHODH",-1.40065908125615,1.61510595325552e-10
"PRPF4",-0.984149986102557,1.64541571188183e-10
"GAS8",-1.02429132554051,1.66352365573534e-10
"CIP2A",-1.17862074859003,1.6688410352589e-10
"ENSG00000289368",2.6276742137417,1.66902842634471e-10
"MRM2",-1.1082487183099,1.70115122668766e-10
"FST",2.87545286867366,1.70141917368864e-10
"POLR1G",-1.58796194675572,1.70481095632359e-10
"CHLSN",-0.943058931829768,1.72928474102851e-10
"NIP7",-1.08166466968298,1.73146165428502e-10
"SYT8",2.0509910930656,1.74432534805588e-10
"RAD51D",-1.27236347962787,1.76090866674582e-10
"PRMT6",-1.4073919110268,1.77738988153785e-10
"CARD9",-2.14056600336534,1.77885577501991e-10
"ENSG00000253361",3.25769472693287,1.79618828184853e-10
"ARID4B",0.989512611457651,1.80725854279918e-10
"TSEN2",-1.30782399369261,1.81297702572509e-10
"ABCC6P2",-1.31303508990623,1.81485414064917e-10
"ACY1",-1.04025281904353,1.83578466870259e-10
"TIMM10",-1.62745743765745,1.84768980673719e-10
"MRPL20",-1.12348437353043,1.85863864497053e-10
"MKLN1-AS",2.04500100719522,1.86101271205544e-10
"PNPLA2",1.03465650857671,1.90645907055588e-10
"XRCC2",-1.48404619400013,1.90687557993057e-10
"UBXN11",-2.06942337185633,1.9080855822533e-10
"POLE3",-1.10759448772951,1.91649879545919e-10
"HSD17B7",1.14763981616729,1.93454877513455e-10
"SLC25A11",-1.18204144074972,1.976566868418e-10
"IFT20",1.42580459492801,1.99138646471909e-10
"DCLRE1B",-1.49592095483368,1.99437460579664e-10
"TLE3",1.32338099118306,2.01805573357927e-10
"HSD17B7P2",1.33719834965101,2.01964891557961e-10
"E2F7",-1.9261520442482,2.02986942240678e-10
"PDCD4",0.989599369197446,2.06276304667376e-10
"SUPT16H",-0.929706295007264,2.06794286818066e-10
"TMEM140",1.60761072282189,2.09706748991548e-10
"POU5F1",1.6634898736315,2.11892133437628e-10
"WARS1",-1.45715809934821,2.12227030385438e-10
"ENSG00000260563",1.59936120017303,2.1284554933927e-10
"RABGEF1",1.10122734548172,2.12893901427795e-10
"CCNG1",0.965293216731397,2.13376093970146e-10
"ERO1B",1.59664300908233,2.14494928742256e-10
"HEY1",2.36062250921165,2.16979502960927e-10
"SEC14L1",1.0557066760356,2.17601009561679e-10
"PBXIP1",1.14014124001117,2.18964807755977e-10
"RBL1",-1.40812665009616,2.19160912166636e-10
"COG6",1.2169933927735,2.22967459683975e-10
"THTPA",-1.89245936026847,2.29119426691005e-10
"FAM86B1",-2.57544382778547,2.30150516253355e-10
"TGFA",1.37654757283603,2.30582873534725e-10
"ENSG00000268858",-1.23333077747266,2.30624602715842e-10
"AOC3",1.0068519388176,2.32780848621484e-10
"ACSS2",1.31228641780391,2.35554403935097e-10
"SPOCK2",1.53812059578141,2.39008865869357e-10
"N4BP2L1",1.10463425500737,2.44188558736585e-10
"PRR13",-1.13316296280153,2.47816575878736e-10
"SPDL1",-1.07482337140091,2.50040547883459e-10
"STARD13",1.29717235176993,2.50915850161574e-10
"SLC39A7",1.18562787114861,2.51493148163457e-10
"ABCC3",-2.17941391287201,2.5753128691362e-10
"P3H1",1.06708664454091,2.59682699024421e-10
"SOX6",1.56762089701137,2.60001137576045e-10
"PIK3CD",1.04771360900076,2.62754544460619e-10
"PROM1",1.07444513307001,2.64640691757261e-10
"GCSH",-0.948751085900883,2.72491939372959e-10
"FAM229A",1.4708817733272,2.75952804856971e-10
"COPA",0.913777108099402,2.80811489188273e-10
"CPEB4",1.56114717444797,2.84192319824849e-10
"SLC26A3",3.21194754711265,2.8754496883303e-10
"NBR1",1.72130629223543,2.87879925577164e-10
"PLEKHG1",1.80911382008065,2.89412958533843e-10
"TBC1D17",0.990191855339234,2.89477406595877e-10
"WDR26",0.897165208064422,2.93480211537e-10
"DCLRE1A",-1.1026991512634,2.96167206362174e-10
"RNF122",1.35973872113928,2.97627494069609e-10
"TTPAL",-0.912130617855798,3.01654411191299e-10
"FKBP10",0.995179186376369,3.03143994477305e-10
"LINC-PINT",1.30454237965283,3.04963486965929e-10
"FKBP14",1.08345884625134,3.09180699872689e-10
"E2F3",-0.971015109790595,3.161047470473e-10
"BCS1L",-1.13950538821243,3.17677316639796e-10
"BRWD3",0.982483281212693,3.19198197799055e-10
"ZNF292",1.05246514542542,3.1959238513095e-10
"TRIM38",1.08991397704517,3.21037747732037e-10
"CYTH2",1.05154842089494,3.23342407526863e-10
"ZNF43",-1.38762033140828,3.3809651253658e-10
"RARG",3.00855557845844,3.43371560518901e-10
"NELFE",-1.07382413188728,3.45441849445134e-10
"EGFR",0.934844969744258,3.45642538377081e-10
"CASD1",0.887782715145359,3.51884571142255e-10
"WDR37",0.962717112853757,3.5585019453008e-10
"CNOT8",1.11775987410104,3.6177676529731e-10
"STOML2",-0.874528170297382,3.64821312788225e-10
"MAPKAPK2",0.98151181842291,3.65303077378513e-10
"EXOSC3",-1.23515381757392,3.6997760228153e-10
"ENSG00000287001",-2.51753383465293,3.72424583714997e-10
"ENSG00000230882",2.17553730122171,3.76403977011942e-10
"IGF1R",0.961468318602804,3.78727398297881e-10
"GPR119",2.44806141088936,3.8055698461598e-10
"FAM86B3P",-1.99450973138907,3.81503469719334e-10
"TP53I3",-1.27048501196105,3.85697552242724e-10
"ENSG00000228643",4.0482712638471,3.87513987472178e-10
"WHR1",1.01843353871319,3.88531608080906e-10
"SLC1A7",2.82450620658356,3.91503678721918e-10
"FAM8A1",0.77378681076824,3.94468912117298e-10
"UBE2H",1.23275989323995,3.9856157486156e-10
"WDR4",-1.17553461833546,4.03983905600234e-10
"ASAP1",-0.992861247130126,4.05506766548116e-10
"IL32",-1.48426151165736,4.05556611946184e-10
"ASMER1",1.72565951111412,4.12822667910067e-10
"HTRA2",-1.0955978903439,4.15037109710544e-10
"PGAP2",-0.990672741777252,4.1872525418634e-10
"SULT1E1",1.2582692364425,4.24846588028998e-10
"OPTN",1.87019562266065,4.26554135481367e-10
"ABCF2",-1.01086773701512,4.30592432838281e-10
"NCAPG2",-1.15081846572807,4.33644403436624e-10
"POGLUT3",-1.35154958289875,4.34063824420951e-10
"MINDY2",0.891100147940767,4.39103005536057e-10
"FBXO5",-1.19048279518502,4.4390713661829e-10
"PIKFYVE",0.992107376000568,4.45621988850893e-10
"VRK1",-1.15517837141776,4.5615415794706e-10
"STK33",-1.63096006665701,4.61239121858323e-10
"G6PC1",2.77948513078376,4.7201169613231e-10
"CSE1L",-0.932025200074735,4.72861557010318e-10
"ENSG00000273066",1.75734860223576,4.73811184350884e-10
"STK26",1.07978710060481,4.74683915168868e-10
"TIPIN",-1.75022395815835,4.78736975889993e-10
"MAML2",1.58864983162456,4.80997872370477e-10
"ENSG00000280254",2.62097315869978,4.82112817934332e-10
"TOB1",0.958925819998349,4.84202931237396e-10
