Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
IRAK,-0.38916666666666666,53,KRSA,0.32533889468196037,2,TKL,IRAK,IRAK,IRAK4
PKCH,-0.5,43,KRSA,0.4504692387904067,2,AGC,PKC,ETA,PRKCE
PKCH,-0.5,43,KRSA,0.4504692387904067,2,AGC,PKC,ETA,PRKCH
BARK2,-0.13666666666666666,71,KRSA,0.10010427528675704,1,AGC,GRK,BARK,GRK3
PKCA,0.25333333333333335,64,KRSA,0.18769551616266944,1,AGC,PKC,ALPHA,PRKCA
PKCA,0.25333333333333335,64,KRSA,0.18769551616266944,1,AGC,PKC,ALPHA,PRKCB
PKCA,0.25333333333333335,64,KRSA,0.18769551616266944,1,AGC,PKC,ALPHA,PRKCG
SGK,0.7408333333333333,27,KRSA,0.6631908237747653,3,AGC,SGK,SGK,SGK1
SGK,0.7408333333333333,27,KRSA,0.6631908237747653,3,AGC,SGK,SGK,SGK2
SGK,0.7408333333333333,27,KRSA,0.6631908237747653,3,AGC,SGK,SGK,SGK3
VRK1,-0.06499999999999999,76,KRSA,0.03753910323253389,1,CK1,VRK,VRK,VRK1
NDR,0.25583333333333336,63,KRSA,0.20020855057351408,1,AGC,NDR,NDR,LATS1
NDR,0.25583333333333336,63,KRSA,0.20020855057351408,1,AGC,NDR,NDR,LATS2
NDR,0.25583333333333336,63,KRSA,0.20020855057351408,1,AGC,NDR,NDR,STK38
NDR,0.25583333333333336,63,KRSA,0.20020855057351408,1,AGC,NDR,NDR,STK38L
MLCK,0.1466666666666667,68,KRSA,0.13764337851929093,1,CAMK,MLCK,MLCK,MYLK
MLCK,0.1466666666666667,68,KRSA,0.13764337851929093,1,CAMK,MLCK,MLCK,MYLK2
MLCK,0.1466666666666667,68,KRSA,0.13764337851929093,1,CAMK,MLCK,MLCK,TTN
MELK,-0.09416666666666668,73,KRSA,0.07507820646506778,1,CAMK,CAMKL,MELK,MELK
FRAY,-0.755,26,KRSA,0.67570385818561,3,STE,STE20,FRAY,OXSR1
FRAY,-0.755,26,KRSA,0.67570385818561,3,STE,STE20,FRAY,STK39
COT,0.4683333333333334,44,KRSA,0.43795620437956206,2,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
ATR,0.08499999999999999,75,KRSA,0.05005213764337852,1,ATYPICAL,PIKK,ATR,ATR
PKCD,-0.15416666666666665,66,KRSA,0.16266944734098018,1,AGC,PKC,DELTA,PRKCD
PKCD,-0.15416666666666665,66,KRSA,0.16266944734098018,1,AGC,PKC,DELTA,PRKCQ
CAMK1,0.9558333333333332,16,KRSA,0.8008342022940563,4,CAMK,CAMK1,CAMK1,CAMK1
CAMK1,0.9558333333333332,16,KRSA,0.8008342022940563,4,CAMK,CAMK1,CAMK1,CAMK1D
CAMK1,0.9558333333333332,16,KRSA,0.8008342022940563,4,CAMK,CAMK1,CAMK1,CAMK1G
CAMK1,0.9558333333333332,16,KRSA,0.8008342022940563,4,CAMK,CAMK1,CAMK1,CAMK4
CAMK1,0.9558333333333332,16,KRSA,0.8008342022940563,4,CAMK,CAMK1,CAMK1,PNCK
CHK1,0.31416666666666665,60,KRSA,0.23774765380604795,1,CAMK,CAMKL,CHK1,CHEK1
PKCI,0.3325000000000001,58,KRSA,0.26277372262773724,2,AGC,PKC,IOTA,PRKCI
PKCI,0.3325000000000001,58,KRSA,0.26277372262773724,2,AGC,PKC,IOTA,PRKCZ
MTOR,-0.2791666666666667,61,KRSA,0.22523461939520334,1,ATYPICAL,PIKK,FRAP,MTOR
PAKA,-0.45166666666666666,47,KRSA,0.40041710114702816,2,STE,STE20,PAKA,PAK1
PAKA,-0.45166666666666666,47,KRSA,0.40041710114702816,2,STE,STE20,PAKA,PAK2
PAKA,-0.45166666666666666,47,KRSA,0.40041710114702816,2,STE,STE20,PAKA,PAK3
PRKDC,-0.4608333333333333,46,KRSA,0.4129301355578728,2,ATYPICAL,PIKK,DNAPK,PRKDC
HAL,0.37,56,KRSA,0.28779979144942647,2,RGC,RGC,RGC,NPR1
MSN,1.1416666666666666,10,KRSA,0.8759124087591241,4,STE,STE20,MSN,MAP4K4
MSN,1.1416666666666666,10,KRSA,0.8759124087591241,4,STE,STE20,MSN,NRK
MSN,1.1416666666666666,10,KRSA,0.8759124087591241,4,STE,STE20,MSN,TNIK
PKN,-0.4141666666666666,50,KRSA,0.36287799791449427,2,AGC,PKN,PKN,PKN1
PKN,-0.4141666666666666,50,KRSA,0.36287799791449427,2,AGC,PKN,PKN,PKN2
PKN,-0.4141666666666666,50,KRSA,0.36287799791449427,2,AGC,PKN,PKN,PKN3
PAKB,0.10583333333333332,72,KRSA,0.08759124087591241,1,STE,STE20,PAKB,PAK4
PAKB,0.10583333333333332,72,KRSA,0.08759124087591241,1,STE,STE20,PAKB,PAK5
PAKB,0.10583333333333332,72,KRSA,0.08759124087591241,1,STE,STE20,PAKB,PAK6
TTK,-0.1525,67,KRSA,0.15015641293013557,1,OTHER,TTK,TTK,TTK
NUAK,-0.14083333333333334,70,KRSA,0.11261730969760167,1,CAMK,CAMKL,NUAK,NUAK1
NUAK,-0.14083333333333334,70,KRSA,0.11261730969760167,1,CAMK,CAMKL,NUAK,NUAK2
ERK,-1.5791666666666666,3,KRSA,0.9635036496350365,4,CMGC,MAPK,ERK1,MAPK1
ERK,-1.5791666666666666,3,KRSA,0.9635036496350365,4,CMGC,MAPK,ERK7,MAPK15
ERK,-1.5791666666666666,3,KRSA,0.9635036496350365,4,CMGC,MAPK,ERK1,MAPK3
ERK,-1.5791666666666666,3,KRSA,0.9635036496350365,4,CMGC,MAPK,ERK3,MAPK4
ERK,-1.5791666666666666,3,KRSA,0.9635036496350365,4,CMGC,MAPK,ERK3,MAPK6
ERK,-1.5791666666666666,3,KRSA,0.9635036496350365,4,CMGC,MAPK,ERK5,MAPK7
AUR,1.4466666666666668,4,KRSA,0.9509906152241918,4,OTHER,AUR,AUR,AURKA
AUR,1.4466666666666668,4,KRSA,0.9509906152241918,4,OTHER,AUR,AUR,AURKB
AUR,1.4466666666666668,4,KRSA,0.9509906152241918,4,OTHER,AUR,AUR,AURKC
P38,-0.9041666666666668,19,KRSA,0.7632950990615224,4,CMGC,MAPK,P38,MAPK11
P38,-0.9041666666666668,19,KRSA,0.7632950990615224,4,CMGC,MAPK,P38,MAPK12
P38,-0.9041666666666668,19,KRSA,0.7632950990615224,4,CMGC,MAPK,P38,MAPK13
P38,-0.9041666666666668,19,KRSA,0.7632950990615224,4,CMGC,MAPK,P38,MAPK14
JNK,-1.2866666666666666,5,KRSA,0.9384775808133472,4,CMGC,MAPK,JNK,MAPK10
JNK,-1.2866666666666666,5,KRSA,0.9384775808133472,4,CMGC,MAPK,JNK,MAPK8
JNK,-1.2866666666666666,5,KRSA,0.9384775808133472,4,CMGC,MAPK,JNK,MAPK9
STE7,-1.595,2,KRSA,0.9760166840458812,4,STE,STE7,MEK1,MAP2K1
STE7,-1.595,2,KRSA,0.9760166840458812,4,STE,STE7,MEK1,MAP2K2
STE7,-1.595,2,KRSA,0.9760166840458812,4,STE,STE7,MEK3,MAP2K3
STE7,-1.595,2,KRSA,0.9760166840458812,4,STE,STE7,MEK4,MAP2K4
STE7,-1.595,2,KRSA,0.9760166840458812,4,STE,STE7,MEK5,MAP2K5
STE7,-1.595,2,KRSA,0.9760166840458812,4,STE,STE7,MEK3,MAP2K6
STE7,-1.595,2,KRSA,0.9760166840458812,4,STE,STE7,MEK7,MAP2K7
STKR,-0.6016666666666667,38,KRSA,0.5130344108446299,3,TKL,STKR,TYPE1,ACVR1
STKR,-0.6016666666666667,38,KRSA,0.5130344108446299,3,TKL,STKR,TYPE1,ACVR1B
STKR,-0.6016666666666667,38,KRSA,0.5130344108446299,3,TKL,STKR,TYPE1,ACVR1C
STKR,-0.6016666666666667,38,KRSA,0.5130344108446299,3,TKL,STKR,TYPE2,ACVR2A
STKR,-0.6016666666666667,38,KRSA,0.5130344108446299,3,TKL,STKR,TYPE2,ACVR2B
STKR,-0.6016666666666667,38,KRSA,0.5130344108446299,3,TKL,STKR,TYPE1,ACVRL1
STKR,-0.6016666666666667,38,KRSA,0.5130344108446299,3,TKL,STKR,TYPE2,AMHR2
STKR,-0.6016666666666667,38,KRSA,0.5130344108446299,3,TKL,STKR,TYPE1,BMPR1A
STKR,-0.6016666666666667,38,KRSA,0.5130344108446299,3,TKL,STKR,TYPE1,BMPR1B
STKR,-0.6016666666666667,38,KRSA,0.5130344108446299,3,TKL,STKR,TYPE2,BMPR2
STKR,-0.6016666666666667,38,KRSA,0.5130344108446299,3,TKL,STKR,TYPE1,TGFBR1
STKR,-0.6016666666666667,38,KRSA,0.5130344108446299,3,TKL,STKR,TYPE2,TGFBR2
NEK,-1.1375,11,KRSA,0.8633993743482794,4,OTHER,NEK,NEK11,NEK11
NEK,-1.1375,11,KRSA,0.8633993743482794,4,OTHER,NEK,NEK2,NEK2
NEK,-1.1375,11,KRSA,0.8633993743482794,4,OTHER,NEK,NEK1,NEK3
NEK,-1.1375,11,KRSA,0.8633993743482794,4,OTHER,NEK,NEK4,NEK4
NEK,-1.1375,11,KRSA,0.8633993743482794,4,OTHER,NEK,NEK1,NEK5
NEK,-1.1375,11,KRSA,0.8633993743482794,4,OTHER,NEK,NEK6,NEK6
NEK,-1.1375,11,KRSA,0.8633993743482794,4,OTHER,NEK,NEK6,NEK7
NEK,-1.1375,11,KRSA,0.8633993743482794,4,OTHER,NEK,NEK8,NEK8
NEK,-1.1375,11,KRSA,0.8633993743482794,4,OTHER,NEK,NEK8,NEK9
NMO,-2.1433333333333335,1,KRSA,0.9885297184567258,4,CMGC,MAPK,NMO,NLK
PKG,0.9708333333333332,15,KRSA,0.8133472367049009,4,AGC,PKG,PKG,PRKG1
PKG,0.9708333333333332,15,KRSA,0.8133472367049009,4,AGC,PKG,PKG,PRKG2
IKK,-0.4658333333333333,45,KRSA,0.4254431699687174,2,OTHER,IKK,IKK,CHUK
IKK,-0.4658333333333333,45,KRSA,0.4254431699687174,2,OTHER,IKK,IKK,IKBKB
IKK,-0.4658333333333333,45,KRSA,0.4254431699687174,2,OTHER,IKK,IKK,IKBKE
IKK,-0.4658333333333333,45,KRSA,0.4254431699687174,2,OTHER,IKK,IKK,TBK1
PDK1,-1.1775,8,KRSA,0.9009384775808134,4,ATYPICAL,PDHK,PDHK,PDK1
PDK1,-1.1775,8,KRSA,0.9009384775808134,4,AGC,PDK1,PDK1,PDPK1
GRK,-0.4133333333333334,51,KRSA,0.35036496350364965,2,AGC,GRK,GRK,GRK1
GRK,-0.4133333333333334,51,KRSA,0.35036496350364965,2,AGC,GRK,GRK,GRK4
GRK,-0.4133333333333334,51,KRSA,0.35036496350364965,2,AGC,GRK,GRK,GRK5
GRK,-0.4133333333333334,51,KRSA,0.35036496350364965,2,AGC,GRK,GRK,GRK6
GRK,-0.4133333333333334,51,KRSA,0.35036496350364965,2,AGC,GRK,GRK,GRK7
PEK,-1.25,7,KRSA,0.913451511991658,4,OTHER,PEK,HRI,EIF2AK1
PEK,-1.25,7,KRSA,0.913451511991658,4,OTHER,PEK,PKR,EIF2AK2
PEK,-1.25,7,KRSA,0.913451511991658,4,OTHER,PEK,PEK,EIF2AK3
PEK,-1.25,7,KRSA,0.913451511991658,4,OTHER,PEK,GCN2,EIF2AK4
PDHK,-0.94,17,KRSA,0.7883211678832117,4,ATYPICAL,PDHK,BCKDK,BCKDK
PDHK,-0.94,17,KRSA,0.7883211678832117,4,ATYPICAL,PDHK,PDHK,PDK2
PDHK,-0.94,17,KRSA,0.7883211678832117,4,ATYPICAL,PDHK,PDHK,PDK3
PDHK,-0.94,17,KRSA,0.7883211678832117,4,ATYPICAL,PDHK,PDHK,PDK4
ATM,-0.8233333333333334,22,KRSA,0.7257559958289885,3,ATYPICAL,PIKK,ATM,ATM
CK1,-0.3175,59,KRSA,0.2502606882168926,2,CK1,CK1,CK1-A,CSNK1A1
CK1,-0.3175,59,KRSA,0.2502606882168926,2,CK1,CK1,CK1-A,CSNK1A1L
CK1,-0.3175,59,KRSA,0.2502606882168926,2,CK1,CK1,CK1-D,CSNK1D
CK1,-0.3175,59,KRSA,0.2502606882168926,2,CK1,CK1,CK1-D,CSNK1E
CK1,-0.3175,59,KRSA,0.2502606882168926,2,CK1,CK1,CK1-G,CSNK1G1
CK1,-0.3175,59,KRSA,0.2502606882168926,2,CK1,CK1,CK1-G,CSNK1G2
CK1,-0.3175,59,KRSA,0.2502606882168926,2,CK1,CK1,CK1-G,CSNK1G3
CK1,-0.3175,59,KRSA,0.2502606882168926,2,CK1,TTBK,TTBK,TTBK1
CK1,-0.3175,59,KRSA,0.2502606882168926,2,CK1,TTBK,TTBK,TTBK2
CK1,-0.3175,59,KRSA,0.2502606882168926,2,CK1,VRK,VRK,VRK3
AKT,0.8741666666666666,21,KRSA,0.7382690302398331,3,AGC,AKT,AKT,AKT1
AKT,0.8741666666666666,21,KRSA,0.7382690302398331,3,AGC,AKT,AKT,AKT2
AKT,0.8741666666666666,21,KRSA,0.7382690302398331,3,AGC,AKT,AKT,AKT3
DYRK,-0.7133333333333334,31,KRSA,0.6006256517205423,3,CMGC,DYRK,DYRK1,DYRK1A
DYRK,-0.7133333333333334,31,KRSA,0.6006256517205423,3,CMGC,DYRK,DYRK1,DYRK1B
DYRK,-0.7133333333333334,31,KRSA,0.6006256517205423,3,CMGC,DYRK,DYRK2,DYRK2
DYRK,-0.7133333333333334,31,KRSA,0.6006256517205423,3,CMGC,DYRK,DYRK2,DYRK3
DYRK,-0.7133333333333334,31,KRSA,0.6006256517205423,3,CMGC,DYRK,DYRK2,DYRK4
DYRK,-0.7133333333333334,31,KRSA,0.6006256517205423,3,CMGC,DYRK,HIPK,HIPK1
DYRK,-0.7133333333333334,31,KRSA,0.6006256517205423,3,CMGC,DYRK,HIPK,HIPK2
DYRK,-0.7133333333333334,31,KRSA,0.6006256517205423,3,CMGC,DYRK,HIPK,HIPK3
DYRK,-0.7133333333333334,31,KRSA,0.6006256517205423,3,CMGC,DYRK,HIPK,HIPK4
DYRK,-0.7133333333333334,31,KRSA,0.6006256517205423,3,CMGC,DYRK,PRP4,PRPF4B
LKB,-0.725,29,KRSA,0.6256517205422315,3,CAMK,CAMKL,LKB,STK11
CDK,-0.7266666666666667,28,KRSA,0.6506777893639207,3,CMGC,CDK,CDC2,CDK1
CDK,-0.7266666666666667,28,KRSA,0.6506777893639207,3,CMGC,CDK,CDK10,CDK10
CDK,-0.7266666666666667,28,KRSA,0.6506777893639207,3,CMGC,CDK,CRK7,CDK12
CDK,-0.7266666666666667,28,KRSA,0.6506777893639207,3,CMGC,CDK,CRK7,CDK13
CDK,-0.7266666666666667,28,KRSA,0.6506777893639207,3,CMGC,CDK,PFTAIRE,CDK14
CDK,-0.7266666666666667,28,KRSA,0.6506777893639207,3,CMGC,CDK,PFTAIRE,CDK15
CDK,-0.7266666666666667,28,KRSA,0.6506777893639207,3,CMGC,CDK,PCTAIRE,CDK16
CDK,-0.7266666666666667,28,KRSA,0.6506777893639207,3,CMGC,CDK,PCTAIRE,CDK17
CDK,-0.7266666666666667,28,KRSA,0.6506777893639207,3,CMGC,CDK,PCTAIRE,CDK18
CDK,-0.7266666666666667,28,KRSA,0.6506777893639207,3,CMGC,CDK,CDK8,CDK19
CDK,-0.7266666666666667,28,KRSA,0.6506777893639207,3,CMGC,CDK,CDC2,CDK2
CDK,-0.7266666666666667,28,KRSA,0.6506777893639207,3,CMGC,CDK,CCRK,CDK20
CDK,-0.7266666666666667,28,KRSA,0.6506777893639207,3,CMGC,CDK,CDC2,CDK3
CDK,-0.7266666666666667,28,KRSA,0.6506777893639207,3,CMGC,CDK,CDK4,CDK4
CDK,-0.7266666666666667,28,KRSA,0.6506777893639207,3,CMGC,CDK,CDK5,CDK5
CDK,-0.7266666666666667,28,KRSA,0.6506777893639207,3,CMGC,CDK,CDK4,CDK6
CDK,-0.7266666666666667,28,KRSA,0.6506777893639207,3,CMGC,CDK,CDK7,CDK7
CDK,-0.7266666666666667,28,KRSA,0.6506777893639207,3,CMGC,CDK,CDK8,CDK8
CDK,-0.7266666666666667,28,KRSA,0.6506777893639207,3,CMGC,CDK,CDK9,CDK9
CDK,-0.7266666666666667,28,KRSA,0.6506777893639207,3,NA,NA,NA,CDK11A
CDK,-0.7266666666666667,28,KRSA,0.6506777893639207,3,NA,NA,NA,CDK11B
MELK,-0.09416666666666668,73,KRSA,0.07507820646506778,1,CAMK,CAMKL,MELK,MELK
RSK,0.6566666666666666,35,KRSA,0.5505735140771637,3,AGC,RSK,RSK,RPS6KA1
RSK,0.6566666666666666,35,KRSA,0.5505735140771637,3,AGC,RSK,RSK,RPS6KA2
RSK,0.6566666666666666,35,KRSA,0.5505735140771637,3,AGC,RSK,RSK,RPS6KA3
RSK,0.6566666666666666,35,KRSA,0.5505735140771637,3,AGC,RSK,MSK,RPS6KA4
RSK,0.6566666666666666,35,KRSA,0.5505735140771637,3,AGC,RSK,MSK,RPS6KA5
RSK,0.6566666666666666,35,KRSA,0.5505735140771637,3,AGC,RSK,RSK,RPS6KA6
RSK,0.6566666666666666,35,KRSA,0.5505735140771637,3,AGC,RSK,P70,RPS6KB1
RSK,0.6566666666666666,35,KRSA,0.5505735140771637,3,AGC,RSK,P70,RPS6KB2
MST,-0.34833333333333333,57,KRSA,0.27528675703858185,2,STE,STE20,MST,STK3
MST,-0.34833333333333333,57,KRSA,0.27528675703858185,2,STE,STE20,MST,STK4
PAKA,-0.45166666666666666,47,KRSA,0.40041710114702816,2,STE,STE20,PAKA,PAK1
PAKA,-0.45166666666666666,47,KRSA,0.40041710114702816,2,STE,STE20,PAKA,PAK2
PAKA,-0.45166666666666666,47,KRSA,0.40041710114702816,2,STE,STE20,PAKA,PAK3
PIM,0.5791666666666667,39,KRSA,0.5005213764337852,3,CAMK,PIM,PIM,PIM1
PIM,0.5791666666666667,39,KRSA,0.5005213764337852,3,CAMK,PIM,PIM,PIM2
PIM,0.5791666666666667,39,KRSA,0.5005213764337852,3,CAMK,PIM,PIM,PIM3
MOS,0.6716666666666666,34,KRSA,0.5630865484880083,3,OTHER,MOS,MOS,MOS
CAMKK,0.7991666666666667,24,KRSA,0.7007299270072993,3,OTHER,CAMKK,META,CAMKK1
CAMKK,0.7991666666666667,24,KRSA,0.7007299270072993,3,OTHER,CAMKK,META,CAMKK2
TTK,-0.1525,67,KRSA,0.15015641293013557,1,OTHER,TTK,TTK,TTK
DAPK,1.274166666666667,6,KRSA,0.9259645464025026,4,CAMK,DAPK,DAPK,DAPK1
DAPK,1.274166666666667,6,KRSA,0.9259645464025026,4,CAMK,DAPK,DAPK,DAPK2
DAPK,1.274166666666667,6,KRSA,0.9259645464025026,4,CAMK,DAPK,DAPK,DAPK3
DAPK,1.274166666666667,6,KRSA,0.9259645464025026,4,CAMK,DAPK,DRAK,STK17A
DAPK,1.274166666666667,6,KRSA,0.9259645464025026,4,CAMK,DAPK,DRAK,STK17B
PASK,0.9266666666666666,18,KRSA,0.7758081334723671,4,CAMK,CAMKL,PASK,PASK
PLK,-0.5791666666666666,40,KRSA,0.4880083420229406,2,NA,NA,NA,PLK5
PLK,-0.5791666666666666,40,KRSA,0.4880083420229406,2,OTHER,PLK,PLK1,PLK1
PLK,-0.5791666666666666,40,KRSA,0.4880083420229406,2,OTHER,PLK,PLK2,PLK2
PLK,-0.5791666666666666,40,KRSA,0.4880083420229406,2,OTHER,PLK,PLK2,PLK3
PLK,-0.5791666666666666,40,KRSA,0.4880083420229406,2,OTHER,PLK,SAK,PLK4
NAK,-1.0233333333333334,13,KRSA,0.8383733055265902,4,OTHER,NAK,BIKE,AAK1
NAK,-1.0233333333333334,13,KRSA,0.8383733055265902,4,OTHER,NAK,BIKE,BMP2K
NAK,-1.0233333333333334,13,KRSA,0.8383733055265902,4,OTHER,NAK,GAK,GAK
NAK,-1.0233333333333334,13,KRSA,0.8383733055265902,4,OTHER,NAK,MPSK,STK16
TLK,-1.0066666666666666,14,KRSA,0.8258602711157456,4,OTHER,TLK,TLK,TLK1
TLK,-1.0066666666666666,14,KRSA,0.8258602711157456,4,OTHER,TLK,TLK,TLK2
PKN,-0.4141666666666666,50,KRSA,0.36287799791449427,2,AGC,PKN,PKN,PKN1
PKN,-0.4141666666666666,50,KRSA,0.36287799791449427,2,AGC,PKN,PKN,PKN2
PKN,-0.4141666666666666,50,KRSA,0.36287799791449427,2,AGC,PKN,PKN,PKN3
AMPK,0.6483333333333333,36,KRSA,0.5380604796663191,3,CAMK,CAMKL,AMPK,PRKAA1
AMPK,0.6483333333333333,36,KRSA,0.5380604796663191,3,CAMK,CAMKL,AMPK,PRKAA2
PKD,-0.2725,62,KRSA,0.2127215849843587,1,CAMK,PKD,PKD,PRKD1
PKD,-0.2725,62,KRSA,0.2127215849843587,1,CAMK,PKD,PKD,PRKD2
PKD,-0.2725,62,KRSA,0.2127215849843587,1,CAMK,PKD,PKD,PRKD3
NUAK,-0.14083333333333334,70,KRSA,0.11261730969760167,1,CAMK,CAMKL,NUAK,NUAK1
NUAK,-0.14083333333333334,70,KRSA,0.11261730969760167,1,CAMK,CAMKL,NUAK,NUAK2
RAF,0.03583333333333334,77,KRSA,0.02502606882168926,1,TKL,RAF,RAF,ARAF
RAF,0.03583333333333334,77,KRSA,0.02502606882168926,1,TKL,RAF,RAF,BRAF
RAF,0.03583333333333334,77,KRSA,0.02502606882168926,1,TKL,RAF,KSR,KSR1
RAF,0.03583333333333334,77,KRSA,0.02502606882168926,1,TKL,RAF,KSR,KSR2
RAF,0.03583333333333334,77,KRSA,0.02502606882168926,1,TKL,RAF,RAF,RAF1
PKA,1.1333333333333333,12,KRSA,0.8508863399374348,4,AGC,PKA,PKA,PRKACA
PKA,1.1333333333333333,12,KRSA,0.8508863399374348,4,AGC,PKA,PKA,PRKACB
PKA,1.1333333333333333,12,KRSA,0.8508863399374348,4,AGC,PKA,PKA,PRKACG
PKA,1.1333333333333333,12,KRSA,0.8508863399374348,4,AGC,PKA,PKA,PRKX
PKA,1.1333333333333333,12,KRSA,0.8508863399374348,4,AGC,PKA,PKA,PRKY
BARK2,-0.13666666666666666,71,KRSA,0.10010427528675704,1,AGC,GRK,BARK,GRK3
MLK,0.145,69,KRSA,0.1251303441084463,1,TKL,MLK,ILK,ILK
MLK,0.145,69,KRSA,0.1251303441084463,1,TKL,MLK,MLK,MAP3K10
MLK,0.145,69,KRSA,0.1251303441084463,1,TKL,MLK,MLK,MAP3K11
MLK,0.145,69,KRSA,0.1251303441084463,1,TKL,MLK,LZK,MAP3K12
MLK,0.145,69,KRSA,0.1251303441084463,1,TKL,MLK,LZK,MAP3K13
MLK,0.145,69,KRSA,0.1251303441084463,1,TKL,MLK,MLK,MAP3K9
MLK,0.145,69,KRSA,0.1251303441084463,1,TKL,MLK,HH498,TNNI3K
PHK,0.8925,20,KRSA,0.7507820646506778,4,CAMK,PHK,PHK,PHKG1
PHK,0.8925,20,KRSA,0.7507820646506778,4,CAMK,PHK,PHK,PHKG2
COT,0.4683333333333334,44,KRSA,0.43795620437956206,2,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
VRK1,-0.06499999999999999,76,KRSA,0.03753910323253389,1,CK1,VRK,VRK,VRK1
KHS,0.09166666666666666,74,KRSA,0.06256517205422316,1,STE,STE20,KHS,MAP4K1
KHS,0.09166666666666666,74,KRSA,0.06256517205422316,1,STE,STE20,KHS,MAP4K2
KHS,0.09166666666666666,74,KRSA,0.06256517205422316,1,STE,STE20,KHS,MAP4K3
KHS,0.09166666666666666,74,KRSA,0.06256517205422316,1,STE,STE20,KHS,MAP4K5
CLK,-0.715,30,KRSA,0.6131386861313869,3,CMGC,CLK,CLK,CLK1
CLK,-0.715,30,KRSA,0.6131386861313869,3,CMGC,CLK,CLK,CLK2
CLK,-0.715,30,KRSA,0.6131386861313869,3,CMGC,CLK,CLK,CLK3
CLK,-0.715,30,KRSA,0.6131386861313869,3,CMGC,CLK,CLK,CLK4
NIK,-0.725,29,KRSA,0.6256517205422315,3,STE,STE-UNIQUE,STE-UNIQUE,MAP3K14
WNK,-0.38,55,KRSA,0.30031282586027114,2,OTHER,WNK,WNK,WNK1
WNK,-0.38,55,KRSA,0.30031282586027114,2,OTHER,WNK,WNK,WNK2
WNK,-0.38,55,KRSA,0.30031282586027114,2,OTHER,WNK,WNK,WNK3
WNK,-0.38,55,KRSA,0.30031282586027114,2,OTHER,WNK,WNK,WNK4
SLK,0.6216666666666667,37,KRSA,0.5255474452554745,3,STE,STE20,SLK,SLK
SLK,0.6216666666666667,37,KRSA,0.5255474452554745,3,STE,STE20,SLK,STK10
BUD32,0.5025,42,KRSA,0.4629822732012513,2,OTHER,BUD32,BUD32,TP53RK
BRSK,-0.38333333333333336,54,KRSA,0.31282586027111575,2,CAMK,CAMKL,BRSK,BRSK1
BRSK,-0.38333333333333336,54,KRSA,0.31282586027111575,2,CAMK,CAMKL,BRSK,BRSK2
TAO,0.16916666666666666,65,KRSA,0.17518248175182483,1,STE,STE20,TAO,TAOK1
TAO,0.16916666666666666,65,KRSA,0.17518248175182483,1,STE,STE20,TAO,TAOK2
TAO,0.16916666666666666,65,KRSA,0.17518248175182483,1,STE,STE20,TAO,TAOK3
ULK,-0.7125,32,KRSA,0.5881126173096975,3,OTHER,ULK,FUSED,STK36
ULK,-0.7125,32,KRSA,0.5881126173096975,3,OTHER,ULK,ULK,ULK1
ULK,-0.7125,32,KRSA,0.5881126173096975,3,OTHER,ULK,ULK,ULK2
ULK,-0.7125,32,KRSA,0.5881126173096975,3,OTHER,ULK,ULK,ULK3
ULK,-0.7125,32,KRSA,0.5881126173096975,3,OTHER,ULK,ULK,ULK4
PKCH,-0.5,43,KRSA,0.4504692387904067,2,AGC,PKC,ETA,PRKCE
PKCH,-0.5,43,KRSA,0.4504692387904067,2,AGC,PKC,ETA,PRKCH
RAD53,0.5133333333333333,41,KRSA,0.4754953076120959,2,CAMK,RAD53,RAD53,CHEK2
QIK,-0.02166666666666665,78,KRSA,0.01251303441084463,1,CAMK,CAMKL,QIK,SIK1
QIK,-0.02166666666666665,78,KRSA,0.01251303441084463,1,CAMK,CAMKL,QIK,SIK2
CHK1,0.31416666666666665,60,KRSA,0.23774765380604795,1,CAMK,CAMKL,CHK1,CHEK1
GSK,-0.42833333333333334,49,KRSA,0.3753910323253389,2,CMGC,GSK,GSK,GSK3A
GSK,-0.42833333333333334,49,KRSA,0.3753910323253389,2,CMGC,GSK,GSK,GSK3B
STE11,0.00166666666666666,79,KRSA,0,1,TKL,MLK,TAK1,MAP3K7
STE11,0.00166666666666666,79,KRSA,0,1,STE,STE11,MEKK1,MAP3K1
STE11,0.00166666666666666,79,KRSA,0,1,STE,STE11,ASK,MAP3K15
STE11,0.00166666666666666,79,KRSA,0,1,STE,STE11,MEKK2,MAP3K2
STE11,0.00166666666666666,79,KRSA,0,1,STE,STE11,MEKK2,MAP3K3
STE11,0.00166666666666666,79,KRSA,0,1,STE,STE11,MEKK4,MAP3K4
STE11,0.00166666666666666,79,KRSA,0,1,STE,STE11,ASK,MAP3K5
STE11,0.00166666666666666,79,KRSA,0,1,STE,STE11,ASK,MAP3K6
CAMK1,0.9558333333333332,16,KRSA,0.8008342022940563,4,CAMK,CAMK1,CAMK1,CAMK1
CAMK1,0.9558333333333332,16,KRSA,0.8008342022940563,4,CAMK,CAMK1,CAMK1,CAMK1D
CAMK1,0.9558333333333332,16,KRSA,0.8008342022940563,4,CAMK,CAMK1,CAMK1,CAMK1G
CAMK1,0.9558333333333332,16,KRSA,0.8008342022940563,4,CAMK,CAMK1,CAMK1,CAMK4
