Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
GSK3B,-21.77296393737915,39,PTM-SEA,0.49382716049382713,2,CMGC,GSK,GSK,GSK3B
CDK7,76.0298245614035,11,PTM-SEA,0.8641975308641975,4,CMGC,CDK,CDK7,CDK7
CDK9,97.17719298245613,6,PTM-SEA,0.9259259259259259,4,CMGC,CDK,CDK9,CDK9
RPS6KA3,88.11186261322977,8,PTM-SEA,0.9012345679012346,4,AGC,RSK,RSK,RPS6KA3
NEK2,0,53,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
DAPK1,108.96533037773263,3,PTM-SEA,0.9753086419753086,4,CAMK,DAPK,DAPK,DAPK1
MAPK10,53.87543859649122,18,PTM-SEA,0.7777777777777778,4,CMGC,MAPK,JNK,MAPK10
PRKAA2,100.60811789128904,5,PTM-SEA,0.9506172839506173,4,CAMK,CAMKL,AMPK,PRKAA2
SIK1,52.868421052631575,19,PTM-SEA,0.7654320987654321,4,CAMK,CAMKL,QIK,SIK1
CSNK2A1,65.4130236002729,13,PTM-SEA,0.8395061728395061,4,CMGC,CK2,CK2,CSNK2A1
PRKDC,-10.802558166784882,45,PTM-SEA,0.41975308641975306,2,ATYPICAL,PIKK,DNAPK,PRKDC
ATM,0,53,PTM-SEA,0,1,ATYPICAL,PIKK,ATM,ATM
IKBKE,0,53,PTM-SEA,0,1,OTHER,IKK,IKK,IKBKE
AURKB,-8.331681199175579,47,PTM-SEA,0.35802469135802467,2,OTHER,AUR,AUR,AURKB
CDK3,0,53,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,97.17719298245613,6,PTM-SEA,0.9259259259259259,4,CMGC,CDK,CDK4,CDK6
CDK5,49.69094924832987,22,PTM-SEA,0.7283950617283951,3,CMGC,CDK,CDK5,CDK5
PRKCE,-10.15831947386571,46,PTM-SEA,0.37037037037037035,2,AGC,PKC,ETA,PRKCE
PRKCQ,-66.67016708891741,12,PTM-SEA,0.8518518518518519,4,AGC,PKC,DELTA,PRKCQ
PRKCZ,96.54691472723142,7,PTM-SEA,0.9135802469135802,4,AGC,PKC,IOTA,PRKCZ
PRKCD,126.08770408540501,2,PTM-SEA,0.9876543209876543,4,AGC,PKC,DELTA,PRKCD
PRKAA1,39.995072494428904,28,PTM-SEA,0.6296296296296297,3,CAMK,CAMKL,AMPK,PRKAA1
PAK1,-4.699210066734038,50,PTM-SEA,0.32098765432098764,2,STE,STE20,PAKA,PAK1
PAK2,136.45087719298243,1,PTM-SEA,1,4,STE,STE20,PAKA,PAK2
PRKG2,11.061307180635819,44,PTM-SEA,0.43209876543209874,2,AGC,PKG,PKG,PRKG2
ROCK1,-61.16571842481109,16,PTM-SEA,0.8024691358024691,4,AGC,DMPK,ROCK,ROCK1
ATR,38.63474974002866,29,PTM-SEA,0.6172839506172839,3,ATYPICAL,PIKK,ATR,ATR
CAMK2G,0,53,PTM-SEA,0,1,CAMK,CAMK2,CAMK2,CAMK2G
DYRK1A,50.16090716192715,20,PTM-SEA,0.7530864197530864,4,CMGC,DYRK,DYRK1,DYRK1A
PRKG1,3.9529955293115755,51,PTM-SEA,0.30864197530864196,2,AGC,PKG,PKG,PRKG1
PRKD1,-54.25902527877429,17,PTM-SEA,0.7901234567901234,4,CAMK,PKD,PKD,PRKD1
RPS6KA2,-26.201582675590117,36,PTM-SEA,0.5308641975308642,3,AGC,RSK,RSK,RPS6KA2
RPS6KA1,82.54775335915345,9,PTM-SEA,0.8888888888888888,4,AGC,RSK,RSK,RPS6KA1
PKN1,25.53830463248725,37,PTM-SEA,0.5185185185185185,3,AGC,PKN,PKN,PKN1
MAPK14,0,53,PTM-SEA,0,1,CMGC,MAPK,P38,MAPK14
PIM3,-10.15831947386571,46,PTM-SEA,0.37037037037037035,2,CAMK,PIM,PIM,PIM3
BRSK2,0,53,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK2
BRSK1,0,53,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK1
DYRK2,0,53,PTM-SEA,0,1,CMGC,DYRK,DYRK2,DYRK2
PASK,0,53,PTM-SEA,0,1,CAMK,CAMKL,PASK,PASK
PRKD2,0,53,PTM-SEA,0,1,CAMK,PKD,PKD,PRKD2
PLK3,0,53,PTM-SEA,0,1,OTHER,PLK,PLK2,PLK3
NEK6,0,53,PTM-SEA,0,1,OTHER,NEK,NEK6,NEK6
PIM2,29.052048553774277,34,PTM-SEA,0.5555555555555556,3,CAMK,PIM,PIM,PIM2
TBK1,0,53,PTM-SEA,0,1,OTHER,IKK,IKK,TBK1
AKT3,49.537686261867066,23,PTM-SEA,0.691358024691358,3,AGC,AKT,AKT,AKT3
AAK1,300,268,KEA3,0.09428571428571429,1,OTHER,NAK,BIKE,AAK1
ABL1,59.333333333333336,37,KEA3,0.8885714285714286,4,TK,ABL,ABL,ABL1
ABL2,154.33333333333334,167,KEA3,0.4228571428571429,2,TK,ABL,ABL,ABL2
ACVR1,64.5,47,KEA3,0.8571428571428571,4,TKL,STKR,TYPE1,ACVR1
ACVR1B,217.5,221,KEA3,0.23714285714285716,1,TKL,STKR,TYPE1,ACVR1B
ACVR2B,211,214,KEA3,0.26,2,TKL,STKR,TYPE2,ACVR2B
AKT1,54.333333333333336,30,KEA3,0.9114285714285715,4,AGC,AKT,AKT,AKT1
AKT2,77.66666666666667,64,KEA3,0.7971428571428572,4,AGC,AKT,AKT,AKT2
AKT3,88,81,KEA3,0.7457142857142857,3,AGC,AKT,AKT,AKT3
ALK,78.5,65,KEA3,0.7942857142857143,4,TK,ALK,ALK,ALK
ARAF,147,160,KEA3,0.44857142857142857,2,TKL,RAF,RAF,ARAF
ATM,120.66666666666667,133,KEA3,0.54,3,ATYPICAL,PIKK,ATM,ATM
ATR,108,109,KEA3,0.6428571428571429,3,ATYPICAL,PIKK,ATR,ATR
AURKA,58.666666666666664,36,KEA3,0.8914285714285715,4,OTHER,AUR,AUR,AURKA
AURKB,71,55,KEA3,0.8257142857142857,4,OTHER,AUR,AUR,AURKB
AURKC,184.5,194,KEA3,0.3342857142857143,2,OTHER,AUR,AUR,AURKC
AXL,170.5,182,KEA3,0.3742857142857143,2,TK,AXL,AXL,AXL
BLK,257.5,237,KEA3,0.18285714285714286,1,TK,SRC,SRCB,BLK
BMP2K,326,290,KEA3,0.03142857142857143,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,147.5,161,KEA3,0.44571428571428573,2,TKL,STKR,TYPE1,BMPR1A
BMPR1B,99,93,KEA3,0.7,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,136.5,151,KEA3,0.48,2,TKL,STKR,TYPE2,BMPR2
BMX,116.33333333333333,124,KEA3,0.58,3,TK,TEC,TEC,BMX
BRAF,87,79,KEA3,0.7514285714285714,4,TKL,RAF,RAF,BRAF
BRSK1,224.66666666666666,226,KEA3,0.22285714285714286,1,CAMK,CAMKL,BRSK,BRSK1
BRSK2,307,275,KEA3,0.07428571428571429,1,CAMK,CAMKL,BRSK,BRSK2
BTK,116.33333333333333,124,KEA3,0.58,3,TK,TEC,TEC,BTK
BUB1,164,179,KEA3,0.38571428571428573,2,OTHER,BUB,BUB,BUB1
CAMK1,174,184,KEA3,0.3657142857142857,2,CAMK,CAMK1,CAMK1,CAMK1
CAMK1D,202,210,KEA3,0.28,2,CAMK,CAMK1,CAMK1,CAMK1D
CAMK2A,39.666666666666664,19,KEA3,0.9485714285714286,4,CAMK,CAMK2,CAMK2,CAMK2A
CAMK2B,112.5,117,KEA3,0.6114285714285714,3,CAMK,CAMK2,CAMK2,CAMK2B
CAMK2D,87.66666666666667,80,KEA3,0.7485714285714286,3,CAMK,CAMK2,CAMK2,CAMK2D
CAMK2G,5,1,KEA3,1,4,CAMK,CAMK2,CAMK2,CAMK2G
CAMK4,92.33333333333333,83,KEA3,0.7371428571428571,3,CAMK,CAMK1,CAMK1,CAMK4
CAMKK1,142.33333333333334,155,KEA3,0.4685714285714286,2,OTHER,CAMKK,META,CAMKK1
CAMKK2,193,203,KEA3,0.3028571428571429,2,OTHER,CAMKK,META,CAMKK2
CDC42BPA,281,254,KEA3,0.13428571428571429,1,AGC,DMPK,GEK,CDC42BPA
CDC7,196.5,207,KEA3,0.2914285714285714,2,OTHER,CDC7,CDC7,CDC7
CDK1,93,85,KEA3,0.7285714285714285,3,CMGC,CDK,CDC2,CDK1
CDK11A,332,294,KEA3,0.02,1,CMGC,CDK,CDK11,CDK11A
CDK11A,332,294,KEA3,0.02,1,NA,NA,NA,CDK11A
CDK12,317,284,KEA3,0.04857142857142857,1,CMGC,CDK,CRK7,CDK12
CDK15,266,243,KEA3,0.1657142857142857,1,CMGC,CDK,PFTAIRE,CDK15
CDK16,230,229,KEA3,0.21428571428571427,1,CMGC,CDK,PCTAIRE,CDK16
CDK18,217,220,KEA3,0.24,1,CMGC,CDK,PCTAIRE,CDK18
CDK19,37,17,KEA3,0.9542857142857143,4,CMGC,CDK,CDK8,CDK19
CDK2,51.666666666666664,29,KEA3,0.9142857142857143,4,CMGC,CDK,CDC2,CDK2
CDK20,290,261,KEA3,0.11428571428571428,1,CMGC,CDK,CCRK,CDK20
CDK3,75.66666666666667,61,KEA3,0.8057142857142857,4,CMGC,CDK,CDC2,CDK3
CDK4,57.333333333333336,34,KEA3,0.8971428571428571,4,CMGC,CDK,CDK4,CDK4
CDK5,105.33333333333333,104,KEA3,0.6657142857142857,3,CMGC,CDK,CDK5,CDK5
CDK6,56.333333333333336,32,KEA3,0.9028571428571428,4,CMGC,CDK,CDK4,CDK6
CDK7,121.66666666666667,134,KEA3,0.5371428571428571,3,CMGC,CDK,CDK7,CDK7
CDK8,120,131,KEA3,0.5514285714285714,3,CMGC,CDK,CDK8,CDK8
CDK9,61.333333333333336,40,KEA3,0.88,4,CMGC,CDK,CDK9,CDK9
CDKL3,304,272,KEA3,0.08285714285714285,1,CMGC,CDKL,CDKL,CDKL3
CDKL5,157.5,172,KEA3,0.4057142857142857,2,CMGC,CDKL,CDKL,CDKL5
CHEK1,46.666666666666664,25,KEA3,0.9285714285714286,4,CAMK,CAMKL,CHK1,CHEK1
CHEK2,105.66666666666667,105,KEA3,0.6628571428571428,3,CAMK,RAD53,RAD53,CHEK2
CHUK,125.66666666666667,142,KEA3,0.5114285714285715,3,OTHER,IKK,IKK,CHUK
CLK1,104.5,102,KEA3,0.6714285714285714,3,CMGC,CLK,CLK,CLK1
CLK2,146,158,KEA3,0.45714285714285713,2,CMGC,CLK,CLK,CLK2
CLK3,208,212,KEA3,0.26857142857142857,2,CMGC,CLK,CLK,CLK3
CLK4,322,288,KEA3,0.037142857142857144,1,CMGC,CLK,CLK,CLK4
CSF1R,334,296,KEA3,0.014285714285714285,1,TK,PDGFR,PDGFR,CSF1R
CSK,114.33333333333333,120,KEA3,0.5971428571428572,3,TK,CSK,CSK,CSK
CSNK1A1,116.66666666666667,125,KEA3,0.5771428571428572,3,CK1,CK1,CK1-A,CSNK1A1
CSNK1A1L,338,300,KEA3,0.002857142857142857,1,CK1,CK1,CK1-A,CSNK1A1L
CSNK1D,83.33333333333333,73,KEA3,0.7714285714285715,4,CK1,CK1,CK1-D,CSNK1D
CSNK1E,103.66666666666667,100,KEA3,0.6771428571428572,3,CK1,CK1,CK1-D,CSNK1E
CSNK1G1,181,191,KEA3,0.34285714285714286,2,CK1,CK1,CK1-G,CSNK1G1
CSNK1G2,155,168,KEA3,0.42,2,CK1,CK1,CK1-G,CSNK1G2
CSNK1G3,261,240,KEA3,0.1742857142857143,1,CK1,CK1,CK1-G,CSNK1G3
CSNK2A1,86.66666666666667,78,KEA3,0.7542857142857143,4,CMGC,CK2,CK2,CSNK2A1
CSNK2A2,132.33333333333334,148,KEA3,0.49142857142857144,2,CMGC,CK2,CK2,CSNK2A2
DAPK1,162,176,KEA3,0.3942857142857143,2,CAMK,DAPK,DAPK,DAPK1
DAPK3,25.666666666666668,10,KEA3,0.9742857142857143,4,CAMK,DAPK,DAPK,DAPK3
DCLK1,202,210,KEA3,0.28,2,CAMK,DCAMKL,DCAMKL,DCLK1
DDR1,62.5,43,KEA3,0.8685714285714285,4,TK,DDR,DDR,DDR1
DDR2,147,160,KEA3,0.44857142857142857,2,TK,DDR,DDR,DDR2
DMPK,262,241,KEA3,0.17142857142857143,1,AGC,DMPK,GEK,DMPK
DYRK1A,91.33333333333333,82,KEA3,0.74,3,CMGC,DYRK,DYRK1,DYRK1A
DYRK1B,40.666666666666664,20,KEA3,0.9457142857142857,4,CMGC,DYRK,DYRK1,DYRK1B
DYRK2,56.333333333333336,32,KEA3,0.9028571428571428,4,CMGC,DYRK,DYRK2,DYRK2
DYRK3,185,195,KEA3,0.32857142857142857,2,CMGC,DYRK,DYRK2,DYRK3
DYRK4,112.5,117,KEA3,0.6114285714285714,3,CMGC,DYRK,DYRK2,DYRK4
EEF2K,221.5,224,KEA3,0.22857142857142856,1,ATYPICAL,ALPHA,EEF2K,EEF2K
EGFR,71.33333333333333,56,KEA3,0.8228571428571428,4,TK,EGFR,EGFR,EGFR
EIF2AK1,316,283,KEA3,0.05142857142857143,1,OTHER,PEK,HRI,EIF2AK1
EIF2AK2,183,192,KEA3,0.34,2,OTHER,PEK,PKR,EIF2AK2
EIF2AK3,336,298,KEA3,0.008571428571428572,1,OTHER,PEK,PEK,EIF2AK3
EPHA2,321,287,KEA3,0.04,1,TK,EPH,EPH,EPHA2
EPHA3,110.5,112,KEA3,0.6342857142857142,3,TK,EPH,EPH,EPHA3
EPHA4,327,291,KEA3,0.02857142857142857,1,TK,EPH,EPH,EPHA4
EPHA8,335,297,KEA3,0.011428571428571429,1,TK,EPH,EPH,EPHA8
EPHB1,323,289,KEA3,0.03428571428571429,1,TK,EPH,EPH,EPHB1
EPHB2,291,262,KEA3,0.11142857142857143,1,TK,EPH,EPH,EPHB2
EPHB3,240,233,KEA3,0.2,1,TK,EPH,EPH,EPHB3
ERBB2,46,24,KEA3,0.9314285714285714,4,TK,EGFR,EGFR,ERBB2
ERBB4,119,129,KEA3,0.5628571428571428,3,TK,EGFR,EGFR,ERBB4
FASTK,233.5,230,KEA3,0.20857142857142857,1,ATYPICAL,FAST,FAST,FASTK
FER,65,48,KEA3,0.8485714285714285,4,TK,FER,FER,FER
FES,269,245,KEA3,0.16,1,TK,FER,FER,FES
FGFR1,118,127,KEA3,0.5714285714285714,3,TK,FGFR,FGFR,FGFR1
FGFR2,170,181,KEA3,0.37714285714285717,2,TK,FGFR,FGFR,FGFR2
FGFR3,107,106,KEA3,0.6542857142857142,3,TK,FGFR,FGFR,FGFR3
FGFR4,92.5,84,KEA3,0.7342857142857143,3,TK,FGFR,FGFR,FGFR4
FGR,32.5,14,KEA3,0.9628571428571429,4,TK,SRC,SRCA,FGR
FLT1,308,276,KEA3,0.07142857142857142,1,TK,VEGFR,VEGFR,FLT1
FLT3,132,147,KEA3,0.4942857142857143,2,TK,PDGFR,PDGFR,FLT3
FLT4,268,244,KEA3,0.16285714285714287,1,TK,VEGFR,VEGFR,FLT4
FRK,194,205,KEA3,0.29714285714285715,2,TK,SRC,FRK,FRK
FYN,60,39,KEA3,0.8828571428571429,4,TK,SRC,SRCA,FYN
GRK1,112,116,KEA3,0.6171428571428571,3,AGC,GRK,GRK,GRK1
GRK2,29.666666666666668,12,KEA3,0.9685714285714285,4,AGC,GRK,BARK,GRK2
GRK3,76,62,KEA3,0.8028571428571428,4,AGC,GRK,BARK,GRK3
GRK5,18,6,KEA3,0.9857142857142858,4,AGC,GRK,GRK,GRK5
GRK6,125.66666666666667,142,KEA3,0.5114285714285715,3,AGC,GRK,GRK,GRK6
GSK3A,64,46,KEA3,0.86,4,CMGC,GSK,GSK,GSK3A
GSK3B,62.666666666666664,44,KEA3,0.8657142857142858,4,CMGC,GSK,GSK,GSK3B
HASPIN,221,223,KEA3,0.23142857142857143,1,OTHER,HASPIN,HASPIN,HASPIN
HCK,105,103,KEA3,0.6685714285714286,3,TK,SRC,SRCB,HCK
HIPK1,82,71,KEA3,0.7771428571428571,4,CMGC,DYRK,HIPK,HIPK1
HIPK2,153.33333333333334,165,KEA3,0.43142857142857144,2,CMGC,DYRK,HIPK,HIPK2
HIPK3,292,263,KEA3,0.10857142857142857,1,CMGC,DYRK,HIPK,HIPK3
HIPK4,65.5,49,KEA3,0.8457142857142858,4,CMGC,DYRK,HIPK,HIPK4
ICK,177,186,KEA3,0.36,2,CMGC,RCK,RCK,CILK1
IGF1R,80.33333333333333,68,KEA3,0.7857142857142857,4,TK,INSR,INSR,IGF1R
IKBKB,114,119,KEA3,0.6028571428571429,3,OTHER,IKK,IKK,IKBKB
IKBKE,102.33333333333333,97,KEA3,0.6885714285714286,3,OTHER,IKK,IKK,IKBKE
ILK,75,59,KEA3,0.8114285714285714,4,TKL,MLK,ILK,ILK
INSR,96.33333333333333,89,KEA3,0.7171428571428572,3,TK,INSR,INSR,INSR
IRAK1,102.5,98,KEA3,0.6857142857142857,3,TKL,IRAK,IRAK,IRAK1
IRAK3,248,235,KEA3,0.18857142857142858,1,TKL,IRAK,IRAK,IRAK3
IRAK4,170,181,KEA3,0.37714285714285717,2,TKL,IRAK,IRAK,IRAK4
ITK,108.33333333333333,110,KEA3,0.64,3,TK,TEC,TEC,ITK
JAK1,109,111,KEA3,0.6371428571428571,3,TK,JAKA,JAKA,JAK1
JAK2,71.66666666666667,57,KEA3,0.82,4,TK,JAKA,JAKA,JAK2
JAK3,160.66666666666666,175,KEA3,0.39714285714285713,2,TK,JAKA,JAKA,JAK3
KDR,302,270,KEA3,0.08857142857142856,1,TK,VEGFR,VEGFR,KDR
KIT,38,18,KEA3,0.9514285714285714,4,TK,PDGFR,PDGFR,KIT
KSR1,65,48,KEA3,0.8485714285714285,4,TKL,RAF,KSR,KSR1
KSR2,282,255,KEA3,0.13142857142857142,1,TKL,RAF,KSR,KSR2
LATS1,195.33333333333334,206,KEA3,0.29428571428571426,2,AGC,NDR,NDR,LATS1
LATS2,58.5,35,KEA3,0.8942857142857142,4,AGC,NDR,NDR,LATS2
LCK,59.666666666666664,38,KEA3,0.8857142857142857,4,TK,SRC,SRCB,LCK
LIMK1,280,253,KEA3,0.13714285714285715,1,TKL,LISK,LIMK,LIMK1
LIMK2,210,213,KEA3,0.26571428571428574,2,TKL,LISK,LIMK,LIMK2
LRRK2,141,153,KEA3,0.4742857142857143,2,TKL,LRRK,LRRK,LRRK2
LYN,104,101,KEA3,0.6742857142857143,3,TK,SRC,SRCB,LYN
MAK,265,242,KEA3,0.16857142857142857,1,CMGC,RCK,RCK,MAK
MAP2K1,123.66666666666667,139,KEA3,0.5228571428571429,3,STE,STE7,MEK1,MAP2K1
MAP2K2,157,171,KEA3,0.4085714285714286,2,STE,STE7,MEK1,MAP2K2
MAP2K3,215,219,KEA3,0.24285714285714285,1,STE,STE7,MEK3,MAP2K3
MAP2K4,154.33333333333334,167,KEA3,0.4228571428571429,2,STE,STE7,MEK4,MAP2K4
MAP2K6,193.66666666666666,204,KEA3,0.3,2,STE,STE7,MEK3,MAP2K6
MAP2K7,155.5,169,KEA3,0.41714285714285715,2,STE,STE7,MEK7,MAP2K7
MAP3K1,258,238,KEA3,0.18,1,STE,STE11,MEKK1,MAP3K1
MAP3K10,270,246,KEA3,0.15714285714285714,1,TKL,MLK,MLK,MAP3K10
MAP3K11,162.33333333333334,177,KEA3,0.3914285714285714,2,TKL,MLK,MLK,MAP3K11
MAP3K13,248,235,KEA3,0.18857142857142858,1,TKL,MLK,LZK,MAP3K13
MAP3K14,113.66666666666667,118,KEA3,0.6085714285714285,3,STE,STE-UNIQUE,STE-UNIQUE,MAP3K14
MAP3K20,41,21,KEA3,0.9428571428571428,4,TKL,MLK,ZAK,MAP3K20
MAP3K3,288,259,KEA3,0.12,1,STE,STE11,MEKK2,MAP3K3
MAP3K4,305,273,KEA3,0.08,1,STE,STE11,MEKK4,MAP3K4
MAP3K5,99,93,KEA3,0.7,3,STE,STE11,ASK,MAP3K5
MAP3K6,208,212,KEA3,0.26857142857142857,2,STE,STE11,ASK,MAP3K6
MAP3K7,134.33333333333334,149,KEA3,0.4857142857142857,2,TKL,MLK,TAK1,MAP3K7
MAP3K8,119.5,130,KEA3,0.5571428571428572,3,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
MAP4K1,205,211,KEA3,0.27714285714285714,2,STE,STE20,KHS,MAP4K1
MAP4K2,141.5,154,KEA3,0.4714285714285714,2,STE,STE20,KHS,MAP4K2
MAP4K3,157,171,KEA3,0.4085714285714286,2,STE,STE20,KHS,MAP4K3
MAP4K4,311,278,KEA3,0.06571428571428571,1,STE,STE20,MSN,MAP4K4
MAP4K5,111.5,115,KEA3,0.62,3,STE,STE20,KHS,MAP4K5
MAPK1,61.666666666666664,41,KEA3,0.8742857142857143,4,CMGC,MAPK,ERK1,MAPK1
MAPK10,84,75,KEA3,0.7628571428571429,4,CMGC,MAPK,JNK,MAPK10
MAPK11,98,91,KEA3,0.7114285714285714,3,CMGC,MAPK,P38,MAPK11
MAPK12,107.66666666666667,108,KEA3,0.6485714285714286,3,CMGC,MAPK,P38,MAPK12
MAPK13,178,188,KEA3,0.35428571428571426,2,CMGC,MAPK,P38,MAPK13
MAPK14,51.666666666666664,29,KEA3,0.9142857142857143,4,CMGC,MAPK,P38,MAPK14
MAPK15,144,157,KEA3,0.46,2,CMGC,MAPK,ERK7,MAPK15
MAPK3,96,88,KEA3,0.72,3,CMGC,MAPK,ERK1,MAPK3
MAPK6,233.5,230,KEA3,0.20857142857142857,1,CMGC,MAPK,ERK3,MAPK6
MAPK7,99,93,KEA3,0.7,3,CMGC,MAPK,ERK5,MAPK7
MAPK8,76.33333333333333,63,KEA3,0.8,4,CMGC,MAPK,JNK,MAPK8
MAPK9,23.333333333333332,9,KEA3,0.9771428571428571,4,CMGC,MAPK,JNK,MAPK9
MAPKAPK2,65,48,KEA3,0.8485714285714285,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
MAPKAPK3,299,267,KEA3,0.09714285714285714,1,CAMK,MAPKAPK,MAPKAPK,MAPKAPK3
MAPKAPK5,61.666666666666664,41,KEA3,0.8742857142857143,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK5
MARK2,128.33333333333334,144,KEA3,0.5057142857142857,3,CAMK,CAMKL,MARK,MARK2
MARK3,211.66666666666666,215,KEA3,0.2571428571428571,2,CAMK,CAMKL,MARK,MARK3
MARK4,333,295,KEA3,0.017142857142857144,1,CAMK,CAMKL,MARK,MARK4
MAST1,213,217,KEA3,0.25142857142857145,2,AGC,MAST,MAST,MAST1
MAST2,315,282,KEA3,0.054285714285714284,1,AGC,MAST,MAST,MAST2
MATK,220,222,KEA3,0.2342857142857143,1,TK,CSK,CSK,MATK
MELK,306,274,KEA3,0.07714285714285714,1,CAMK,CAMKL,MELK,MELK
MERTK,22,7,KEA3,0.9828571428571429,4,TK,AXL,AXL,MERTK
MET,120.33333333333333,132,KEA3,0.5457142857142857,3,TK,MET,MET,MET
MKNK1,186.33333333333334,197,KEA3,0.32285714285714284,2,CAMK,MAPKAPK,MNK,MKNK1
MKNK2,222,225,KEA3,0.2257142857142857,1,CAMK,MAPKAPK,MNK,MKNK2
MOK,213.5,218,KEA3,0.24571428571428572,1,CMGC,RCK,RCK,MOK
MOS,303,271,KEA3,0.08571428571428572,1,OTHER,MOS,MOS,MOS
MST1R,188,199,KEA3,0.3171428571428571,2,TK,MET,MET,MST1R
MTOR,107,106,KEA3,0.6542857142857142,3,ATYPICAL,PIKK,FRAP,MTOR
MYLK2,229,228,KEA3,0.21714285714285714,1,CAMK,MLCK,MLCK,MYLK2
MYO3A,273,249,KEA3,0.14857142857142858,1,STE,STE20,NINAC,MYO3A
NEK10,285,257,KEA3,0.12571428571428572,1,OTHER,NEK,NEK10,NEK10
NEK11,314,281,KEA3,0.05714285714285714,1,OTHER,NEK,NEK11,NEK11
