"Symbol","logFC","PValue"
"AURKA",0.888740656221055,5.90567576170389e-10
"PLPPR1",1.88230788150958,5.95893667653248e-10
"ABHD11",-1.63391321951781,5.97830514991854e-10
"HSD17B7",1.05466913423057,6.19626921651529e-10
"TNFSF10",1.41784080380294,6.19674002771623e-10
"KIF2C",0.925478620943545,6.20730674738215e-10
"DDX3Y",0.957243477840362,6.22883019392985e-10
"ASAP1",-0.959504863690859,6.27021607897603e-10
"NUF2",0.942770277809092,6.32220175435165e-10
"NCEH1",1.23353024009586,6.44284303723088e-10
"CLDN12",1.07948337598367,6.49145915715907e-10
"WFS1",1.08611104909105,6.53994686235122e-10
"ENSG00000287001",-2.35772516897291,6.60604301292335e-10
"FNIP2",1.2061727350831,6.73121905281627e-10
"ENSG00000260772",0.905739684870865,6.7780072878357e-10
"XRN1",1.27949434960453,6.86577016175084e-10
"PRC1",0.938008351824836,6.9254128867429e-10
"ENSG00000279117",2.19988414011705,6.97064049537762e-10
"GREB1",0.852791372433757,7.20566239795869e-10
"DDC",-0.878127077928766,7.29928242250499e-10
"SLC5A3",1.4415345806568,7.81702385460666e-10
"DHFR",-0.931552786211561,8.00563818463966e-10
"STARD4",1.06509437710489,8.07103516121971e-10
"MCM7",-0.911875679956098,8.25087799749991e-10
"ENSG00000291186",-1.50178971938821,8.3283851176862e-10
"CEACAM16-AS1",1.91369814155617,8.35834139222159e-10
"KLHL14",1.29402285201485,9.2768930236142e-10
"GPD1",-1.4729741172197,9.5920506709463e-10
"YPEL2",1.54916687818448,9.7219350139901e-10
"TIGD2",-1.38953062041248,9.78897893819282e-10
"UBE2C",0.882214248818923,9.99594369675695e-10
"ORC3",-0.908197993796221,1.01057852901039e-09
"THPO",-1.76945383505191,1.03419834900843e-09
"KIF11",0.954680155405489,1.0480687114436e-09
"REEP6",-0.907726711543654,1.06076838238186e-09
"CHAF1B",-1.12483973673903,1.07758237301683e-09
"RSRP1",0.964454200682404,1.08775206655857e-09
"ANGPTL1",3.07589858885223,1.12443713735002e-09
"HEPACAM",1.4955724256042,1.12513135689353e-09
"BUB3",0.842567635607076,1.12588889088568e-09
"RRP9",-0.941582232512435,1.12780084678609e-09
"WDR75",-0.882005446579193,1.12940175745035e-09
"SLCO4A1-AS1",3.03374233053864,1.15438932146493e-09
"ZNF704",0.983966240528686,1.17318547402846e-09
"TOE1",-1.03275976905572,1.21645202985019e-09
"CLIP2",1.43937067845126,1.23809240417112e-09
"CHAF1A",-0.774304993924365,1.26148856932126e-09
"RETREG3",0.931027513435538,1.2885177007895e-09
"THBS1",-2.1138783149385,1.318839483144e-09
"SOX6",1.40146228428611,1.3228438164698e-09
"POLR1G",-1.34602247099599,1.33400466059373e-09
"GALE",-1.08082757064992,1.34532799926151e-09
"CDK2",-0.873457649513941,1.36419610853429e-09
"GINS2",-1.08573861871354,1.41485266299339e-09
"ANGPTL8",-1.50525246213689,1.417945396243e-09
"ASPM",1.26701075852487,1.45839319056835e-09
"POFUT2",0.798097330910413,1.50880638662857e-09
"TRMT6",-0.906285257217088,1.51095413907657e-09
"MYO15B",-1.2237793538653,1.53673801666004e-09
"METTL1",-1.20081296938986,1.54097041102671e-09
"SLC6A6",1.36929546593821,1.54133952949058e-09
"PRPSAP1",0.928913803090795,1.54923161787176e-09
"ACY1",-0.887195198566554,1.5585024943592e-09
"ARRB1",1.35123401929948,1.62369468376844e-09
"TTPAL",-0.801934726630864,1.6255336886026e-09
"BRWD3",0.873434293824063,1.64496678808071e-09
"BCL6",0.818798298496911,1.6629351844122e-09
"HDAC5",0.849563476345884,1.67488104987918e-09
"DNAAF9",0.943355469706618,1.69062823942504e-09
"WDR73",-0.825110525393477,1.70051655168083e-09
"CYREN",-0.856208457822115,1.70789242485063e-09
"RNASEH2A",-0.974213511599323,1.71029709209272e-09
"SULT1E1",1.13973567484969,1.71213864827839e-09
"AIFM2",-0.844163156542278,1.8170647236213e-09
"ZNF318",1.06426477548303,1.86099052035235e-09
"GAS2L3",1.337381394939,1.86218117692853e-09
"RBM33",0.913383116133588,1.86707982855579e-09
"PRMT6",-1.16072608931137,1.90751777291884e-09
"ENSG00000221990",-1.59896645368729,1.97708262313447e-09
"RICTOR",0.890111309046002,2.0234822689526e-09
"FLAD1",-1.1127420977239,2.02537507627741e-09
"SLC25A11",-0.986604725000195,2.04454782477362e-09
"CYTH2",0.918727843680964,2.06548816870926e-09
"MARVELD3",1.24824136108633,2.07540070419496e-09
"OGG1",-1.025656646297,2.08673445861675e-09
"RAPGEFL1",-1.29621501088911,2.1855268033407e-09
"CASP8AP2",-0.990647702159372,2.21286137255533e-09
"XRCC3",-1.09286421258406,2.23694826173305e-09
"SFXN2",-1.38020750037625,2.2393357662261e-09
"UBALD2",2.04921591852227,2.2781174064216e-09
"COG6",1.0285559267652,2.35872881204333e-09
"SHC1",-0.806993889381751,2.37748884722264e-09
"LRRCC1",-1.18850485359541,2.3877362594079e-09
"H2BC12",-1.34262231866549,2.46296768163305e-09
"FMR1",0.96568688822402,2.47125462515074e-09
"TNFAIP8L1",0.848016369817084,2.53845525315328e-09
"ORMDL3",1.15761372552769,2.55716460789489e-09
"SV2A",1.22847913237208,2.65925517688707e-09
"PSMB10",-1.13506517038879,2.66007000722444e-09
"PCBP4",-1.02770021814437,2.68246932025851e-09
"ENC1",1.35100885038897,2.73804311018452e-09
"ATP8B2",0.903670745797465,2.74447484106199e-09
"MADD",0.896939085704407,2.77307479435326e-09
"E2F8",-1.33180805523887,2.77517789036373e-09
"MOGAT3",-1.2717483321108,2.78413081695308e-09
"ZNF451",0.879436981264658,2.93113267516741e-09
"ZNF320",1.86548780827285,2.98043020939736e-09
"NFAT5",1.03807233938131,3.063825531121e-09
"FCGBP",1.23043581700694,3.07724696146841e-09
"CPED1",-1.18099674813688,3.07851391683865e-09
"EXO1",-0.990466519300414,3.08768409223223e-09
"PFN2",-0.74359307752615,3.0956714007934e-09
"COA4",-0.989822666365201,3.14908753694524e-09
"RANBP3L",3.22546219240803,3.17315099567835e-09
"CDCA8",0.926627898866527,3.20873196084049e-09
"PLEKHB1",1.15227114451222,3.25392494334047e-09
"DPYSL2",1.15442503986372,3.25752711059881e-09
"AP1G2-AS1",-1.68513636865215,3.38915486769435e-09
"PTCHD4",1.06610204684177,3.39360488683873e-09
"VPS37D",1.19054328499595,3.43074141947122e-09
"DYNC2I2",-1.24994347122985,3.47843188836957e-09
"KIFC1",0.684830635758329,3.5033447668649e-09
"ANXA4",-0.875515109784313,3.53341657273683e-09
"ASCC2",-0.778838347202484,3.53478617363813e-09
"DTL",-0.88407959383005,3.541078266665e-09
"LGALS3",-1.39975581699315,3.5482263608904e-09
"RXRB",0.907551201605204,3.79541426846228e-09
"TAB3",0.792088061018529,3.82579462431828e-09
"PDCD4",0.801196184481431,3.83590816123968e-09
"GSTA4",-0.908275000732047,3.9106364140909e-09
"MNS1",-1.59567644653227,3.92082946292098e-09
"MYEF2",0.838718151997154,3.92961409112086e-09
"PCMTD2",0.718754913891098,3.97434927782394e-09
"PCK2",-0.934474050872971,4.10516285200277e-09
"WWTR1",0.939665095476555,4.16415689486525e-09
"SDF2L1",-1.44946375942682,4.16658846285781e-09
"CREBRF",1.1264812791726,4.18896178663722e-09
"BRWD1",0.818942541513703,4.25281114822516e-09
"ZFHX3-AS1",-1.09596839558241,4.25509037499131e-09
"ONECUT2",0.79344231028612,4.32747795954327e-09
"CABIN1",0.962103751773847,4.3553289524851e-09
"ENSG00000293541",-1.22664315543356,4.4371367102232e-09
"ZNF652",0.720210801864098,4.52501384481105e-09
"ENSG00000288886",-1.1557514758546,4.57988798615665e-09
"IMPA1",0.709472217090568,4.58635451051039e-09
"SLBP",-0.81932794354263,4.59731237793401e-09
"SLC19A2",0.966735773867798,4.61109020955732e-09
"CUL4B",0.794948003996708,4.65244626165817e-09
"BLVRB",-0.963421582556172,4.68050883539244e-09
"ERV3-1",0.845200804400679,4.75003858269322e-09
"TMEM170B",0.864994526639518,4.79182118138865e-09
"PRR13",-0.903987794614978,4.86133684765117e-09
"STARD13",1.0524717686144,4.87061611798749e-09
"RASA1",0.898613449455141,4.91583987486778e-09
"SMTN",0.924658310531736,4.91651979702547e-09
"GTSE1",0.962403808725545,4.92455301369124e-09
"FAM86B3P",-1.592003912821,4.92668151435117e-09
"NBR1",1.39190826631661,4.98071956129042e-09
"PIKFYVE",0.831852611804645,5.01367361537116e-09
"SS18",0.802589758806241,5.07071231099384e-09
"PCM1",0.863600512660042,5.07599563524932e-09
"CDK4",-0.882937952766404,5.12803009393852e-09
"YIPF2",0.768078713778821,5.33558117295372e-09
"MAPKAPK2",0.808272934593659,5.3821283195565e-09
"TGFA",1.09886305007991,5.46132766872605e-09
"HTRA2",-0.900431790073829,5.46148532966099e-09
"RBBP8",-1.0085914845886,5.50889025442204e-09
"SLC5A2",-1.92193377899216,5.7510207912631e-09
"SMIM15",-0.718404843323755,5.75824013329839e-09
"ALKBH2",-1.07749430377999,5.7866027248304e-09
"FST",2.17599954259645,5.79048987299522e-09
"PHAF1",0.856216055207747,5.83532873170455e-09
"SLC39A7",0.940142332587875,5.84747379816398e-09
"PLAG1",0.901274814009066,6.00684901951783e-09
"NIP7",-0.828397059887624,6.02192591734291e-09
"NDUFV3",-0.713298449808077,6.0527413775113e-09
"LOC124900372",-1.24803603447989,6.14565365947265e-09
"ATG2B",1.16657985826721,6.19252001040241e-09
"IPO4",-0.763259528074154,6.30284602434966e-09
"NKX3-1",-1.21184273296342,6.34369984465419e-09
"ACAD9",-0.958817436652867,6.35606366760035e-09
"NIT2",-0.868399320148644,6.45316810589479e-09
"LINC01089",0.824918472004208,6.46110036974016e-09
"RBL2",0.809936363574934,6.46480891085914e-09
"MSH6",-0.675705870908033,6.70558588973589e-09
"ZNF331",0.902853374569583,6.70788621771852e-09
"MIDN",-0.790091181885912,6.79181491138746e-09
"TLCD4",0.969612262741831,6.79599356594773e-09
"GYS1",-1.08030461294616,6.8023729649016e-09
"CCNB1",0.886899867497618,6.84671491135718e-09
"NARF",0.788919558487692,6.88450662188982e-09
"RABGEF1",0.855635144187911,7.09753305421154e-09
"SHFL",-1.01133379215472,7.14240464545347e-09
"MSH2",-0.792575162406419,7.16815486097914e-09
"SLC22A31",-1.35963422784536,7.49778768343544e-09
"GOT1-DT",1.26013140460475,7.9296325416622e-09
"PPP6R3",0.790089265252278,7.96781658786996e-09
"IMPDH2",-0.692349324989768,8.01050562046554e-09
"AGBL2",-1.74184718287687,8.01579365367665e-09
"CARD6",1.74434856417428,8.18374509255036e-09
"APEX2",-1.02558688550438,8.20237485383354e-09
"CDH15",-1.61362251597613,8.21827191100463e-09
"HIPK2",0.69202124465558,8.56394202572676e-09
"POLR3H",-0.874096849522167,8.57340958074682e-09
"KIF5A",2.18959740670722,8.60316350526253e-09
"LUC7L",1.05383999761647,8.67756561647484e-09
"DONSON",-0.709378547273188,8.7521065732362e-09
"ABCC6P2",-0.964774499758712,8.78199707545292e-09
"GINS1",-0.914679921006882,8.92377523491417e-09
"FAM8A1",0.61632735887949,8.93262289543002e-09
"CCHCR1",-0.865310787025358,9.01885884954528e-09
"SLC25A16",-1.05190839575867,9.04210564526819e-09
"DST",0.782351153323936,9.19230268076461e-09
"MRPL20",-0.83493711852942,9.2080932058255e-09
"SAA4",-1.17223563051253,9.38926430334563e-09
"PIGW",-0.838550357971148,9.65533337891824e-09
"PRIMA1",1.93791202030507,9.6833067195555e-09
"SCML1",0.71149085591601,9.72992805433967e-09
"MRPL24",-0.994256514458355,9.93021023611558e-09
"TMBIM1",0.833948741445361,9.93208762965218e-09
"SLC22A23",0.791189217302515,1.01354836610174e-08
"CLMN",1.65600277943499,1.0159999662876e-08
"CENPE",1.28484629705875,1.03372531782477e-08
"TP53I3",-0.980185368553207,1.04558786194228e-08
"ENSG00000182057",-1.05878886206337,1.04675459365932e-08
"POLR2G",-0.878789484319587,1.05481828546745e-08
"EPG5",0.805227524862445,1.05504817839389e-08
"DZIP1",-0.856745631177286,1.05557383066482e-08
"CDC25A",-0.720860926677706,1.07277049899304e-08
"HBP1",1.30843820467866,1.08943350389622e-08
"UBR4",0.840436433556361,1.09443888709236e-08
"TRPM4",-1.20087838220371,1.09779758661066e-08
"JADE2",1.0198266415625,1.10233160759397e-08
"FAM86B1",-1.7066825628234,1.11053692812453e-08
"HS3ST3B1",0.779021740819285,1.11387825973276e-08
"UBXN7",0.853623843721373,1.11419990934132e-08
"MRPL17",-0.917046743058322,1.12565389930376e-08
"TMEM181",0.86931131985057,1.13349135955926e-08
"HGH1",-0.839812250924605,1.15473086029847e-08
"MAST4",1.04730501396113,1.16009434063546e-08
"ULK1",0.950540363422243,1.16514591853914e-08
"PINK1",1.3544343830966,1.16823591890668e-08
"FAH",-0.687332232860308,1.16987361784419e-08
"CCSAP",1.00618671639227,1.17045524551818e-08
"CYTH1",0.912623297317618,1.17841279570739e-08
"SH2D4A",1.09665702442156,1.17874984860654e-08
"ENSG00000272079",-1.62605765009354,1.18578120474017e-08
"DESI1",-0.964009598515932,1.20797508708844e-08
"ENSG00000214719",1.01945544548877,1.24182328651857e-08
"ACSS2",0.977532927271802,1.24244737899071e-08
"CKAP5",0.696168668523652,1.25138152546354e-08
"PIGM",-0.939347529486681,1.25976953398704e-08
"MT1X",-1.90779401467507,1.2735849691765e-08
"CASP8",-0.894613000706541,1.28587364610186e-08
"SLC38A2",1.42733969108723,1.29201438665439e-08
"RAD21",0.719040153426044,1.29266736384245e-08
"GARNL3",-1.28566415182676,1.30046519179522e-08
"ANAPC5",0.832266735893073,1.31183333091856e-08
"FUOM",-1.02634608595957,1.33134926569443e-08
"PDE4A",0.862131804080342,1.36351891127746e-08
"PKD1L2",-1.33924498685288,1.37757431668266e-08
"PUM3",-0.80930624933526,1.3782323520316e-08
"ERBB3",1.0974362279621,1.38044411751611e-08
"IFRD2",-0.730179385725802,1.40930135984977e-08
"MKLN1",0.717756605134635,1.44340971088313e-08
"MPV17L",-1.10841265617392,1.45291709989956e-08
"TBC1D17",0.744151736043336,1.4543544920214e-08
"TMEM135",0.709982310029322,1.4596934052314e-08
"ISCU",0.997499418949085,1.47914427738342e-08
"MCM6",-0.824924616224688,1.48060165192157e-08
"BBC3",1.06486551459427,1.51405694041805e-08
"NR2C2AP",-0.949436675369268,1.52119224637938e-08
"ACOX1",0.633877847088923,1.54139480865795e-08
"SDSL",-1.41435738847956,1.57915733649125e-08
"DDIT3",-1.18331664399258,1.59519181182877e-08
"SIGMAR1",-0.712671455246133,1.59684059353211e-08
"LIX1L",0.73264432518709,1.59916477181672e-08
"ENSG00000272405",-1.19559597809493,1.59999042591639e-08
"TAF8",0.77604557870198,1.60018330602232e-08
"BCAN-AS2",-1.47522917719714,1.60411620215636e-08
"PAQR4",-1.05629923721152,1.60477199742778e-08
"CENPX",-0.82037285624137,1.62354004042758e-08
"SEC22C",0.710429801676918,1.63937294617315e-08
"PAQR8",1.06843574483614,1.65207132119205e-08
"RRM2B",0.832701160388982,1.65787317858862e-08
"SUN2",1.09536509620868,1.65842565649633e-08
"FAM181A",2.72052439108691,1.66017848930727e-08
"SUGP2",0.923825334730626,1.66862608029497e-08
"AFTPH",0.693815426976501,1.69146066751849e-08
"ARHGEF25",0.786317341763388,1.69317846874884e-08
"ATAD3A",-0.632547406207819,1.6933230708012e-08
"UTRN",0.884487215868192,1.69875310995094e-08
"DEPDC1",1.23568276843554,1.71505262587878e-08
"PNPLA2",0.743445687892038,1.72463063665127e-08
"LOC105375517",1.97102431895804,1.73198167951331e-08
"FOXN2",0.800682810602344,1.80858813378642e-08
"ZNF117",-1.01944298743852,1.81279562729445e-08
"C6orf89",0.640860028266999,1.82037053097834e-08
"CNOT8",0.837728746510162,1.85848707129159e-08
"FREM1",0.828117965106762,1.85891682194667e-08
"DHRS2",-0.990396057222635,1.89094812630895e-08
"PYCR2",-0.739529122765393,1.90014487605392e-08
"RITA1",-0.789719569497646,1.909367677313e-08
"TLCD2",-1.76484127240789,1.92838897883429e-08
"PTPN12",0.670038345109748,1.93504797480744e-08
"MLLT6",0.724459143053118,1.9409599556718e-08
"TRMT2A",-0.764290912255955,1.95021324550185e-08
"TACC1",1.28363099710356,1.95537308065547e-08
"PTAR1",0.853382535343222,1.95888608863533e-08
"YPEL5",0.897679226095491,1.96002522080498e-08
"EGFR",0.695005256100959,1.96701909708138e-08
"G6PC1",2.10822975236303,1.98202293739516e-08
"FARSB",-0.759564814302117,2.00251340407904e-08
"ITGAV",0.764485279304223,2.00343628809183e-08
"BHLHA15",-2.44639639956751,2.00905001318286e-08
"ARL6IP1",1.15253399004417,2.02023023745089e-08
"RACGAP1",0.962978657920726,2.04907355484927e-08
"PLEKHA1",0.669947929336643,2.06046623868875e-08
"ZC3H11A",0.729546134741022,2.0625337712533e-08
"AGO4",1.03708489160631,2.07700018090533e-08
"GPBP1L1",0.671298629758957,2.09856877079109e-08
"CEACAM1",1.01708251680119,2.15536477094231e-08
"PRKAB2",0.815204806537828,2.16161854593151e-08
"MPI",-1.1242709118257,2.16537536334726e-08
"HPS4",0.773465376391662,2.16853217164996e-08
"MRM2",-0.759547535113808,2.17832799346161e-08
"SLC1A2",1.17432932247035,2.2006163731946e-08
"LOC101927855",1.40759371613562,2.21262942857425e-08
"BMF",1.52323154037384,2.2249162224574e-08
"SCN9A",0.877086689457455,2.22991830480203e-08
"NIPAL3",0.962171778249053,2.2537798075181e-08
"TIPIN",-1.24610067717633,2.26186576763456e-08
"FAM169A",0.818519709996822,2.26516421489982e-08
"TRAK1",0.627712300420814,2.28127066984029e-08
"MAGED2",0.705921768341315,2.32295509881271e-08
"MFN1",0.838076832808252,2.34117702897508e-08
"TIMM8B",-0.788282923985183,2.34214465901959e-08
"SNHG8",-0.948888841306631,2.35209480663085e-08
"SEC14L1",0.749297583801057,2.35823158553119e-08
"ATG4B",0.832878593937178,2.3644017500159e-08
"SGCE",0.810810511418513,2.37073224207362e-08
"TOB1",0.718846358359283,2.43653206360914e-08
"PCNT",0.867011546104088,2.44495550961912e-08
"ZFTRAF1",0.792934797774389,2.45386421696533e-08
"STOM",1.27669006020538,2.51642551137973e-08
"RHOU",0.77394105571371,2.52955838460987e-08
"ENSG00000280893",-1.1996439132005,2.53371734501018e-08
"SLC26A1",-1.37089752566083,2.53891087753463e-08
"SLC31A2",1.41030231671952,2.58307628717149e-08
"TMEM30A",0.907290564771476,2.59922502349595e-08
"AHNAK",0.825218991138895,2.62409026686028e-08
"PPM1B",0.720475316562756,2.64933789498097e-08
"RHBDD3",-0.836810236091477,2.67966866626417e-08
"GOLGA2",0.716494566184249,2.71564785532396e-08
"PPP6R2",0.719035478395608,2.72951041408541e-08
"PGF",0.993581440148755,2.75484750965135e-08
"PRKAR1B",-0.779082964398113,2.76110433275565e-08
"TLE3",0.928550173841478,2.79454462264554e-08
"QTRT1",-0.863812550421918,2.79631717893592e-08
"COPA",0.650564545292868,2.80467428191228e-08
"KDM5B",0.688230281179001,2.84969137357801e-08
"ZNF747",-1.16510681913013,2.86014322012973e-08
"HAUS2",-0.794534960643349,2.87775603059075e-08
"MEF2D",0.864078616291507,2.90073599689915e-08
"TGM2",-1.25235498301283,2.91907862175884e-08
"RPL22L1",-1.1368313117495,2.99976946270437e-08
"CHD6",0.686235705153285,3.04490585514718e-08
"SLC16A9",-1.36796531231482,3.05623251312283e-08
"ADAM11",-3.23493931476793,3.05878278195563e-08
"ENSG00000261012",-1.20603833199586,3.08374615598424e-08
"IGIP",1.03994680029843,3.09763522329933e-08
"LCOR",0.720283337840506,3.13516463763488e-08
"RBM48",1.0454038844845,3.14770967436348e-08
"PUS1",-0.844567738551102,3.1494223402694e-08
"FOXM1",0.782944848357732,3.16099779257316e-08
"ST6GALNAC4",-1.00250169875693,3.18489609278124e-08
"RAB43",1.21673339268165,3.19188451161052e-08
"MSTO1",-0.777194276387389,3.20850725902173e-08
"GAS8",-0.684726831470303,3.22290042081773e-08
"PDXDC1",0.741525021685512,3.23439940238171e-08
"AOC2",1.22267080821199,3.25205538946526e-08
"DDHD2",0.836814224318008,3.25537597580843e-08
"ENSG00000286403",-1.19889140395658,3.2637695705475e-08
"MINDY1",1.19250856607839,3.32716264697713e-08
"SEPSECS",0.961014520616898,3.33162356849568e-08
"NDUFB1",-0.780664060653347,3.33528342781011e-08
"KANK1",0.806821882274372,3.35164696672488e-08
"CDH2",0.958736445393087,3.42321932241952e-08
"JMJD1C",0.706690367083007,3.43942716466272e-08
"MPV17",-0.743449273636045,3.48169570335197e-08
