Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
AKT1,89,78,KEA3,0.74,3,AGC,AKT,AKT,AKT1
AKT2,98.33333333333333,93,KEA3,0.6885714285714286,3,AGC,AKT,AKT,AKT2
AKT3,155,162,KEA3,0.42857142857142855,2,AGC,AKT,AKT,AKT3
ALK,35,16,KEA3,0.9571428571428572,4,TK,ALK,ALK,ALK
ARAF,75.5,57,KEA3,0.8114285714285714,4,TKL,RAF,RAF,ARAF
ATM,98,92,KEA3,0.6914285714285714,3,ATYPICAL,PIKK,ATM,ATM
ATR,106,107,KEA3,0.6428571428571429,3,ATYPICAL,PIKK,ATR,ATR
AURKA,90.66666666666667,81,KEA3,0.7257142857142858,3,OTHER,AUR,AUR,AURKA
AURKB,79,62,KEA3,0.7971428571428572,4,OTHER,AUR,AUR,AURKB
AURKC,185,181,KEA3,0.36857142857142855,2,OTHER,AUR,AUR,AURKC
AXL,126,133,KEA3,0.5485714285714286,3,TK,AXL,AXL,AXL
BLK,262.5,248,KEA3,0.13714285714285715,1,TK,SRC,SRCB,BLK
BMP2K,329,288,KEA3,0.022857142857142857,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,136.5,147,KEA3,0.48857142857142855,2,TKL,STKR,TYPE1,BMPR1A
BMPR1B,114,115,KEA3,0.6085714285714285,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,226,216,KEA3,0.23714285714285716,1,TKL,STKR,TYPE2,BMPR2
BMX,62,47,KEA3,0.8485714285714285,4,TK,TEC,TEC,BMX
BRAF,176.5,174,KEA3,0.38857142857142857,2,TKL,RAF,RAF,BRAF
BRSK1,226.33333333333334,217,KEA3,0.2342857142857143,1,CAMK,CAMKL,BRSK,BRSK1
BRSK2,315,278,KEA3,0.05142857142857143,1,CAMK,CAMKL,BRSK,BRSK2
BTK,75.66666666666667,58,KEA3,0.8085714285714286,4,TK,TEC,TEC,BTK
BUB1,191.5,191,KEA3,0.3314285714285714,2,OTHER,BUB,BUB,BUB1
CAMK1,199,196,KEA3,0.3171428571428571,2,CAMK,CAMK1,CAMK1,CAMK1
CAMK1D,255.5,243,KEA3,0.15142857142857144,1,CAMK,CAMK1,CAMK1,CAMK1D
CAMK2A,109.33333333333333,110,KEA3,0.6342857142857142,3,CAMK,CAMK2,CAMK2,CAMK2A
CAMK2B,186.5,183,KEA3,0.3628571428571429,2,CAMK,CAMK2,CAMK2,CAMK2B
CAMK2D,129.66666666666666,139,KEA3,0.5228571428571429,3,CAMK,CAMK2,CAMK2,CAMK2D
CAMK2G,13,4,KEA3,0.9914285714285714,4,CAMK,CAMK2,CAMK2,CAMK2G
CAMK4,111.66666666666667,112,KEA3,0.6257142857142857,3,CAMK,CAMK1,CAMK1,CAMK4
CAMKK1,154.33333333333334,161,KEA3,0.43714285714285717,2,OTHER,CAMKK,META,CAMKK1
CAMKK2,178,176,KEA3,0.38285714285714284,2,OTHER,CAMKK,META,CAMKK2
CDC42BPA,284,265,KEA3,0.08857142857142856,1,AGC,DMPK,GEK,CDC42BPA
CDC7,206,202,KEA3,0.2885714285714286,2,OTHER,CDC7,CDC7,CDC7
CDK1,120,121,KEA3,0.5914285714285714,3,CMGC,CDK,CDC2,CDK1
CDK11A,268,252,KEA3,0.12571428571428572,1,CMGC,CDK,CDK11,CDK11A
CDK11A,268,252,KEA3,0.12571428571428572,1,NA,NA,NA,CDK11A
CDK12,273,256,KEA3,0.11428571428571428,1,CMGC,CDK,CRK7,CDK12
CDK15,201,198,KEA3,0.3057142857142857,2,CMGC,CDK,PFTAIRE,CDK15
CDK16,94,84,KEA3,0.7171428571428572,3,CMGC,CDK,PCTAIRE,CDK16
CDK18,242,230,KEA3,0.19142857142857142,1,CMGC,CDK,PCTAIRE,CDK18
CDK19,252,239,KEA3,0.1657142857142857,1,CMGC,CDK,CDK8,CDK19
CDK2,83,68,KEA3,0.78,4,CMGC,CDK,CDC2,CDK2
CDK20,282,263,KEA3,0.09428571428571429,1,CMGC,CDK,CCRK,CDK20
CDK3,28.666666666666668,14,KEA3,0.9628571428571429,4,CMGC,CDK,CDC2,CDK3
CDK4,54.666666666666664,35,KEA3,0.8914285714285715,4,CMGC,CDK,CDK4,CDK4
CDK5,56,36,KEA3,0.8885714285714286,4,CMGC,CDK,CDK5,CDK5
CDK6,84.66666666666667,70,KEA3,0.7742857142857142,4,CMGC,CDK,CDK4,CDK6
CDK7,114,115,KEA3,0.6085714285714285,3,CMGC,CDK,CDK7,CDK7
CDK8,227,218,KEA3,0.22857142857142856,1,CMGC,CDK,CDK8,CDK8
CDK9,86.66666666666667,72,KEA3,0.7657142857142857,4,CMGC,CDK,CDK9,CDK9
CDKL3,280,262,KEA3,0.09714285714285714,1,CMGC,CDKL,CDKL,CDKL3
CDKL5,123.5,126,KEA3,0.5685714285714286,3,CMGC,CDKL,CDKL,CDKL5
CHEK1,75,56,KEA3,0.8142857142857143,4,CAMK,CAMKL,CHK1,CHEK1
CHEK2,60.666666666666664,43,KEA3,0.8628571428571429,4,CAMK,RAD53,RAD53,CHEK2
CHUK,112,113,KEA3,0.62,3,OTHER,IKK,IKK,CHUK
CLK1,61,44,KEA3,0.86,4,CMGC,CLK,CLK,CLK1
CLK2,89,78,KEA3,0.74,3,CMGC,CLK,CLK,CLK2
CLK3,192,192,KEA3,0.32857142857142857,2,CMGC,CLK,CLK,CLK3
CLK4,327,287,KEA3,0.025714285714285714,1,CMGC,CLK,CLK,CLK4
CSF1R,229,219,KEA3,0.2257142857142857,1,TK,PDGFR,PDGFR,CSF1R
CSK,5.666666666666667,2,KEA3,0.9971428571428571,4,TK,CSK,CSK,CSK
CSNK1A1,127,134,KEA3,0.5428571428571428,3,CK1,CK1,CK1-A,CSNK1A1
CSNK1A1L,266,250,KEA3,0.13142857142857142,1,CK1,CK1,CK1-A,CSNK1A1L
CSNK1D,124.66666666666667,130,KEA3,0.5571428571428572,3,CK1,CK1,CK1-D,CSNK1D
CSNK1E,128.66666666666666,137,KEA3,0.5285714285714286,3,CK1,CK1,CK1-D,CSNK1E
CSNK1G1,238,226,KEA3,0.20285714285714285,1,CK1,CK1,CK1-G,CSNK1G1
CSNK1G2,218.5,212,KEA3,0.2542857142857143,2,CK1,CK1,CK1-G,CSNK1G2
CSNK1G3,206,202,KEA3,0.2885714285714286,2,CK1,CK1,CK1-G,CSNK1G3
CSNK2A1,103,101,KEA3,0.66,3,CMGC,CK2,CK2,CSNK2A1
CSNK2A2,102,99,KEA3,0.6685714285714286,3,CMGC,CK2,CK2,CSNK2A2
DAPK1,167.33333333333334,168,KEA3,0.4114285714285714,2,CAMK,DAPK,DAPK,DAPK1
DAPK3,202.33333333333334,199,KEA3,0.3028571428571429,2,CAMK,DAPK,DAPK,DAPK3
DCLK1,135,144,KEA3,0.5028571428571429,3,CAMK,DCAMKL,DCAMKL,DCLK1
DDR1,127,134,KEA3,0.5428571428571428,3,TK,DDR,DDR,DDR1
DDR2,14,6,KEA3,0.9857142857142858,4,TK,DDR,DDR,DDR2
DMPK,143,155,KEA3,0.46,2,AGC,DMPK,GEK,DMPK
DYRK1A,94.66666666666667,85,KEA3,0.7142857142857143,3,CMGC,DYRK,DYRK1,DYRK1A
DYRK1B,97.33333333333333,90,KEA3,0.6971428571428572,3,CMGC,DYRK,DYRK1,DYRK1B
DYRK2,51.666666666666664,34,KEA3,0.8942857142857142,4,CMGC,DYRK,DYRK2,DYRK2
DYRK3,200,197,KEA3,0.30857142857142855,2,CMGC,DYRK,DYRK2,DYRK3
DYRK4,98.5,94,KEA3,0.6828571428571428,3,CMGC,DYRK,DYRK2,DYRK4
EEF2K,207,203,KEA3,0.2857142857142857,2,ATYPICAL,ALPHA,EEF2K,EEF2K
EGFR,60.33333333333333,42,KEA3,0.8657142857142858,4,TK,EGFR,EGFR,EGFR
EIF2AK1,324,285,KEA3,0.03142857142857143,1,OTHER,PEK,HRI,EIF2AK1
EIF2AK2,130.33333333333334,140,KEA3,0.52,3,OTHER,PEK,PKR,EIF2AK2
EIF2AK3,337,294,KEA3,0.005714285714285714,1,OTHER,PEK,PEK,EIF2AK3
EPHA2,234,223,KEA3,0.21142857142857144,1,TK,EPH,EPH,EPHA2
EPHA3,80.5,66,KEA3,0.7857142857142857,4,TK,EPH,EPH,EPHA3
EPHA4,231,221,KEA3,0.22,1,TK,EPH,EPH,EPHA4
EPHA8,336,293,KEA3,0.008571428571428572,1,TK,EPH,EPH,EPHA8
EPHB1,271,255,KEA3,0.11714285714285715,1,TK,EPH,EPH,EPHB1
EPHB2,137,149,KEA3,0.4828571428571429,2,TK,EPH,EPH,EPHB2
EPHB3,39,19,KEA3,0.9485714285714286,4,TK,EPH,EPH,EPHB3
ERBB2,129.5,138,KEA3,0.5257142857142857,3,TK,EGFR,EGFR,ERBB2
ERBB4,269,253,KEA3,0.12285714285714286,1,TK,EGFR,EGFR,ERBB4
FASTK,216,210,KEA3,0.26285714285714284,2,ATYPICAL,FAST,FAST,FASTK
FER,58.5,40,KEA3,0.8742857142857143,4,TK,FER,FER,FER
FES,124,127,KEA3,0.5657142857142857,3,TK,FER,FER,FES
FGFR1,64,48,KEA3,0.84,4,TK,FGFR,FGFR,FGFR1
FGFR2,171,170,KEA3,0.40285714285714286,2,TK,FGFR,FGFR,FGFR2
FGFR3,87.5,74,KEA3,0.76,4,TK,FGFR,FGFR,FGFR3
FGFR4,48,30,KEA3,0.9114285714285715,4,TK,FGFR,FGFR,FGFR4
FGR,95,86,KEA3,0.7085714285714285,3,TK,SRC,SRCA,FGR
FLT1,183,179,KEA3,0.3742857142857143,2,TK,VEGFR,VEGFR,FLT1
FLT3,48,30,KEA3,0.9114285714285715,4,TK,PDGFR,PDGFR,FLT3
FLT4,191,189,KEA3,0.33714285714285713,2,TK,VEGFR,VEGFR,FLT4
FRK,189,186,KEA3,0.3514285714285714,2,TK,SRC,FRK,FRK
FYN,45.666666666666664,27,KEA3,0.9257142857142857,4,TK,SRC,SRCA,FYN
GRK1,333,291,KEA3,0.014285714285714285,1,AGC,GRK,GRK,GRK1
GRK2,46.666666666666664,28,KEA3,0.9228571428571428,4,AGC,GRK,BARK,GRK2
GRK3,232.5,222,KEA3,0.21428571428571427,1,AGC,GRK,BARK,GRK3
GRK5,134.66666666666666,143,KEA3,0.5114285714285715,3,AGC,GRK,GRK,GRK5
GRK6,135.66666666666666,146,KEA3,0.49714285714285716,2,AGC,GRK,GRK,GRK6
GSK3A,75,56,KEA3,0.8142857142857143,4,CMGC,GSK,GSK,GSK3A
GSK3B,86.66666666666667,72,KEA3,0.7657142857142857,4,CMGC,GSK,GSK,GSK3B
HASPIN,221,214,KEA3,0.24571428571428572,1,OTHER,HASPIN,HASPIN,HASPIN
HCK,104.33333333333333,103,KEA3,0.6542857142857142,3,TK,SRC,SRCB,HCK
HIPK1,121,123,KEA3,0.58,3,CMGC,DYRK,HIPK,HIPK1
HIPK2,128,135,KEA3,0.5342857142857143,3,CMGC,DYRK,HIPK,HIPK2
HIPK3,305,270,KEA3,0.07428571428571429,1,CMGC,DYRK,HIPK,HIPK3
HIPK4,175,172,KEA3,0.3942857142857143,2,CMGC,DYRK,HIPK,HIPK4
ICK,285,266,KEA3,0.08571428571428572,1,CMGC,RCK,RCK,CILK1
IGF1R,136.66666666666666,148,KEA3,0.4857142857142857,2,TK,INSR,INSR,IGF1R
IKBKB,114.66666666666667,116,KEA3,0.6057142857142858,3,OTHER,IKK,IKK,IKBKB
IKBKE,124.33333333333333,128,KEA3,0.5628571428571428,3,OTHER,IKK,IKK,IKBKE
ILK,157,163,KEA3,0.4257142857142857,2,TKL,MLK,ILK,ILK
INSR,115,117,KEA3,0.6028571428571429,3,TK,INSR,INSR,INSR
IRAK1,99,96,KEA3,0.6771428571428572,3,TKL,IRAK,IRAK,IRAK1
IRAK3,260,247,KEA3,0.14,1,TKL,IRAK,IRAK,IRAK3
IRAK4,283,264,KEA3,0.09142857142857143,1,TKL,IRAK,IRAK,IRAK4
ITK,49.333333333333336,32,KEA3,0.9028571428571428,4,TK,TEC,TEC,ITK
JAK1,90,79,KEA3,0.7314285714285714,3,TK,JAKA,JAKA,JAK1
JAK2,19.666666666666668,10,KEA3,0.9742857142857143,4,TK,JAKA,JAKA,JAK2
JAK3,121,123,KEA3,0.58,3,TK,JAKA,JAKA,JAK3
KDR,195,193,KEA3,0.32571428571428573,2,TK,VEGFR,VEGFR,KDR
KIT,8,3,KEA3,0.9942857142857143,4,TK,PDGFR,PDGFR,KIT
KSR1,186,182,KEA3,0.3657142857142857,2,TKL,RAF,KSR,KSR1
KSR2,89,78,KEA3,0.74,3,TKL,RAF,KSR,KSR2
LATS1,209.66666666666666,208,KEA3,0.26857142857142857,2,AGC,NDR,NDR,LATS1
LATS2,107.5,108,KEA3,0.64,3,AGC,NDR,NDR,LATS2
LCK,38.666666666666664,18,KEA3,0.9514285714285714,4,TK,SRC,SRCB,LCK
LIMK1,225,215,KEA3,0.24,1,TKL,LISK,LIMK,LIMK1
LIMK2,128.5,136,KEA3,0.5314285714285715,3,TKL,LISK,LIMK,LIMK2
LRRK2,124.5,129,KEA3,0.56,3,TKL,LRRK,LRRK,LRRK2
LYN,45,25,KEA3,0.9314285714285714,4,TK,SRC,SRCB,LYN
MAK,200,197,KEA3,0.30857142857142855,2,CMGC,RCK,RCK,MAK
MAP2K1,60.33333333333333,42,KEA3,0.8657142857142858,4,STE,STE7,MEK1,MAP2K1
MAP2K2,98.5,94,KEA3,0.6828571428571428,3,STE,STE7,MEK1,MAP2K2
MAP2K3,215,209,KEA3,0.26571428571428574,2,STE,STE7,MEK3,MAP2K3
MAP2K4,58.66666666666667,41,KEA3,0.8714285714285714,4,STE,STE7,MEK4,MAP2K4
MAP2K6,38,17,KEA3,0.9542857142857143,4,STE,STE7,MEK3,MAP2K6
MAP2K7,136.5,147,KEA3,0.48857142857142855,2,STE,STE7,MEK7,MAP2K7
MAP3K1,241,229,KEA3,0.19428571428571428,1,STE,STE11,MEKK1,MAP3K1
MAP3K10,184,180,KEA3,0.37142857142857144,2,TKL,MLK,MLK,MAP3K10
MAP3K11,168.33333333333334,169,KEA3,0.4085714285714286,2,TKL,MLK,MLK,MAP3K11
MAP3K13,239.5,228,KEA3,0.19714285714285715,1,TKL,MLK,LZK,MAP3K13
MAP3K14,155,162,KEA3,0.42857142857142855,2,STE,STE-UNIQUE,STE-UNIQUE,MAP3K14
MAP3K20,286,267,KEA3,0.08285714285714285,1,TKL,MLK,ZAK,MAP3K20
MAP3K3,248,236,KEA3,0.1742857142857143,1,STE,STE11,MEKK2,MAP3K3
MAP3K4,314,277,KEA3,0.054285714285714284,1,STE,STE11,MEKK4,MAP3K4
MAP3K5,41.666666666666664,22,KEA3,0.94,4,STE,STE11,ASK,MAP3K5
MAP3K6,239,227,KEA3,0.2,1,STE,STE11,ASK,MAP3K6
MAP3K7,110.66666666666667,111,KEA3,0.6285714285714286,3,TKL,MLK,TAK1,MAP3K7
MAP3K8,189.5,187,KEA3,0.3457142857142857,2,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
MAP4K1,196,194,KEA3,0.32285714285714284,2,STE,STE20,KHS,MAP4K1
MAP4K2,90,79,KEA3,0.7314285714285714,3,STE,STE20,KHS,MAP4K2
MAP4K3,308,272,KEA3,0.06857142857142857,1,STE,STE20,KHS,MAP4K3
MAP4K4,276,259,KEA3,0.10571428571428572,1,STE,STE20,MSN,MAP4K4
MAP4K5,171,170,KEA3,0.40285714285714286,2,STE,STE20,KHS,MAP4K5
MAPK1,92.66666666666667,83,KEA3,0.72,3,CMGC,MAPK,ERK1,MAPK1
MAPK10,113,114,KEA3,0.6171428571428571,3,CMGC,MAPK,JNK,MAPK10
MAPK11,61.666666666666664,46,KEA3,0.8542857142857143,4,CMGC,MAPK,P38,MAPK11
MAPK12,103,101,KEA3,0.66,3,CMGC,MAPK,P38,MAPK12
MAPK13,141.33333333333334,153,KEA3,0.4685714285714286,2,CMGC,MAPK,P38,MAPK13
MAPK14,49.333333333333336,32,KEA3,0.9028571428571428,4,CMGC,MAPK,P38,MAPK14
MAPK15,100.5,98,KEA3,0.6714285714285714,3,CMGC,MAPK,ERK7,MAPK15
MAPK3,90.66666666666666,80,KEA3,0.7285714285714285,3,CMGC,MAPK,ERK1,MAPK3
MAPK6,247,235,KEA3,0.17714285714285713,1,CMGC,MAPK,ERK3,MAPK6
MAPK7,139.33333333333334,152,KEA3,0.4714285714285714,2,CMGC,MAPK,ERK5,MAPK7
MAPK8,98.66666666666667,95,KEA3,0.68,3,CMGC,MAPK,JNK,MAPK8
MAPK9,58,38,KEA3,0.8828571428571429,4,CMGC,MAPK,JNK,MAPK9
MAPKAPK2,107.66666666666667,109,KEA3,0.6371428571428571,3,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
MAPKAPK3,310,273,KEA3,0.06571428571428571,1,CAMK,MAPKAPK,MAPKAPK,MAPKAPK3
MAPKAPK5,114,115,KEA3,0.6085714285714285,3,CAMK,MAPKAPK,MAPKAPK,MAPKAPK5
MARK2,155,162,KEA3,0.42857142857142855,2,CAMK,CAMKL,MARK,MARK2
MARK3,191.33333333333334,190,KEA3,0.3342857142857143,2,CAMK,CAMKL,MARK,MARK3
MARK4,335,292,KEA3,0.011428571428571429,1,CAMK,CAMKL,MARK,MARK4
MAST1,242.5,231,KEA3,0.18857142857142858,1,AGC,MAST,MAST,MAST1
MAST2,323,284,KEA3,0.03428571428571429,1,AGC,MAST,MAST,MAST2
MATK,70,52,KEA3,0.8285714285714286,4,TK,CSK,CSK,MATK
MELK,279,261,KEA3,0.1,1,CAMK,CAMKL,MELK,MELK
MERTK,153,159,KEA3,0.44285714285714284,2,TK,AXL,AXL,MERTK
MET,19,9,KEA3,0.9771428571428571,4,TK,MET,MET,MET
MKNK1,173,171,KEA3,0.4,2,CAMK,MAPKAPK,MNK,MKNK1
MKNK2,243.5,232,KEA3,0.18571428571428572,1,CAMK,MAPKAPK,MNK,MKNK2
MOK,254.5,241,KEA3,0.16,1,CMGC,RCK,RCK,MOK
MOS,313,276,KEA3,0.05714285714285714,1,OTHER,MOS,MOS,MOS
MST1R,176,173,KEA3,0.3914285714285714,2,TK,MET,MET,MST1R
MTOR,135,144,KEA3,0.5028571428571429,3,ATYPICAL,PIKK,FRAP,MTOR
MYLK2,202.5,200,KEA3,0.29714285714285715,2,CAMK,MLCK,MLCK,MYLK2
MYO3A,256,244,KEA3,0.14857142857142858,1,STE,STE20,NINAC,MYO3A
NEK10,250,237,KEA3,0.17142857142857143,1,OTHER,NEK,NEK10,NEK10
NEK11,322,283,KEA3,0.037142857142857144,1,OTHER,NEK,NEK11,NEK11
NEK2,87,73,KEA3,0.7628571428571429,4,OTHER,NEK,NEK2,NEK2
NEK3,187,184,KEA3,0.36,2,OTHER,NEK,NEK1,NEK3
NEK4,209.5,207,KEA3,0.2714285714285714,2,OTHER,NEK,NEK4,NEK4
NEK6,51,33,KEA3,0.9,4,OTHER,NEK,NEK6,NEK6
NEK8,200,197,KEA3,0.30857142857142855,2,OTHER,NEK,NEK8,NEK8
NEK9,72,54,KEA3,0.8228571428571428,4,OTHER,NEK,NEK8,NEK9
NIM1K,258,245,KEA3,0.1457142857142857,1,CAMK,CAMKL,NIM1,NIM1K
NLK,161.33333333333334,167,KEA3,0.4142857142857143,2,CMGC,MAPK,NMO,NLK
NPR2,115.5,118,KEA3,0.6,3,RGC,RGC,RGC,NPR2
NRBP2,227,218,KEA3,0.22857142857142856,1,OTHER,NRBP,NRBP,NRBP2
NTRK1,47,29,KEA3,0.9171428571428571,4,TK,TRK,TRK,NTRK1
NTRK2,277,260,KEA3,0.10285714285714286,1,TK,TRK,TRK,NTRK2
NTRK3,147,157,KEA3,0.4542857142857143,2,TK,TRK,TRK,NTRK3
NUAK1,118.33333333333333,119,KEA3,0.5971428571428572,3,CAMK,CAMKL,NUAK,NUAK1
NUAK2,307,271,KEA3,0.07142857142857142,1,CAMK,CAMKL,NUAK,NUAK2
OXSR1,275,258,KEA3,0.10857142857142857,1,STE,STE20,FRAY,OXSR1
PAK1,95,86,KEA3,0.7085714285714285,3,STE,STE20,PAKA,PAK1
PAK2,105.66666666666667,106,KEA3,0.6457142857142857,3,STE,STE20,PAKA,PAK2
PAK3,189,186,KEA3,0.3514285714285714,2,STE,STE20,PAKA,PAK3
PAK4,74.66666666666667,55,KEA3,0.82,4,STE,STE20,PAKB,PAK4
PAK5,267,251,KEA3,0.12857142857142856,1,STE,STE20,PAKB,PAK5
PAK6,207.5,204,KEA3,0.28285714285714286,2,STE,STE20,PAKB,PAK6
PASK,244,233,KEA3,0.18285714285714286,1,CAMK,CAMKL,PASK,PASK
PBK,208.33333333333334,205,KEA3,0.28,2,OTHER,TOPK,TOPK,PBK
PDGFRA,112,113,KEA3,0.62,3,TK,PDGFR,PDGFR,PDGFRA
PDGFRB,13.666666666666668,5,KEA3,0.9885714285714285,4,TK,PDGFR,PDGFR,PDGFRB
PDIK1L,312,275,KEA3,0.06,1,OTHER,NKF4,NKF4,PDIK1L
PDK1,64,48,KEA3,0.84,4,ATYPICAL,PDHK,PDHK,PDK1
PDPK1,39.5,20,KEA3,0.9457142857142857,4,AGC,PDK1,PDK1,PDPK1
PIK3CA,42,23,KEA3,0.9371428571428572,4,NA,NA,NA,PIK3CA
PIK3CB,265,249,KEA3,0.13428571428571429,1,NA,NA,NA,PIK3CB
PIK3CG,319,281,KEA3,0.04285714285714286,1,NA,NA,NA,PIK3CG
PIK3R4,190,188,KEA3,0.34,2,OTHER,VPS15,VPS15,PIK3R4
PIM1,88.66666666666667,77,KEA3,0.7514285714285714,4,CAMK,PIM,PIM,PIM1
PIM2,89,78,KEA3,0.74,3,CAMK,PIM,PIM,PIM2
PINK1,150,158,KEA3,0.44857142857142857,2,OTHER,NKF2,NKF2,PINK1
PKMYT1,219,213,KEA3,0.24857142857142858,1,OTHER,WEE,WEE,PKMYT1
PKN1,66.33333333333333,49,KEA3,0.8371428571428572,4,AGC,PKN,PKN,PKN1
PLK1,79.33333333333333,63,KEA3,0.7942857142857143,4,OTHER,PLK,PLK1,PLK1
PLK2,153.5,160,KEA3,0.44,2,OTHER,PLK,PLK2,PLK2
PLK3,105.33333333333333,104,KEA3,0.6514285714285715,3,OTHER,PLK,PLK2,PLK3
PLK4,128,135,KEA3,0.5342857142857143,3,OTHER,PLK,SAK,PLK4
PNCK,177,175,KEA3,0.38571428571428573,2,CAMK,CAMK1,CAMK1,PNCK
PRKAA1,79.66666666666667,64,KEA3,0.7914285714285715,4,CAMK,CAMKL,AMPK,PRKAA1
PRKAA2,128,135,KEA3,0.5342857142857143,3,CAMK,CAMKL,AMPK,PRKAA2
PRKACA,80.33333333333334,65,KEA3,0.7885714285714286,4,AGC,PKA,PKA,PRKACA
PRKACB,255.5,243,KEA3,0.15142857142857144,1,AGC,PKA,PKA,PRKACB
PRKCA,77.33333333333334,60,KEA3,0.8028571428571428,4,AGC,PKC,ALPHA,PRKCA
PRKCB,31,15,KEA3,0.96,4,AGC,PKC,ALPHA,PRKCB
PRKCD,69.33333333333333,50,KEA3,0.8342857142857143,4,AGC,PKC,DELTA,PRKCD
PRKCE,69.66666666666667,51,KEA3,0.8314285714285714,4,AGC,PKC,ETA,PRKCE
PRKCG,45.333333333333336,26,KEA3,0.9285714285714286,4,AGC,PKC,ALPHA,PRKCG
PRKCH,16,7,KEA3,0.9828571428571429,4,AGC,PKC,ETA,PRKCH
PRKCI,125,131,KEA3,0.5542857142857143,3,AGC,PKC,IOTA,PRKCI
PRKCQ,88.33333333333333,76,KEA3,0.7542857142857143,4,AGC,PKC,DELTA,PRKCQ
PRKCZ,91.66666666666667,82,KEA3,0.7228571428571429,3,AGC,PKC,IOTA,PRKCZ
PRKD1,58.333333333333336,39,KEA3,0.88,4,CAMK,PKD,PKD,PRKD1
PRKD2,188.33333333333334,185,KEA3,0.35714285714285715,2,CAMK,PKD,PKD,PRKD2
PRKD3,139,151,KEA3,0.4742857142857143,2,CAMK,PKD,PKD,PRKD3
