Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
CDK19,160,165,KEA3,0.42857142857142855,2,CMGC,CDK,CDK8,CDK19
CDK2,45,22,KEA3,0.9228571428571428,4,CMGC,CDK,CDC2,CDK2
CDK20,238,237,KEA3,0.17714285714285713,1,CMGC,CDK,CCRK,CDK20
CDK3,33.333333333333336,13,KEA3,0.96,4,CMGC,CDK,CDC2,CDK3
CDK4,34,14,KEA3,0.9571428571428572,4,CMGC,CDK,CDK4,CDK4
CDK5,53.333333333333336,36,KEA3,0.88,4,CMGC,CDK,CDK5,CDK5
CDK6,52.666666666666664,34,KEA3,0.8885714285714286,4,CMGC,CDK,CDK4,CDK6
CDK7,76.66666666666667,63,KEA3,0.7857142857142857,4,CMGC,CDK,CDK7,CDK7
CDK8,210.5,217,KEA3,0.2542857142857143,2,CMGC,CDK,CDK8,CDK8
CDK9,67.33333333333333,49,KEA3,0.8371428571428572,4,CMGC,CDK,CDK9,CDK9
CDKL3,307,271,KEA3,0.07142857142857142,1,CMGC,CDKL,CDKL,CDKL3
CDKL5,161,166,KEA3,0.4257142857142857,2,CMGC,CDKL,CDKL,CDKL5
CHEK1,86,78,KEA3,0.7371428571428571,3,CAMK,CAMKL,CHK1,CHEK1
CHEK2,52.333333333333336,33,KEA3,0.8914285714285715,4,CAMK,RAD53,RAD53,CHEK2
CHUK,86.33333333333333,79,KEA3,0.7342857142857143,3,OTHER,IKK,IKK,CHUK
CLK1,57,42,KEA3,0.8628571428571429,4,CMGC,CLK,CLK,CLK1
CLK2,71,53,KEA3,0.8171428571428572,4,CMGC,CLK,CLK,CLK2
CLK3,203.5,209,KEA3,0.2857142857142857,2,CMGC,CLK,CLK,CLK3
CLK4,323,284,KEA3,0.03428571428571429,1,CMGC,CLK,CLK,CLK4
CSF1R,205,210,KEA3,0.28285714285714286,2,TK,PDGFR,PDGFR,CSF1R
CSK,11,3,KEA3,0.9942857142857143,4,TK,CSK,CSK,CSK
CSNK1A1,122.66666666666666,125,KEA3,0.5657142857142857,3,CK1,CK1,CK1-A,CSNK1A1
CSNK1A1L,337,294,KEA3,0.005714285714285714,1,CK1,CK1,CK1-A,CSNK1A1L
CSNK1D,97.33333333333333,98,KEA3,0.6628571428571428,3,CK1,CK1,CK1-D,CSNK1D
CSNK1E,82,71,KEA3,0.7571428571428571,4,CK1,CK1,CK1-D,CSNK1E
CSNK1G1,229.5,231,KEA3,0.2,1,CK1,CK1,CK1-G,CSNK1G1
CSNK1G2,207,214,KEA3,0.2714285714285714,2,CK1,CK1,CK1-G,CSNK1G2
CSNK1G3,186,190,KEA3,0.34285714285714286,2,CK1,CK1,CK1-G,CSNK1G3
CSNK2A1,46,24,KEA3,0.9171428571428571,4,CMGC,CK2,CK2,CSNK2A1
CSNK2A2,91.33333333333333,86,KEA3,0.7085714285714285,3,CMGC,CK2,CK2,CSNK2A2
DAPK1,182,186,KEA3,0.35428571428571426,2,CAMK,DAPK,DAPK,DAPK1
DAPK3,205.33333333333334,211,KEA3,0.28,2,CAMK,DAPK,DAPK,DAPK3
DCLK1,178,182,KEA3,0.37142857142857144,2,CAMK,DCAMKL,DCAMKL,DCLK1
DDR1,142.5,148,KEA3,0.4942857142857143,2,TK,DDR,DDR,DDR1
DDR2,25,8,KEA3,0.9771428571428571,4,TK,DDR,DDR,DDR2
DMPK,260,254,KEA3,0.12,1,AGC,DMPK,GEK,DMPK
DYRK1A,141,146,KEA3,0.5,3,CMGC,DYRK,DYRK1,DYRK1A
DYRK1B,106.33333333333333,107,KEA3,0.6228571428571429,3,CMGC,DYRK,DYRK1,DYRK1B
DYRK2,72.33333333333333,57,KEA3,0.8057142857142857,4,CMGC,DYRK,DYRK2,DYRK2
DYRK3,213,220,KEA3,0.24285714285714285,1,CMGC,DYRK,DYRK2,DYRK3
DYRK4,106,106,KEA3,0.6285714285714286,3,CMGC,DYRK,DYRK2,DYRK4
EEF2K,229.5,231,KEA3,0.2,1,ATYPICAL,ALPHA,EEF2K,EEF2K
EGFR,96.33333333333333,96,KEA3,0.6685714285714286,3,TK,EGFR,EGFR,EGFR
EIF2AK1,320,282,KEA3,0.04,1,OTHER,PEK,HRI,EIF2AK1
EIF2AK2,145.33333333333334,153,KEA3,0.4714285714285714,2,OTHER,PEK,PKR,EIF2AK2
EIF2AK3,336,293,KEA3,0.008571428571428572,1,OTHER,PEK,PEK,EIF2AK3
EPHA2,213,220,KEA3,0.24285714285714285,1,TK,EPH,EPH,EPHA2
EPHA3,92.5,88,KEA3,0.7028571428571428,3,TK,EPH,EPH,EPHA3
EPHA4,328,287,KEA3,0.025714285714285714,1,TK,EPH,EPH,EPHA4
EPHA8,335,292,KEA3,0.011428571428571429,1,TK,EPH,EPH,EPHA8
EPHB1,324,285,KEA3,0.03142857142857143,1,TK,EPH,EPH,EPHB1
EPHB2,134,140,KEA3,0.5171428571428571,3,TK,EPH,EPH,EPHB2
EPHB3,29,10,KEA3,0.9714285714285714,4,TK,EPH,EPH,EPHB3
ERBB2,118.5,120,KEA3,0.5828571428571429,3,TK,EGFR,EGFR,ERBB2
ERBB4,212,218,KEA3,0.25142857142857145,2,TK,EGFR,EGFR,ERBB4
FASTK,205.5,212,KEA3,0.27714285714285714,2,ATYPICAL,FAST,FAST,FASTK
FER,54,37,KEA3,0.8771428571428571,4,TK,FER,FER,FER
FES,93,90,KEA3,0.6885714285714286,3,TK,FER,FER,FES
FGFR1,81,70,KEA3,0.76,4,TK,FGFR,FGFR,FGFR1
FGFR2,87.5,82,KEA3,0.72,3,TK,FGFR,FGFR,FGFR2
FGFR3,83,74,KEA3,0.7485714285714286,3,TK,FGFR,FGFR,FGFR3
FGFR4,78.5,67,KEA3,0.7742857142857142,4,TK,FGFR,FGFR,FGFR4
FGR,87,81,KEA3,0.7228571428571429,3,TK,SRC,SRCA,FGR
FLT1,40,17,KEA3,0.9457142857142857,4,TK,VEGFR,VEGFR,FLT1
FLT3,47,25,KEA3,0.9142857142857143,4,TK,PDGFR,PDGFR,FLT3
FLT4,177,181,KEA3,0.37714285714285717,2,TK,VEGFR,VEGFR,FLT4
FRK,178.5,183,KEA3,0.36857142857142855,2,TK,SRC,FRK,FRK
FYN,45,22,KEA3,0.9228571428571428,4,TK,SRC,SRCA,FYN
GRK1,332,290,KEA3,0.017142857142857144,1,AGC,GRK,GRK,GRK1
GRK2,69.66666666666667,51,KEA3,0.8228571428571428,4,AGC,GRK,BARK,GRK2
GRK3,229.5,231,KEA3,0.2,1,AGC,GRK,BARK,GRK3
GRK5,128.33333333333334,133,KEA3,0.54,3,AGC,GRK,GRK,GRK5
GRK6,148,155,KEA3,0.46285714285714286,2,AGC,GRK,GRK,GRK6
GSK3A,92.66666666666667,89,KEA3,0.7,3,CMGC,GSK,GSK,GSK3A
GSK3B,51.333333333333336,29,KEA3,0.9028571428571428,4,CMGC,GSK,GSK,GSK3B
HASPIN,221,225,KEA3,0.2257142857142857,1,OTHER,HASPIN,HASPIN,HASPIN
HCK,93,90,KEA3,0.6885714285714286,3,TK,SRC,SRCB,HCK
HIPK1,143,150,KEA3,0.4828571428571429,2,CMGC,DYRK,HIPK,HIPK1
HIPK2,134.33333333333334,141,KEA3,0.5142857142857142,3,CMGC,DYRK,HIPK,HIPK2
HIPK3,298,264,KEA3,0.09142857142857143,1,CMGC,DYRK,HIPK,HIPK3
HIPK4,176.5,180,KEA3,0.38,2,CMGC,DYRK,HIPK,HIPK4
ICK,241,239,KEA3,0.17142857142857143,1,CMGC,RCK,RCK,CILK1
IGF1R,116.33333333333333,119,KEA3,0.5857142857142857,3,TK,INSR,INSR,IGF1R
IKBKB,119.33333333333333,121,KEA3,0.58,3,OTHER,IKK,IKK,IKBKB
IKBKE,132.33333333333334,138,KEA3,0.5228571428571429,3,OTHER,IKK,IKK,IKBKE
ILK,181.66666666666666,185,KEA3,0.3628571428571429,2,TKL,MLK,ILK,ILK
INSR,88,83,KEA3,0.7171428571428572,3,TK,INSR,INSR,INSR
IRAK1,94.5,94,KEA3,0.6771428571428572,3,TKL,IRAK,IRAK,IRAK1
IRAK3,253,251,KEA3,0.13142857142857142,1,TKL,IRAK,IRAK,IRAK3
IRAK4,297,263,KEA3,0.09428571428571429,1,TKL,IRAK,IRAK,IRAK4
ITK,108.33333333333333,111,KEA3,0.6114285714285714,3,TK,TEC,TEC,ITK
JAK1,85,77,KEA3,0.74,3,TK,JAKA,JAKA,JAK1
JAK2,33,12,KEA3,0.9628571428571429,4,TK,JAKA,JAKA,JAK2
JAK3,115.66666666666667,117,KEA3,0.5942857142857143,3,TK,JAKA,JAKA,JAK3
KDR,51,28,KEA3,0.9057142857142857,4,TK,VEGFR,VEGFR,KDR
KIT,4,1,KEA3,1,4,TK,PDGFR,PDGFR,KIT
KSR1,95,95,KEA3,0.6742857142857143,3,TKL,RAF,KSR,KSR1
KSR2,155,161,KEA3,0.44,2,TKL,RAF,KSR,KSR2
LATS1,201.66666666666666,207,KEA3,0.2914285714285714,2,AGC,NDR,NDR,LATS1
LATS2,111,112,KEA3,0.6085714285714285,3,AGC,NDR,NDR,LATS2
LCK,38.666666666666664,16,KEA3,0.9514285714285714,4,TK,SRC,SRCB,LCK
LIMK1,242,240,KEA3,0.16857142857142857,1,TKL,LISK,LIMK,LIMK1
LIMK2,103,104,KEA3,0.6342857142857142,3,TKL,LISK,LIMK,LIMK2
LRRK2,175,178,KEA3,0.38571428571428573,2,TKL,LRRK,LRRK,LRRK2
LYN,45,22,KEA3,0.9228571428571428,4,TK,SRC,SRCB,LYN
MAK,181,184,KEA3,0.3657142857142857,2,CMGC,RCK,RCK,MAK
MAP2K1,84.33333333333334,76,KEA3,0.7428571428571429,3,STE,STE7,MEK1,MAP2K1
MAP2K2,68,50,KEA3,0.8314285714285714,4,STE,STE7,MEK1,MAP2K2
MAP2K3,195,203,KEA3,0.3028571428571429,2,STE,STE7,MEK3,MAP2K3
MAP2K4,173.33333333333334,177,KEA3,0.3914285714285714,2,STE,STE7,MEK4,MAP2K4
MAP2K6,169,173,KEA3,0.40285714285714286,2,STE,STE7,MEK3,MAP2K6
MAP2K7,162.5,168,KEA3,0.42,2,STE,STE7,MEK7,MAP2K7
MAP3K1,262,255,KEA3,0.11714285714285715,1,STE,STE11,MEKK1,MAP3K1
MAP3K10,173,176,KEA3,0.3942857142857143,2,TKL,MLK,MLK,MAP3K10
MAP3K11,191.66666666666666,198,KEA3,0.3171428571428571,2,TKL,MLK,MLK,MAP3K11
MAP3K13,235.5,235,KEA3,0.18571428571428572,1,TKL,MLK,LZK,MAP3K13
MAP3K14,153,159,KEA3,0.44857142857142857,2,STE,STE-UNIQUE,STE-UNIQUE,MAP3K14
MAP3K20,289,259,KEA3,0.10571428571428572,1,TKL,MLK,ZAK,MAP3K20
MAP3K3,143,150,KEA3,0.4828571428571429,2,STE,STE11,MEKK2,MAP3K3
MAP3K4,308,272,KEA3,0.06857142857142857,1,STE,STE11,MEKK4,MAP3K4
MAP3K5,139.33333333333334,145,KEA3,0.5028571428571429,3,STE,STE11,ASK,MAP3K5
MAP3K6,184,188,KEA3,0.3485714285714286,2,STE,STE11,ASK,MAP3K6
MAP3K7,121,122,KEA3,0.5742857142857143,3,TKL,MLK,TAK1,MAP3K7
MAP3K8,131,135,KEA3,0.5342857142857143,3,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
MAP4K1,255,252,KEA3,0.12857142857142856,1,STE,STE20,KHS,MAP4K1
MAP4K2,187,191,KEA3,0.34,2,STE,STE20,KHS,MAP4K2
MAP4K3,301,266,KEA3,0.08571428571428572,1,STE,STE20,KHS,MAP4K3
MAP4K4,314,277,KEA3,0.054285714285714284,1,STE,STE20,MSN,MAP4K4
MAP4K5,202.5,208,KEA3,0.2885714285714286,2,STE,STE20,KHS,MAP4K5
MAPK1,43.66666666666667,21,KEA3,0.9342857142857143,4,CMGC,MAPK,ERK1,MAPK1
MAPK10,108,110,KEA3,0.6142857142857143,3,CMGC,MAPK,JNK,MAPK10
MAPK11,55.33333333333333,39,KEA3,0.8714285714285714,4,CMGC,MAPK,P38,MAPK11
MAPK12,124.33333333333333,129,KEA3,0.5542857142857143,3,CMGC,MAPK,P38,MAPK12
MAPK13,191.33333333333334,197,KEA3,0.32,2,CMGC,MAPK,P38,MAPK13
MAPK14,29.333333333333336,11,KEA3,0.9685714285714285,4,CMGC,MAPK,P38,MAPK14
MAPK15,102,102,KEA3,0.6485714285714286,3,CMGC,MAPK,ERK7,MAPK15
MAPK3,52,31,KEA3,0.8971428571428571,4,CMGC,MAPK,ERK1,MAPK3
MAPK6,243,241,KEA3,0.1657142857142857,1,CMGC,MAPK,ERK3,MAPK6
MAPK7,152,158,KEA3,0.4514285714285714,2,CMGC,MAPK,ERK5,MAPK7
MAPK8,74.33333333333333,60,KEA3,0.7942857142857143,4,CMGC,MAPK,JNK,MAPK8
MAPK9,58.333333333333336,44,KEA3,0.8542857142857143,4,CMGC,MAPK,JNK,MAPK9
MAPKAPK2,126,131,KEA3,0.5457142857142857,3,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
MAPKAPK3,303,267,KEA3,0.08285714285714285,1,CAMK,MAPKAPK,MAPKAPK,MAPKAPK3
MAPKAPK5,114.33333333333333,116,KEA3,0.5971428571428572,3,CAMK,MAPKAPK,MAPKAPK,MAPKAPK5
MARK2,145,152,KEA3,0.4742857142857143,2,CAMK,CAMKL,MARK,MARK2
MARK3,209,215,KEA3,0.26571428571428574,2,CAMK,CAMKL,MARK,MARK3
MARK4,334,291,KEA3,0.014285714285714285,1,CAMK,CAMKL,MARK,MARK4
MAST1,200,205,KEA3,0.29714285714285715,2,AGC,MAST,MAST,MAST1
MAST2,319,281,KEA3,0.04285714285714286,1,AGC,MAST,MAST,MAST2
MATK,74,59,KEA3,0.7971428571428572,4,TK,CSK,CSK,MATK
MELK,309,273,KEA3,0.06571428571428571,1,CAMK,CAMKL,MELK,MELK
MERTK,151,157,KEA3,0.45714285714285713,2,TK,AXL,AXL,MERTK
MET,112,113,KEA3,0.6057142857142858,3,TK,MET,MET,MET
MKNK1,139,144,KEA3,0.5057142857142857,3,CAMK,MAPKAPK,MNK,MKNK1
MKNK2,234.5,234,KEA3,0.18857142857142858,1,CAMK,MAPKAPK,MNK,MKNK2
MOK,251.5,249,KEA3,0.13714285714285715,1,CMGC,RCK,RCK,MOK
MOS,306,270,KEA3,0.07428571428571429,1,OTHER,MOS,MOS,MOS
MST1R,33,12,KEA3,0.9628571428571429,4,TK,MET,MET,MST1R
MTOR,135.33333333333334,143,KEA3,0.5085714285714286,3,ATYPICAL,PIKK,FRAP,MTOR
MYLK2,155,161,KEA3,0.44,2,CAMK,MLCK,MLCK,MYLK2
MYO3A,248,245,KEA3,0.15142857142857144,1,STE,STE20,NINAC,MYO3A
NEK10,293,261,KEA3,0.1,1,OTHER,NEK,NEK10,NEK10
NEK11,318,280,KEA3,0.045714285714285714,1,OTHER,NEK,NEK11,NEK11
NEK2,87,81,KEA3,0.7228571428571429,3,OTHER,NEK,NEK2,NEK2
NEK3,144,151,KEA3,0.47714285714285715,2,OTHER,NEK,NEK1,NEK3
NEK4,193.5,202,KEA3,0.3057142857142857,2,OTHER,NEK,NEK4,NEK4
NEK6,25,8,KEA3,0.9771428571428571,4,OTHER,NEK,NEK6,NEK6
NEK8,225,229,KEA3,0.21142857142857144,1,OTHER,NEK,NEK8,NEK8
NEK9,70.5,52,KEA3,0.82,4,OTHER,NEK,NEK8,NEK9
NIM1K,250,247,KEA3,0.14285714285714285,1,CAMK,CAMKL,NIM1,NIM1K
NLK,190.66666666666666,195,KEA3,0.32571428571428573,2,CMGC,MAPK,NMO,NLK
NPR2,103,104,KEA3,0.6342857142857142,3,RGC,RGC,RGC,NPR2
NRBP2,227,230,KEA3,0.20857142857142857,1,OTHER,NRBP,NRBP,NRBP2
NTRK1,35,15,KEA3,0.9542857142857143,4,TK,TRK,TRK,NTRK1
NTRK2,224,227,KEA3,0.21714285714285714,1,TK,TRK,TRK,NTRK2
NTRK3,188,192,KEA3,0.33714285714285713,2,TK,TRK,TRK,NTRK3
NUAK1,147.66666666666666,154,KEA3,0.4685714285714286,2,CAMK,CAMKL,NUAK,NUAK1
NUAK2,300,265,KEA3,0.08857142857142856,1,CAMK,CAMKL,NUAK,NUAK2
OXSR1,274.5,256,KEA3,0.11428571428571428,1,STE,STE20,FRAY,OXSR1
PAK1,76.33333333333333,62,KEA3,0.7885714285714286,4,STE,STE20,PAKA,PAK1
PAK2,112.66666666666667,115,KEA3,0.6,3,STE,STE20,PAKA,PAK2
PAK3,103,104,KEA3,0.6342857142857142,3,STE,STE20,PAKA,PAK3
PAK4,93.66666666666667,92,KEA3,0.6828571428571428,3,STE,STE20,PAKB,PAK4
PAK5,209,215,KEA3,0.26571428571428574,2,STE,STE20,PAKB,PAK5
PAK6,133.5,139,KEA3,0.52,3,STE,STE20,PAKB,PAK6
PASK,234,233,KEA3,0.19428571428571428,1,CAMK,CAMKL,PASK,PASK
PBK,200.33333333333334,206,KEA3,0.29428571428571426,2,OTHER,TOPK,TOPK,PBK
PDGFRA,53,35,KEA3,0.8828571428571429,4,TK,PDGFR,PDGFR,PDGFRA
PDGFRB,40.33333333333333,18,KEA3,0.9428571428571428,4,TK,PDGFR,PDGFR,PDGFRB
PDIK1L,305,269,KEA3,0.07714285714285714,1,OTHER,NKF4,NKF4,PDIK1L
PDK1,77.5,65,KEA3,0.78,4,ATYPICAL,PDHK,PDHK,PDK1
PDPK1,61.5,46,KEA3,0.8485714285714285,4,AGC,PDK1,PDK1,PDPK1
PIK3CA,15,4,KEA3,0.9914285714285714,4,NA,NA,NA,PIK3CA
PIK3CB,206,213,KEA3,0.2742857142857143,2,NA,NA,NA,PIK3CB
PIK3CG,315,278,KEA3,0.05142857142857143,1,NA,NA,NA,PIK3CG
PIK3R4,176,179,KEA3,0.38285714285714284,2,OTHER,VPS15,VPS15,PIK3R4
PIM1,102.66666666666667,103,KEA3,0.6428571428571429,3,CAMK,PIM,PIM,PIM1
PIM2,78,66,KEA3,0.7771428571428571,4,CAMK,PIM,PIM,PIM2
PINK1,148,155,KEA3,0.46285714285714286,2,OTHER,NKF2,NKF2,PINK1
PKMYT1,152,158,KEA3,0.4514285714285714,2,OTHER,WEE,WEE,PKMYT1
PKN1,52.33333333333333,32,KEA3,0.8942857142857142,4,AGC,PKN,PKN,PKN1
PLK1,55.333333333333336,40,KEA3,0.8685714285714285,4,OTHER,PLK,PLK1,PLK1
PLK2,149,156,KEA3,0.46,2,OTHER,PLK,PLK2,PLK2
PLK3,89.66666666666667,85,KEA3,0.7114285714285714,3,OTHER,PLK,PLK2,PLK3
PLK4,124,128,KEA3,0.5571428571428572,3,OTHER,PLK,SAK,PLK4
PNCK,175,178,KEA3,0.38571428571428573,2,CAMK,CAMK1,CAMK1,PNCK
PRKAA1,81,70,KEA3,0.76,4,CAMK,CAMKL,AMPK,PRKAA1
PRKAA2,123,126,KEA3,0.5628571428571428,3,CAMK,CAMKL,AMPK,PRKAA2
PRKACA,72,56,KEA3,0.8085714285714286,4,AGC,PKA,PKA,PRKACA
PRKACB,252,250,KEA3,0.13428571428571429,1,AGC,PKA,PKA,PRKACB
PRKCA,60,45,KEA3,0.8514285714285714,4,AGC,PKC,ALPHA,PRKCA
PRKCB,48.666666666666664,26,KEA3,0.9114285714285715,4,AGC,PKC,ALPHA,PRKCB
PRKCD,68,50,KEA3,0.8314285714285714,4,AGC,PKC,DELTA,PRKCD
PRKCE,63,47,KEA3,0.8457142857142858,4,AGC,PKC,ETA,PRKCE
PRKCG,79,68,KEA3,0.7714285714285715,4,AGC,PKC,ALPHA,PRKCG
PRKCH,24.666666666666668,7,KEA3,0.9828571428571429,4,AGC,PKC,ETA,PRKCH
PRKCI,106.33333333333333,107,KEA3,0.6228571428571429,3,AGC,PKC,IOTA,PRKCI
PRKCQ,71.33333333333333,54,KEA3,0.8142857142857143,4,AGC,PKC,DELTA,PRKCQ
PRKCZ,58,43,KEA3,0.8571428571428571,4,AGC,PKC,IOTA,PRKCZ
PRKD1,54.666666666666664,38,KEA3,0.8742857142857143,4,CAMK,PKD,PKD,PRKD1
PRKD2,182.33333333333334,187,KEA3,0.3514285714285714,2,CAMK,PKD,PKD,PRKD2
PRKD3,257,253,KEA3,0.12571428571428572,1,CAMK,PKD,PKD,PRKD3
PRKDC,53,35,KEA3,0.8828571428571429,4,ATYPICAL,PIKK,DNAPK,PRKDC
