Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
PRKG1,100.33333333333333,100,KEA3,0.6542857142857142,3,AGC,PKG,PKG,PRKG1
PRKG2,230,232,KEA3,0.19714285714285715,1,AGC,PKG,PKG,PRKG2
PRKX,165,171,KEA3,0.4114285714285714,2,AGC,PKA,PKA,PRKX
PRKY,144,151,KEA3,0.47714285714285715,2,AGC,PKA,PKA,PRKY
PRPF4B,210,216,KEA3,0.2571428571428571,2,CMGC,DYRK,PRP4,PRPF4B
PTK2,69.66666666666667,51,KEA3,0.8228571428571428,4,TK,FAK,FAK,PTK2
PTK2B,73.66666666666667,58,KEA3,0.8028571428571428,4,TK,FAK,FAK,PTK2B
PTK6,93,90,KEA3,0.6885714285714286,3,TK,SRC,SRM,PTK6
PXK,159.5,164,KEA3,0.43142857142857144,2,OTHER,SLOB,SLOB,PXK
RAF1,131.66666666666666,137,KEA3,0.5285714285714286,3,TKL,RAF,RAF,RAF1
RET,23.333333333333332,5,KEA3,0.9885714285714285,4,TK,RET,RET,RET
RIOK1,294,262,KEA3,0.09714285714285714,1,ATYPICAL,RIO,RIO1,RIOK1
RIPK1,247,244,KEA3,0.15714285714285714,1,TKL,RIPK,RIPK,RIPK1
RIPK2,125.5,130,KEA3,0.5485714285714286,3,TKL,RIPK,RIPK,RIPK2
RIPK3,107,108,KEA3,0.62,3,TKL,RIPK,RIPK,RIPK3
ROCK1,103.33333333333333,105,KEA3,0.6314285714285715,3,AGC,DMPK,ROCK,ROCK1
ROCK2,171.66666666666666,174,KEA3,0.4,2,AGC,DMPK,ROCK,ROCK2
RPS6KA1,89.33333333333333,84,KEA3,0.7142857142857143,3,AGC,RSK,RSK,RPS6KA1
RPS6KA2,96.5,97,KEA3,0.6657142857142857,3,AGC,RSK,RSK,RPS6KA2
RPS6KA3,107.33333333333333,109,KEA3,0.6171428571428571,3,AGC,RSK,RSK,RPS6KA3
RPS6KA4,143,150,KEA3,0.4828571428571429,2,AGC,RSK,MSK,RPS6KA4
RPS6KA5,69.66666666666667,51,KEA3,0.8228571428571428,4,AGC,RSK,MSK,RPS6KA5
RPS6KB1,67.33333333333333,49,KEA3,0.8371428571428572,4,AGC,RSK,P70,RPS6KB1
RPS6KB2,167.33333333333334,172,KEA3,0.4085714285714286,2,AGC,RSK,P70,RPS6KB2
RPS6KL1,317,279,KEA3,0.04857142857142857,1,AGC,RSKL,RSKL,RPS6KL1
SCYL1,329,288,KEA3,0.022857142857142857,1,OTHER,SCY1,SCY1,SCYL1
SCYL2,74,59,KEA3,0.7971428571428572,4,OTHER,SCY1,SCY1,SCYL2
SCYL3,189,193,KEA3,0.3314285714285714,2,OTHER,SCY1,SCY1,SCYL3
SGK1,131.33333333333334,136,KEA3,0.5314285714285715,3,AGC,SGK,SGK,SGK1
SGK2,239,238,KEA3,0.1742857142857143,1,AGC,SGK,SGK,SGK2
SGK3,286,258,KEA3,0.10857142857142857,1,AGC,SGK,SGK,SGK3
SIK1,192.5,200,KEA3,0.31142857142857144,2,CAMK,CAMKL,QIK,SIK1
SIK2,311,275,KEA3,0.06,1,CAMK,CAMKL,QIK,SIK2
SMG1,331,289,KEA3,0.02,1,ATYPICAL,PIKK,SMG1,SMG1
SNRK,217,222,KEA3,0.2342857142857143,1,CAMK,CAMKL,SNRK,SNRK
SRC,40,17,KEA3,0.9457142857142857,4,TK,SRC,SRCA,SRC
SRMS,214,221,KEA3,0.23714285714285716,1,TK,SRC,SRM,SRMS
SRPK1,163.5,170,KEA3,0.4142857142857143,2,CMGC,SRPK,SRPK,SRPK1
SRPK2,163,169,KEA3,0.41714285714285715,2,CMGC,SRPK,SRPK,SRPK2
STK10,245,242,KEA3,0.16285714285714287,1,STE,STE20,SLK,STK10
STK11,116,118,KEA3,0.5885714285714285,3,CAMK,CAMKL,LKB,STK11
STK16,64.5,48,KEA3,0.8428571428571429,4,OTHER,NAK,MPSK,STK16
STK17A,71.5,55,KEA3,0.8114285714285714,4,CAMK,DAPK,DRAK,STK17A
STK24,40.5,19,KEA3,0.94,4,STE,STE20,YSK,STK24
STK25,169,173,KEA3,0.40285714285714286,2,STE,STE20,YSK,STK25
STK26,234.5,234,KEA3,0.18857142857142858,1,STE,STE20,YSK,STK26
STK3,82.66666666666667,73,KEA3,0.7514285714285714,4,STE,STE20,MST,STK3
STK33,251,248,KEA3,0.14,1,CAMK,CAMK-UNIQUE,CAMK-UNIQUE,STK33
STK36,249,246,KEA3,0.1457142857142857,1,OTHER,ULK,FUSED,STK36
STK38,154.5,160,KEA3,0.44571428571428573,2,AGC,NDR,NDR,STK38
STK38L,161.5,167,KEA3,0.4228571428571429,2,AGC,NDR,NDR,STK38L
STK39,116,118,KEA3,0.5885714285714285,3,STE,STE20,FRAY,STK39
STK4,182,186,KEA3,0.35428571428571426,2,STE,STE20,MST,STK4
STK40,224.5,228,KEA3,0.21428571428571427,1,CAMK,SGK495,SGK495,STK40
STYK1,178,182,KEA3,0.37142857142857144,2,TK,TK-UNIQUE,TK-UNIQUE,STYK1
SYK,49.333333333333336,27,KEA3,0.9085714285714286,4,TK,SYK,SYK,SYK
TAOK1,312,276,KEA3,0.05714285714285714,1,STE,STE20,TAO,TAOK1
TBK1,77,64,KEA3,0.7828571428571428,4,OTHER,IKK,IKK,TBK1
TEC,122,124,KEA3,0.5685714285714286,3,TK,TEC,TEC,TEC
TEK,220,224,KEA3,0.22857142857142856,1,TK,TIE,TIE,TEK
TESK1,237,236,KEA3,0.18,1,TKL,LISK,TESK,TESK1
TESK2,190.5,194,KEA3,0.32857142857142857,2,TKL,LISK,TESK,TESK2
TGFBR1,210,216,KEA3,0.2571428571428571,2,TKL,STKR,TYPE1,TGFBR1
TGFBR2,56.5,41,KEA3,0.8657142857142858,4,TKL,STKR,TYPE2,TGFBR2
TLK1,339,296,KEA3,0,1,OTHER,TLK,TLK,TLK1
TNIK,322,283,KEA3,0.037142857142857144,1,STE,STE20,MSN,TNIK
TNK2,135,142,KEA3,0.5114285714285715,3,TK,ACK,ACK,TNK2
TNNI3K,83.5,75,KEA3,0.7457142857142857,3,TKL,MLK,HH498,TNNI3K
TP53RK,338,295,KEA3,0.002857142857142857,1,OTHER,BUD32,BUD32,TP53RK
TRIB3,121.5,123,KEA3,0.5714285714285714,3,CAMK,TRBL,TRBL,TRIB3
TRPM7,221.5,226,KEA3,0.22285714285714286,1,ATYPICAL,ALPHA,CHAK,TRPM7
TTK,130.33333333333334,134,KEA3,0.5371428571428571,3,OTHER,TTK,TTK,TTK
TXK,246,243,KEA3,0.16,1,TK,TEC,TEC,TXK
TYK2,100,99,KEA3,0.6571428571428571,3,TK,JAKA,JAKA,TYK2
TYRO3,101,101,KEA3,0.6514285714285715,3,TK,AXL,AXL,TYRO3
UHMK1,121,122,KEA3,0.5742857142857143,3,OTHER,KIS,KIS,UHMK1
ULK1,193,201,KEA3,0.30857142857142855,2,OTHER,ULK,ULK,ULK1
VRK1,112.33333333333333,114,KEA3,0.6028571428571429,3,CK1,VRK,VRK,VRK1
VRK3,249,246,KEA3,0.1457142857142857,1,CK1,VRK,VRK,VRK3
WEE1,51.5,30,KEA3,0.9,4,OTHER,WEE,WEE,WEE1
WNK1,155.66666666666666,162,KEA3,0.43714285714285717,2,OTHER,WNK,WNK,WNK1
YES1,82.33333333333333,72,KEA3,0.7542857142857143,4,TK,SRC,SRCA,YES1
ZAP70,80.33333333333333,69,KEA3,0.7685714285714286,4,TK,SYK,SYK,ZAP70
FYN,2.489454989793388,1,UKA,1,4,TK,SRC,SRCA,FYN
FGFR2,2.435097327470795,2,UKA,0.984375,4,TK,FGFR,FGFR,FGFR2
FGFR3,2.4067284039150865,3,UKA,0.96875,4,TK,FGFR,FGFR,FGFR3
FGFR4,2.174184555014796,4,UKA,0.953125,4,TK,FGFR,FGFR,FGFR4
IGF1R,1.6140364293993028,6,UKA,0.921875,4,TK,INSR,INSR,IGF1R
TEC,1.5997729489560983,7,UKA,0.90625,4,TK,TEC,TEC,TEC
ALK,1.4376595442353954,8,UKA,0.890625,4,TK,ALK,ALK,ALK
KIT,1.3101585908624953,9,UKA,0.875,4,TK,PDGFR,PDGFR,KIT
FGFR1,1.1185925162613053,10,UKA,0.859375,4,TK,FGFR,FGFR,FGFR1
MET,1.0374980755694,11,UKA,0.84375,4,TK,MET,MET,MET
FGR,0.644356949779131,16,UKA,0.765625,4,TK,SRC,SRCA,FGR
ITK,0.5774101601485179,19,UKA,0.71875,3,TK,TEC,TEC,ITK
FES,0.5750614745861893,20,UKA,0.703125,3,TK,FER,FER,FES
FER,0.5400056128089796,22,UKA,0.671875,3,TK,FER,FER,FER
EPHA10,0.5316526695878427,23,UKA,0.65625,3,TK,EPH,EPH,EPHA10
SRC,0.524921832251978,24,UKA,0.640625,3,TK,SRC,SRCA,SRC
RET,0.5234581909725712,25,UKA,0.609375,3,TK,RET,RET,RET
FRK,0.47005659834133073,26,UKA,0.59375,3,TK,SRC,FRK,FRK
EPHA2,0.46648213798303256,27,UKA,0.578125,3,TK,EPH,EPH,EPHA2
BTK,0.4652430658674841,28,UKA,0.5625,3,TK,TEC,TEC,BTK
LYN,0.45998102531896345,29,UKA,0.546875,3,TK,SRC,SRCB,LYN
FLT3,0.4543010978311578,30,UKA,0.53125,3,TK,PDGFR,PDGFR,FLT3
JAK2,0.43062609038495414,31,UKA,0.515625,3,TK,JAKA,JAKA,JAK2
FLT1,0.4224438650049793,32,UKA,0.5,3,TK,VEGFR,VEGFR,FLT1
CSK,0.4039265723011336,33,UKA,0.484375,2,TK,CSK,CSK,CSK
EPHA4,0.39297412156521416,34,UKA,0.46875,2,TK,EPH,EPH,EPHA4
TXK,0.39173504944966575,35,UKA,0.453125,2,TK,TEC,TEC,TXK
LTK,0.35755922315762595,36,UKA,0.4375,2,TK,ALK,ALK,LTK
MAP2K7,0.19599694527038733,45,UKA,0.28125,2,STE,STE7,MEK7,MAP2K7
ZAP70,0.18421511472228055,46,UKA,0.265625,2,TK,SYK,SYK,ZAP70
INSR,0.15715121571601604,49,UKA,0.21875,1,TK,INSR,INSR,INSR
EPHB3,0.15449091882332638,50,UKA,0.203125,1,TK,EPH,EPH,EPHB3
EPHB1,0.1522694442984669,51,UKA,0.1875,1,TK,EPH,EPH,EPHB1
EGFR,0.14849704722945536,52,UKA,0.171875,1,TK,EGFR,EGFR,EGFR
AXL,0.14363367634075205,53,UKA,0.15625,1,TK,AXL,AXL,AXL
HCK,0.06854689321850092,58,UKA,0.0625,1,TK,SRC,SRCB,HCK
KDR,0.05172008173768702,59,UKA,0.046875,1,TK,VEGFR,VEGFR,KDR
BLK,0.042683528636591,61,UKA,0.015625,1,TK,SRC,SRCB,BLK
SYK,0.00788851221305034,62,UKA,0,1,TK,SYK,SYK,SYK
FAK,-1.393333333333333,5,KRSA,0.794425087108014,4,TK,FAK,FAK,PTK2
FAK,-1.393333333333333,5,KRSA,0.794425087108014,4,TK,FAK,FAK,PTK2B
INSR,-2.013333333333333,1,KRSA,0.9616724738675958,4,TK,INSR,INSR,IGF1R
INSR,-2.013333333333333,1,KRSA,0.9616724738675958,4,TK,INSR,INSR,INSR
INSR,-2.013333333333333,1,KRSA,0.9616724738675958,4,TK,INSR,INSR,INSRR
VEGFR,1.3158333333333334,7,KRSA,0.710801393728223,3,TK,VEGFR,VEGFR,FLT1
VEGFR,1.3158333333333334,7,KRSA,0.710801393728223,3,TK,VEGFR,VEGFR,FLT4
VEGFR,1.3158333333333334,7,KRSA,0.710801393728223,3,TK,VEGFR,VEGFR,KDR
AXL,-1.2816666666666667,8,KRSA,0.6689895470383276,3,TK,AXL,AXL,AXL
AXL,-1.2816666666666667,8,KRSA,0.6689895470383276,3,TK,AXL,AXL,MERTK
AXL,-1.2816666666666667,8,KRSA,0.6689895470383276,3,TK,AXL,AXL,TYRO3
MET,-1.6541666666666666,2,KRSA,0.9198606271777003,4,TK,MET,MET,MET
MET,-1.6541666666666666,2,KRSA,0.9198606271777003,4,TK,MET,MET,MST1R
RET,-1.0783333333333334,11,KRSA,0.5435540069686411,3,TK,RET,RET,RET
JAK,-1.4375,4,KRSA,0.8362369337979094,4,TK,JAKA,JAKA,JAK1
JAK,-1.4375,4,KRSA,0.8362369337979094,4,TK,JAKA,JAKA,JAK2
JAK,-1.4375,4,KRSA,0.8362369337979094,4,TK,JAKA,JAKA,JAK3
JAK,-1.4375,4,KRSA,0.8362369337979094,4,TK,JAKA,JAKA,TYK2
CSK,0.4391666666666667,17,KRSA,0.2926829268292683,2,TK,CSK,CSK,CSK
CSK,0.4391666666666667,17,KRSA,0.2926829268292683,2,TK,CSK,CSK,MATK
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCB,BLK
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCA,FGR
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCA,FYN
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCB,HCK
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCB,LCK
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCB,LYN
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRM,PTK6
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCA,SRC
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRM,SRMS
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCA,YES1
DDR,-0.5808333333333333,15,KRSA,0.37630662020905925,2,TK,DDR,DDR,DDR1
DDR,-0.5808333333333333,15,KRSA,0.37630662020905925,2,TK,DDR,DDR,DDR2
ALK,1.3925,6,KRSA,0.7526132404181185,4,TK,ALK,ALK,ALK
ALK,1.3925,6,KRSA,0.7526132404181185,4,TK,ALK,ALK,LTK
SYK,-1.018333333333333,12,KRSA,0.5017421602787456,3,TK,SYK,SYK,SYK
SYK,-1.018333333333333,12,KRSA,0.5017421602787456,3,TK,SYK,SYK,ZAP70
RYK,-0.5708333333333333,16,KRSA,0.3344947735191638,2,TK,RYK,RYK,RYK
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHA1
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHA2
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHA3
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHA4
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHA5
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHA6
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHA7
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHA8
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHB1
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHB2
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHB3
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHB4
TRK,0.29416666666666663,20,KRSA,0.1672473867595819,1,TK,TRK,TRK,NTRK1
TRK,0.29416666666666663,20,KRSA,0.1672473867595819,1,TK,TRK,TRK,NTRK2
TRK,0.29416666666666663,20,KRSA,0.1672473867595819,1,TK,TRK,TRK,NTRK3
ABL,-1.143333333333333,10,KRSA,0.5853658536585366,3,TK,ABL,ABL,ABL1
ABL,-1.143333333333333,10,KRSA,0.5853658536585366,3,TK,ABL,ABL,ABL2
SEV,-0.4041666666666667,19,KRSA,0.20905923344947736,1,TK,SEV,SEV,ROS1
ACK,-0.41,18,KRSA,0.2508710801393728,2,TK,ACK,ACK,TNK1
ACK,-0.41,18,KRSA,0.2508710801393728,2,TK,ACK,ACK,TNK2
FRK,-0.7983333333333335,13,KRSA,0.45993031358885017,2,TK,SRC,FRK,FRK
EGFR,-0.2774999999999999,22,KRSA,0.08362369337979095,1,TK,EGFR,EGFR,EGFR
EGFR,-0.2774999999999999,22,KRSA,0.08362369337979095,1,TK,EGFR,EGFR,ERBB2
EGFR,-0.2774999999999999,22,KRSA,0.08362369337979095,1,TK,EGFR,EGFR,ERBB3
EGFR,-0.2774999999999999,22,KRSA,0.08362369337979095,1,TK,EGFR,EGFR,ERBB4
FGFR,1.2275,9,KRSA,0.627177700348432,3,TK,FGFR,FGFR,FGFR1
FGFR,1.2275,9,KRSA,0.627177700348432,3,TK,FGFR,FGFR,FGFR2
FGFR,1.2275,9,KRSA,0.627177700348432,3,TK,FGFR,FGFR,FGFR3
FGFR,1.2275,9,KRSA,0.627177700348432,3,TK,FGFR,FGFR,FGFR4
PDGFR,-0.27249999999999996,23,KRSA,0.041811846689895474,1,TK,PDGFR,PDGFR,CSF1R
PDGFR,-0.27249999999999996,23,KRSA,0.041811846689895474,1,TK,PDGFR,PDGFR,FLT3
PDGFR,-0.27249999999999996,23,KRSA,0.041811846689895474,1,TK,PDGFR,PDGFR,KIT
PDGFR,-0.27249999999999996,23,KRSA,0.041811846689895474,1,TK,PDGFR,PDGFR,PDGFRA
PDGFR,-0.27249999999999996,23,KRSA,0.041811846689895474,1,TK,PDGFR,PDGFR,PDGFRB
FER,-0.29083333333333333,21,KRSA,0.1254355400696864,1,TK,FER,FER,FER
FER,-0.29083333333333333,21,KRSA,0.1254355400696864,1,TK,FER,FER,FES
TEC,0.15999999999999998,24,KRSA,0,1,TK,TEC,TEC,BMX
TEC,0.15999999999999998,24,KRSA,0,1,TK,TEC,TEC,BTK
TEC,0.15999999999999998,24,KRSA,0,1,TK,TEC,TEC,ITK
TEC,0.15999999999999998,24,KRSA,0,1,TK,TEC,TEC,TEC
TEC,0.15999999999999998,24,KRSA,0,1,TK,TEC,TEC,TXK
INSR,-2.013333333333333,1,KRSA,0.9616724738675958,4,TK,INSR,INSR,IGF1R
INSR,-2.013333333333333,1,KRSA,0.9616724738675958,4,TK,INSR,INSR,INSR
INSR,-2.013333333333333,1,KRSA,0.9616724738675958,4,TK,INSR,INSR,INSRR
FAK,-1.393333333333333,5,KRSA,0.794425087108014,4,TK,FAK,FAK,PTK2
FAK,-1.393333333333333,5,KRSA,0.794425087108014,4,TK,FAK,FAK,PTK2B
VEGFR,1.3158333333333334,7,KRSA,0.710801393728223,3,TK,VEGFR,VEGFR,FLT1
VEGFR,1.3158333333333334,7,KRSA,0.710801393728223,3,TK,VEGFR,VEGFR,FLT4
VEGFR,1.3158333333333334,7,KRSA,0.710801393728223,3,TK,VEGFR,VEGFR,KDR
RET,-1.0783333333333334,11,KRSA,0.5435540069686411,3,TK,RET,RET,RET
MET,-1.6541666666666666,2,KRSA,0.9198606271777003,4,TK,MET,MET,MET
MET,-1.6541666666666666,2,KRSA,0.9198606271777003,4,TK,MET,MET,MST1R
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCB,BLK
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCA,FGR
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCA,FYN
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCB,HCK
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCB,LCK
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCB,LYN
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRM,PTK6
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCA,SRC
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRM,SRMS
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCA,YES1
JAK,-1.4375,4,KRSA,0.8362369337979094,4,TK,JAKA,JAKA,JAK1
JAK,-1.4375,4,KRSA,0.8362369337979094,4,TK,JAKA,JAKA,JAK2
JAK,-1.4375,4,KRSA,0.8362369337979094,4,TK,JAKA,JAKA,JAK3
JAK,-1.4375,4,KRSA,0.8362369337979094,4,TK,JAKA,JAKA,TYK2
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHA1
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHA2
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHA3
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHA4
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHA5
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHA6
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHA7
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHA8
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHB1
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHB2
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHB3
EPH,0.7325,14,KRSA,0.4181184668989547,2,TK,EPH,EPH,EPHB4
AXL,-1.2816666666666667,8,KRSA,0.6689895470383276,3,TK,AXL,AXL,AXL
AXL,-1.2816666666666667,8,KRSA,0.6689895470383276,3,TK,AXL,AXL,MERTK
AXL,-1.2816666666666667,8,KRSA,0.6689895470383276,3,TK,AXL,AXL,TYRO3
PDGFR,-0.27249999999999996,23,KRSA,0.041811846689895474,1,TK,PDGFR,PDGFR,CSF1R
PDGFR,-0.27249999999999996,23,KRSA,0.041811846689895474,1,TK,PDGFR,PDGFR,FLT3
PDGFR,-0.27249999999999996,23,KRSA,0.041811846689895474,1,TK,PDGFR,PDGFR,KIT
PDGFR,-0.27249999999999996,23,KRSA,0.041811846689895474,1,TK,PDGFR,PDGFR,PDGFRA
PDGFR,-0.27249999999999996,23,KRSA,0.041811846689895474,1,TK,PDGFR,PDGFR,PDGFRB
SYK,-1.018333333333333,12,KRSA,0.5017421602787456,3,TK,SYK,SYK,SYK
SYK,-1.018333333333333,12,KRSA,0.5017421602787456,3,TK,SYK,SYK,ZAP70
ALK,1.3925,6,KRSA,0.7526132404181185,4,TK,ALK,ALK,ALK
ALK,1.3925,6,KRSA,0.7526132404181185,4,TK,ALK,ALK,LTK
RYK,-0.5708333333333333,16,KRSA,0.3344947735191638,2,TK,RYK,RYK,RYK
FGFR,1.2275,9,KRSA,0.627177700348432,3,TK,FGFR,FGFR,FGFR1
FGFR,1.2275,9,KRSA,0.627177700348432,3,TK,FGFR,FGFR,FGFR2
FGFR,1.2275,9,KRSA,0.627177700348432,3,TK,FGFR,FGFR,FGFR3
FGFR,1.2275,9,KRSA,0.627177700348432,3,TK,FGFR,FGFR,FGFR4
TEC,0.15999999999999998,24,KRSA,0,1,TK,TEC,TEC,BMX
TEC,0.15999999999999998,24,KRSA,0,1,TK,TEC,TEC,BTK
TEC,0.15999999999999998,24,KRSA,0,1,TK,TEC,TEC,ITK
TEC,0.15999999999999998,24,KRSA,0,1,TK,TEC,TEC,TEC
TEC,0.15999999999999998,24,KRSA,0,1,TK,TEC,TEC,TXK
DDR,-0.5808333333333333,15,KRSA,0.37630662020905925,2,TK,DDR,DDR,DDR1
DDR,-0.5808333333333333,15,KRSA,0.37630662020905925,2,TK,DDR,DDR,DDR2
FER,-0.29083333333333333,21,KRSA,0.1254355400696864,1,TK,FER,FER,FER
FER,-0.29083333333333333,21,KRSA,0.1254355400696864,1,TK,FER,FER,FES
CSK,0.4391666666666667,17,KRSA,0.2926829268292683,2,TK,CSK,CSK,CSK
CSK,0.4391666666666667,17,KRSA,0.2926829268292683,2,TK,CSK,CSK,MATK
ACK,-0.41,18,KRSA,0.2508710801393728,2,TK,ACK,ACK,TNK1
ACK,-0.41,18,KRSA,0.2508710801393728,2,TK,ACK,ACK,TNK2
SEV,-0.4041666666666667,19,KRSA,0.20905923344947736,1,TK,SEV,SEV,ROS1
EGFR,-0.2774999999999999,22,KRSA,0.08362369337979095,1,TK,EGFR,EGFR,EGFR
EGFR,-0.2774999999999999,22,KRSA,0.08362369337979095,1,TK,EGFR,EGFR,ERBB2
EGFR,-0.2774999999999999,22,KRSA,0.08362369337979095,1,TK,EGFR,EGFR,ERBB3
EGFR,-0.2774999999999999,22,KRSA,0.08362369337979095,1,TK,EGFR,EGFR,ERBB4
TRK,0.29416666666666663,20,KRSA,0.1672473867595819,1,TK,TRK,TRK,NTRK1
TRK,0.29416666666666663,20,KRSA,0.1672473867595819,1,TK,TRK,TRK,NTRK2
TRK,0.29416666666666663,20,KRSA,0.1672473867595819,1,TK,TRK,TRK,NTRK3
ABL,-1.143333333333333,10,KRSA,0.5853658536585366,3,TK,ABL,ABL,ABL1
ABL,-1.143333333333333,10,KRSA,0.5853658536585366,3,TK,ABL,ABL,ABL2
FRK,-0.7983333333333335,13,KRSA,0.45993031358885017,2,TK,SRC,FRK,FRK
INSR,-2.013333333333333,1,KRSA,0.9616724738675958,4,TK,INSR,INSR,IGF1R
INSR,-2.013333333333333,1,KRSA,0.9616724738675958,4,TK,INSR,INSR,INSR
INSR,-2.013333333333333,1,KRSA,0.9616724738675958,4,TK,INSR,INSR,INSRR
FAK,-1.393333333333333,5,KRSA,0.794425087108014,4,TK,FAK,FAK,PTK2
FAK,-1.393333333333333,5,KRSA,0.794425087108014,4,TK,FAK,FAK,PTK2B
MET,-1.6541666666666666,2,KRSA,0.9198606271777003,4,TK,MET,MET,MET
MET,-1.6541666666666666,2,KRSA,0.9198606271777003,4,TK,MET,MET,MST1R
RET,-1.0783333333333334,11,KRSA,0.5435540069686411,3,TK,RET,RET,RET
PDGFR,-0.27249999999999996,23,KRSA,0.041811846689895474,1,TK,PDGFR,PDGFR,CSF1R
PDGFR,-0.27249999999999996,23,KRSA,0.041811846689895474,1,TK,PDGFR,PDGFR,FLT3
PDGFR,-0.27249999999999996,23,KRSA,0.041811846689895474,1,TK,PDGFR,PDGFR,KIT
PDGFR,-0.27249999999999996,23,KRSA,0.041811846689895474,1,TK,PDGFR,PDGFR,PDGFRA
PDGFR,-0.27249999999999996,23,KRSA,0.041811846689895474,1,TK,PDGFR,PDGFR,PDGFRB
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCB,BLK
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCA,FGR
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCA,FYN
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCB,HCK
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCB,LCK
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCB,LYN
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRM,PTK6
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCA,SRC
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRM,SRMS
SRC,-1.505,3,KRSA,0.8780487804878049,4,TK,SRC,SRCA,YES1
JAK,-1.4375,4,KRSA,0.8362369337979094,4,TK,JAKA,JAKA,JAK1
JAK,-1.4375,4,KRSA,0.8362369337979094,4,TK,JAKA,JAKA,JAK2
JAK,-1.4375,4,KRSA,0.8362369337979094,4,TK,JAKA,JAKA,JAK3
JAK,-1.4375,4,KRSA,0.8362369337979094,4,TK,JAKA,JAKA,TYK2
VEGFR,1.3158333333333334,7,KRSA,0.710801393728223,3,TK,VEGFR,VEGFR,FLT1
VEGFR,1.3158333333333334,7,KRSA,0.710801393728223,3,TK,VEGFR,VEGFR,FLT4
