Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
MAP2K4,12.773528536480729,6,PTM-SEA,0.7878787878787878,4,STE,STE7,MEK4,MAP2K4
MAP2K3,0,13,PTM-SEA,0,1,STE,STE7,MEK3,MAP2K3
BMX,21.150793650793652,3,PTM-SEA,0.8787878787878788,4,TK,TEC,TEC,BMX
MAP2K6,0,13,PTM-SEA,0,1,STE,STE7,MEK3,MAP2K6
EPHA4,0,13,PTM-SEA,0,1,TK,EPH,EPH,EPHA4
MAP2K1,-15.13442210343361,5,PTM-SEA,0.8181818181818182,4,STE,STE7,MEK1,MAP2K1
ITK,-5.560282150812535,11,PTM-SEA,0.6060606060606061,3,TK,TEC,TEC,ITK
DYRK1A,0,13,PTM-SEA,0,1,CMGC,DYRK,DYRK1,DYRK1A
MAP3K5,0,13,PTM-SEA,0,1,STE,STE11,ASK,MAP3K5
ALK,0,13,PTM-SEA,0,1,TK,ALK,ALK,ALK
AAK1,296,263,KEA3,0.10285714285714286,1,OTHER,NAK,BIKE,AAK1
ABL1,44,22,KEA3,0.9257142857142857,4,TK,ABL,ABL,ABL1
ABL2,103.66666666666667,106,KEA3,0.6457142857142857,3,TK,ABL,ABL,ABL2
ACVR1,105,109,KEA3,0.6371428571428571,3,TKL,STKR,TYPE1,ACVR1
ACVR1B,215.5,214,KEA3,0.24857142857142858,1,TKL,STKR,TYPE1,ACVR1B
ACVR2B,211,211,KEA3,0.2571428571428571,2,TKL,STKR,TYPE2,ACVR2B
AKT1,51.66666666666667,34,KEA3,0.8885714285714286,4,AGC,AKT,AKT,AKT1
AKT2,78.33333333333333,66,KEA3,0.7857142857142857,4,AGC,AKT,AKT,AKT2
AKT3,174,186,KEA3,0.3457142857142857,2,AGC,AKT,AKT,AKT3
ALK,17,5,KEA3,0.9857142857142858,4,TK,ALK,ALK,ALK
ARAF,60,42,KEA3,0.8657142857142858,4,TKL,RAF,RAF,ARAF
ATM,58,38,KEA3,0.8771428571428571,4,ATYPICAL,PIKK,ATM,ATM
ATR,61,44,KEA3,0.86,4,ATYPICAL,PIKK,ATR,ATR
AURKA,109.33333333333333,116,KEA3,0.6085714285714285,3,OTHER,AUR,AUR,AURKA
AURKB,40,18,KEA3,0.94,4,OTHER,AUR,AUR,AURKB
AURKC,184.5,195,KEA3,0.3142857142857143,2,OTHER,AUR,AUR,AURKC
AXL,100.5,99,KEA3,0.6657142857142857,3,TK,AXL,AXL,AXL
BLK,255,236,KEA3,0.18,1,TK,SRC,SRCB,BLK
BMP2K,324,286,KEA3,0.037142857142857144,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,124.5,137,KEA3,0.5342857142857143,3,TKL,STKR,TYPE1,BMPR1A
BMPR1B,89,78,KEA3,0.74,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,178,190,KEA3,0.32857142857142857,2,TKL,STKR,TYPE2,BMPR2
BMX,82.66666666666667,71,KEA3,0.7657142857142857,4,TK,TEC,TEC,BMX
BRAF,190,201,KEA3,0.2914285714285714,2,TKL,RAF,RAF,BRAF
BRSK1,221.33333333333334,219,KEA3,0.23142857142857143,1,CAMK,CAMKL,BRSK,BRSK1
BRSK2,302,269,KEA3,0.08571428571428572,1,CAMK,CAMKL,BRSK,BRSK2
BTK,63,49,KEA3,0.8457142857142858,4,TK,TEC,TEC,BTK
BUB1,144,150,KEA3,0.4828571428571429,2,OTHER,BUB,BUB,BUB1
CAMK1,179,192,KEA3,0.32285714285714284,2,CAMK,CAMK1,CAMK1,CAMK1
CAMK1D,240.5,228,KEA3,0.2057142857142857,1,CAMK,CAMK1,CAMK1,CAMK1D
CAMK2A,100.33333333333333,98,KEA3,0.6685714285714286,3,CAMK,CAMK2,CAMK2,CAMK2A
CAMK2B,193,203,KEA3,0.2857142857142857,2,CAMK,CAMK2,CAMK2,CAMK2B
CAMK2D,109,115,KEA3,0.6142857142857143,3,CAMK,CAMK2,CAMK2,CAMK2D
CAMK2G,17,5,KEA3,0.9857142857142858,4,CAMK,CAMK2,CAMK2,CAMK2G
CAMK4,121.33333333333333,132,KEA3,0.5542857142857143,3,CAMK,CAMK1,CAMK1,CAMK4
CAMKK1,143.66666666666666,149,KEA3,0.48857142857142855,2,OTHER,CAMKK,META,CAMKK1
CAMKK2,174,186,KEA3,0.3457142857142857,2,OTHER,CAMKK,META,CAMKK2
CDC42BPA,280,251,KEA3,0.13714285714285715,1,AGC,DMPK,GEK,CDC42BPA
CDC7,187.5,198,KEA3,0.3057142857142857,2,OTHER,CDC7,CDC7,CDC7
CDK1,103,103,KEA3,0.6542857142857142,3,CMGC,CDK,CDC2,CDK1
CDK11A,96,90,KEA3,0.6942857142857143,3,CMGC,CDK,CDK11,CDK11A
CDK11A,96,90,KEA3,0.6942857142857143,3,NA,NA,NA,CDK11A
CDK12,104,107,KEA3,0.6428571428571429,3,CMGC,CDK,CRK7,CDK12
CDK15,161,170,KEA3,0.4114285714285714,2,CMGC,CDK,PFTAIRE,CDK15
CDK16,4,1,KEA3,1,4,CMGC,CDK,PCTAIRE,CDK16
CDK18,178,190,KEA3,0.32857142857142857,2,CMGC,CDK,PCTAIRE,CDK18
CDK19,138,144,KEA3,0.5085714285714286,3,CMGC,CDK,CDK8,CDK19
CDK2,69,54,KEA3,0.8285714285714286,4,CMGC,CDK,CDC2,CDK2
CDK20,129,139,KEA3,0.5285714285714286,3,CMGC,CDK,CCRK,CDK20
CDK3,163.66666666666666,172,KEA3,0.40285714285714286,2,CMGC,CDK,CDC2,CDK3
CDK4,50.666666666666664,31,KEA3,0.8971428571428571,4,CMGC,CDK,CDK4,CDK4
CDK5,39.666666666666664,17,KEA3,0.9514285714285714,4,CMGC,CDK,CDK5,CDK5
CDK6,80,68,KEA3,0.78,4,CMGC,CDK,CDK4,CDK6
CDK7,74,59,KEA3,0.8085714285714286,4,CMGC,CDK,CDK7,CDK7
CDK8,210,210,KEA3,0.26,2,CMGC,CDK,CDK8,CDK8
CDK9,105.66666666666667,110,KEA3,0.6342857142857142,3,CMGC,CDK,CDK9,CDK9
CDKL3,299,266,KEA3,0.09428571428571429,1,CMGC,CDKL,CDKL,CDKL3
CDKL5,124.5,137,KEA3,0.5342857142857143,3,CMGC,CDKL,CDKL,CDKL5
CHEK1,101,100,KEA3,0.6628571428571428,3,CAMK,CAMKL,CHK1,CHEK1
CHEK2,89,78,KEA3,0.74,3,CAMK,RAD53,RAD53,CHEK2
CHUK,91.33333333333333,82,KEA3,0.7285714285714285,3,OTHER,IKK,IKK,CHUK
CLK1,39.5,16,KEA3,0.9542857142857143,4,CMGC,CLK,CLK,CLK1
CLK2,70.5,57,KEA3,0.8171428571428572,4,CMGC,CLK,CLK,CLK2
CLK3,190,201,KEA3,0.2914285714285714,2,CMGC,CLK,CLK,CLK3
CLK4,320,284,KEA3,0.04285714285714286,1,CMGC,CLK,CLK,CLK4
CSF1R,333,293,KEA3,0.017142857142857144,1,TK,PDGFR,PDGFR,CSF1R
CSK,99.33333333333333,97,KEA3,0.6714285714285714,3,TK,CSK,CSK,CSK
CSNK1A1,96,90,KEA3,0.6942857142857143,3,CK1,CK1,CK1-A,CSNK1A1
CSNK1A1L,337,297,KEA3,0.005714285714285714,1,CK1,CK1,CK1-A,CSNK1A1L
CSNK1D,99,96,KEA3,0.6742857142857143,3,CK1,CK1,CK1-D,CSNK1D
CSNK1E,83.33333333333333,72,KEA3,0.7628571428571429,4,CK1,CK1,CK1-D,CSNK1E
CSNK1G1,221,218,KEA3,0.2342857142857143,1,CK1,CK1,CK1-G,CSNK1G1
CSNK1G2,197.5,204,KEA3,0.27714285714285714,2,CK1,CK1,CK1-G,CSNK1G2
CSNK1G3,165,174,KEA3,0.3942857142857143,2,CK1,CK1,CK1-G,CSNK1G3
CSNK2A1,50,29,KEA3,0.9028571428571428,4,CMGC,CK2,CK2,CSNK2A1
CSNK2A2,95.33333333333333,88,KEA3,0.7028571428571428,3,CMGC,CK2,CK2,CSNK2A2
DAPK1,171.33333333333334,182,KEA3,0.3628571428571429,2,CAMK,DAPK,DAPK,DAPK1
DAPK3,147.33333333333334,153,KEA3,0.4714285714285714,2,CAMK,DAPK,DAPK,DAPK3
DCLK1,157,167,KEA3,0.42857142857142855,2,CAMK,DCAMKL,DCAMKL,DCLK1
DDR1,107,113,KEA3,0.6228571428571429,3,TK,DDR,DDR,DDR1
DDR2,40,18,KEA3,0.94,4,TK,DDR,DDR,DDR2
DMPK,164,173,KEA3,0.4,2,AGC,DMPK,GEK,DMPK
DYRK1A,93,85,KEA3,0.7114285714285714,3,CMGC,DYRK,DYRK1,DYRK1A
DYRK1B,86.33333333333333,76,KEA3,0.7485714285714286,3,CMGC,DYRK,DYRK1,DYRK1B
DYRK2,74.66666666666667,60,KEA3,0.8057142857142857,4,CMGC,DYRK,DYRK2,DYRK2
DYRK3,167,177,KEA3,0.38285714285714284,2,CMGC,DYRK,DYRK2,DYRK3
DYRK4,42.5,19,KEA3,0.9371428571428572,4,CMGC,DYRK,DYRK2,DYRK4
EEF2K,217.5,215,KEA3,0.24571428571428572,1,ATYPICAL,ALPHA,EEF2K,EEF2K
EGFR,104.66666666666667,108,KEA3,0.64,3,TK,EGFR,EGFR,EGFR
EIF2AK1,313,278,KEA3,0.06,1,OTHER,PEK,HRI,EIF2AK1
EIF2AK2,170,181,KEA3,0.3657142857142857,2,OTHER,PEK,PKR,EIF2AK2
EIF2AK3,335,295,KEA3,0.011428571428571429,1,OTHER,PEK,PEK,EIF2AK3
EPHA2,318,282,KEA3,0.04857142857142857,1,TK,EPH,EPH,EPHA2
EPHA3,69,54,KEA3,0.8285714285714286,4,TK,EPH,EPH,EPHA3
EPHA4,325,287,KEA3,0.03428571428571429,1,TK,EPH,EPH,EPHA4
EPHA8,334,294,KEA3,0.014285714285714285,1,TK,EPH,EPH,EPHA8
EPHB1,321,285,KEA3,0.04,1,TK,EPH,EPH,EPHB1
EPHB2,287,256,KEA3,0.12285714285714286,1,TK,EPH,EPH,EPHB2
EPHB3,12,4,KEA3,0.9914285714285714,4,TK,EPH,EPH,EPHB3
ERBB2,166.5,176,KEA3,0.38857142857142857,2,TK,EGFR,EGFR,ERBB2
ERBB4,317,281,KEA3,0.05142857142857143,1,TK,EGFR,EGFR,ERBB4
FASTK,197.5,204,KEA3,0.27714285714285714,2,ATYPICAL,FAST,FAST,FASTK
FER,59,40,KEA3,0.8714285714285714,4,TK,FER,FER,FER
FES,152,160,KEA3,0.44857142857142857,2,TK,FER,FER,FES
FGFR1,73.33333333333333,58,KEA3,0.8142857142857143,4,TK,FGFR,FGFR,FGFR1
FGFR2,97.5,93,KEA3,0.6857142857142857,3,TK,FGFR,FGFR,FGFR2
FGFR3,84.5,74,KEA3,0.7571428571428571,4,TK,FGFR,FGFR,FGFR3
FGFR4,61.5,47,KEA3,0.8514285714285714,4,TK,FGFR,FGFR,FGFR4
FGR,82,70,KEA3,0.7714285714285715,4,TK,SRC,SRCA,FGR
FLT1,20,7,KEA3,0.98,4,TK,VEGFR,VEGFR,FLT1
FLT3,33,13,KEA3,0.9628571428571429,4,TK,PDGFR,PDGFR,FLT3
FLT4,155,165,KEA3,0.4342857142857143,2,TK,VEGFR,VEGFR,FLT4
FRK,165,174,KEA3,0.3942857142857143,2,TK,SRC,FRK,FRK
FYN,40,18,KEA3,0.94,4,TK,SRC,SRCA,FYN
GRK1,330,291,KEA3,0.022857142857142857,1,AGC,GRK,GRK,GRK1
GRK2,75,61,KEA3,0.8,4,AGC,GRK,BARK,GRK2
GRK3,225.5,221,KEA3,0.2257142857142857,1,AGC,GRK,BARK,GRK3
GRK5,113.33333333333333,122,KEA3,0.5885714285714285,3,AGC,GRK,GRK,GRK5
GRK6,198,205,KEA3,0.2742857142857143,2,AGC,GRK,GRK,GRK6
GSK3A,86,75,KEA3,0.7514285714285714,4,CMGC,GSK,GSK,GSK3A
GSK3B,48,27,KEA3,0.9114285714285715,4,CMGC,GSK,GSK,GSK3B
HASPIN,221,218,KEA3,0.2342857142857143,1,OTHER,HASPIN,HASPIN,HASPIN
HCK,96.33333333333333,91,KEA3,0.6914285714285714,3,TK,SRC,SRCB,HCK
HIPK1,98,94,KEA3,0.68,3,CMGC,DYRK,HIPK,HIPK1
HIPK2,121.66666666666667,133,KEA3,0.5514285714285714,3,CMGC,DYRK,HIPK,HIPK2
HIPK3,288,257,KEA3,0.12,1,CMGC,DYRK,HIPK,HIPK3
HIPK4,161,170,KEA3,0.4114285714285714,2,CMGC,DYRK,HIPK,HIPK4
ICK,278,249,KEA3,0.14285714285714285,1,CMGC,RCK,RCK,CILK1
IGF1R,109.33333333333333,116,KEA3,0.6085714285714285,3,TK,INSR,INSR,IGF1R
IKBKB,134,141,KEA3,0.52,3,OTHER,IKK,IKK,IKBKB
IKBKE,161.33333333333334,171,KEA3,0.4057142857142857,2,OTHER,IKK,IKK,IKBKE
ILK,160,168,KEA3,0.42,2,TKL,MLK,ILK,ILK
INSR,94.66666666666667,87,KEA3,0.7057142857142857,3,TK,INSR,INSR,INSR
IRAK1,101.5,102,KEA3,0.6571428571428571,3,TKL,IRAK,IRAK,IRAK1
IRAK3,247,233,KEA3,0.19142857142857142,1,TKL,IRAK,IRAK,IRAK3
IRAK4,286,255,KEA3,0.12571428571428572,1,TKL,IRAK,IRAK,IRAK4
ITK,98,94,KEA3,0.68,3,TK,TEC,TEC,ITK
JAK1,87.5,77,KEA3,0.7457142857142857,3,TK,JAKA,JAKA,JAK1
JAK2,42.666666666666664,20,KEA3,0.9342857142857143,4,TK,JAKA,JAKA,JAK2
JAK3,118.66666666666667,129,KEA3,0.5685714285714286,3,TK,JAKA,JAKA,JAK3
KDR,24,9,KEA3,0.9742857142857143,4,TK,VEGFR,VEGFR,KDR
KIT,5,2,KEA3,0.9971428571428571,4,TK,PDGFR,PDGFR,KIT
KSR1,264,241,KEA3,0.1657142857142857,1,TKL,RAF,KSR,KSR1
KSR2,135,142,KEA3,0.5142857142857142,3,TKL,RAF,KSR,KSR2
LATS1,190,201,KEA3,0.2914285714285714,2,AGC,NDR,NDR,LATS1
LATS2,152.5,162,KEA3,0.44285714285714284,2,AGC,NDR,NDR,LATS2
LCK,61.666666666666664,48,KEA3,0.8485714285714285,4,TK,SRC,SRCB,LCK
LIMK1,279,250,KEA3,0.14,1,TKL,LISK,LIMK,LIMK1
LIMK2,110,117,KEA3,0.6057142857142858,3,TKL,LISK,LIMK,LIMK2
LRRK2,154,163,KEA3,0.44,2,TKL,LRRK,LRRK,LRRK2
LYN,60.666666666666664,43,KEA3,0.8628571428571429,4,TK,SRC,SRCB,LYN
MAK,160,168,KEA3,0.42,2,CMGC,RCK,RCK,MAK
MAP2K1,178,190,KEA3,0.32857142857142857,2,STE,STE7,MEK1,MAP2K1
MAP2K2,197.5,204,KEA3,0.27714285714285714,2,STE,STE7,MEK1,MAP2K2
MAP2K3,249,234,KEA3,0.18857142857142858,1,STE,STE7,MEK3,MAP2K3
MAP2K4,167.33333333333334,178,KEA3,0.38,2,STE,STE7,MEK4,MAP2K4
MAP2K6,181.66666666666666,193,KEA3,0.32,2,STE,STE7,MEK3,MAP2K6
MAP2K7,168.5,180,KEA3,0.37142857142857144,2,STE,STE7,MEK7,MAP2K7
MAP3K1,167,177,KEA3,0.38285714285714284,2,STE,STE11,MEKK1,MAP3K1
MAP3K10,265,242,KEA3,0.16285714285714287,1,TKL,MLK,MLK,MAP3K10
MAP3K11,198.66666666666666,207,KEA3,0.26857142857142857,2,TKL,MLK,MLK,MAP3K11
MAP3K13,244.5,230,KEA3,0.2,1,TKL,MLK,LZK,MAP3K13
MAP3K14,176.33333333333334,188,KEA3,0.34,2,STE,STE-UNIQUE,STE-UNIQUE,MAP3K14
MAP3K20,140,145,KEA3,0.5028571428571429,3,TKL,MLK,ZAK,MAP3K20
MAP3K3,285,254,KEA3,0.12857142857142856,1,STE,STE11,MEKK2,MAP3K3
MAP3K4,300,267,KEA3,0.09142857142857143,1,STE,STE11,MEKK4,MAP3K4
MAP3K5,149.33333333333334,156,KEA3,0.46285714285714286,2,STE,STE11,ASK,MAP3K5
MAP3K6,255,236,KEA3,0.18,1,STE,STE11,ASK,MAP3K6
MAP3K7,82,70,KEA3,0.7714285714285715,4,TKL,MLK,TAK1,MAP3K7
MAP3K8,149.5,157,KEA3,0.46,2,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
MAP4K1,260,238,KEA3,0.1742857142857143,1,STE,STE20,KHS,MAP4K1
MAP4K2,121,131,KEA3,0.5571428571428572,3,STE,STE20,KHS,MAP4K2
MAP4K3,293,261,KEA3,0.10857142857142857,1,STE,STE20,KHS,MAP4K3
MAP4K4,306,272,KEA3,0.07714285714285714,1,STE,STE20,MSN,MAP4K4
MAP4K5,190.5,202,KEA3,0.2885714285714286,2,STE,STE20,KHS,MAP4K5
MAPK1,44.33333333333333,23,KEA3,0.9228571428571428,4,CMGC,MAPK,ERK1,MAPK1
MAPK10,91,81,KEA3,0.7314285714285714,3,CMGC,MAPK,JNK,MAPK10
MAPK11,141,146,KEA3,0.5,3,CMGC,MAPK,P38,MAPK11
MAPK12,98.33333333333333,95,KEA3,0.6771428571428572,3,CMGC,MAPK,P38,MAPK12
MAPK13,161.33333333333334,171,KEA3,0.4057142857142857,2,CMGC,MAPK,P38,MAPK13
MAPK14,37,14,KEA3,0.96,4,CMGC,MAPK,P38,MAPK14
MAPK15,109,115,KEA3,0.6142857142857143,3,CMGC,MAPK,ERK7,MAPK15
MAPK3,47.33333333333333,26,KEA3,0.9142857142857143,4,CMGC,MAPK,ERK1,MAPK3
MAPK6,229,224,KEA3,0.21714285714285714,1,CMGC,MAPK,ERK3,MAPK6
MAPK7,122.66666666666667,135,KEA3,0.5428571428571428,3,CMGC,MAPK,ERK5,MAPK7
MAPK8,61.33333333333333,45,KEA3,0.8571428571428571,4,CMGC,MAPK,JNK,MAPK8
MAPK9,51.666666666666664,33,KEA3,0.8914285714285715,4,CMGC,MAPK,JNK,MAPK9
MAPKAPK2,112.66666666666667,120,KEA3,0.5971428571428572,3,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
MAPKAPK3,295,262,KEA3,0.10571428571428572,1,CAMK,MAPKAPK,MAPKAPK,MAPKAPK3
MAPKAPK5,93.33333333333333,86,KEA3,0.7085714285714285,3,CAMK,MAPKAPK,MAPKAPK,MAPKAPK5
MARK2,135,142,KEA3,0.5142857142857142,3,CAMK,CAMKL,MARK,MARK2
MARK3,176.66666666666666,189,KEA3,0.33714285714285713,2,CAMK,CAMKL,MARK,MARK3
MARK4,332,292,KEA3,0.02,1,CAMK,CAMKL,MARK,MARK4
MAST1,189,200,KEA3,0.3,2,AGC,MAST,MAST,MAST1
MAST2,312,277,KEA3,0.06285714285714286,1,AGC,MAST,MAST,MAST2
MATK,186,197,KEA3,0.30857142857142855,2,TK,CSK,CSK,MATK
MELK,301,268,KEA3,0.08857142857142856,1,CAMK,CAMKL,MELK,MELK
MERTK,150,158,KEA3,0.4542857142857143,2,TK,AXL,AXL,MERTK
MET,108.66666666666667,114,KEA3,0.62,3,TK,MET,MET,MET
MKNK1,156,166,KEA3,0.43142857142857144,2,CAMK,MAPKAPK,MNK,MKNK1
MKNK2,219,217,KEA3,0.24,1,CAMK,MAPKAPK,MNK,MKNK2
MOK,239,227,KEA3,0.20857142857142857,1,CMGC,RCK,RCK,MOK
MOS,298,265,KEA3,0.09714285714285714,1,OTHER,MOS,MOS,MOS
MST1R,144,150,KEA3,0.4828571428571429,2,TK,MET,MET,MST1R
MTOR,113,121,KEA3,0.5914285714285714,3,ATYPICAL,PIKK,FRAP,MTOR
MYLK2,225,220,KEA3,0.22857142857142856,1,CAMK,MLCK,MLCK,MYLK2
MYO3A,266,243,KEA3,0.16,1,STE,STE20,NINAC,MYO3A
NEK10,282,252,KEA3,0.13428571428571429,1,OTHER,NEK,NEK10,NEK10
NEK11,311,276,KEA3,0.06571428571428571,1,OTHER,NEK,NEK11,NEK11
NEK2,57,37,KEA3,0.88,4,OTHER,NEK,NEK2,NEK2
NEK3,70,55,KEA3,0.8228571428571428,4,OTHER,NEK,NEK1,NEK3
NEK4,172.5,184,KEA3,0.35714285714285715,2,OTHER,NEK,NEK4,NEK4
NEK6,11.666666666666666,3,KEA3,0.9942857142857143,4,OTHER,NEK,NEK6,NEK6
NEK8,178.5,191,KEA3,0.32571428571428573,2,OTHER,NEK,NEK8,NEK8
NEK9,75,61,KEA3,0.8,4,OTHER,NEK,NEK8,NEK9
NIM1K,149,155,KEA3,0.4657142857142857,2,CAMK,CAMKL,NIM1,NIM1K
NLK,160.66666666666666,169,KEA3,0.41714285714285715,2,CMGC,MAPK,NMO,NLK
NPR2,147,152,KEA3,0.4742857142857143,2,RGC,RGC,RGC,NPR2
NRBP2,227,222,KEA3,0.22285714285714286,1,OTHER,NRBP,NRBP,NRBP2
NTRK1,46,25,KEA3,0.9171428571428571,4,TK,TRK,TRK,NTRK1
NTRK2,308,274,KEA3,0.07142857142857142,1,TK,TRK,TRK,NTRK2
NTRK3,253,235,KEA3,0.18571428571428572,1,TK,TRK,TRK,NTRK3
NUAK1,142,147,KEA3,0.49714285714285716,2,CAMK,CAMKL,NUAK,NUAK1
NUAK2,290,258,KEA3,0.11714285714285715,1,CAMK,CAMKL,NUAK,NUAK2
OXSR1,273.5,247,KEA3,0.14857142857142858,1,STE,STE20,FRAY,OXSR1
PAK1,43.666666666666664,21,KEA3,0.9314285714285714,4,STE,STE20,PAKA,PAK1
PAK2,122.66666666666667,135,KEA3,0.5428571428571428,3,STE,STE20,PAKA,PAK2
PAK3,261,239,KEA3,0.17142857142857143,1,STE,STE20,PAKA,PAK3
PAK4,90.33333333333333,80,KEA3,0.7342857142857143,3,STE,STE20,PAKB,PAK4
PAK5,327,289,KEA3,0.02857142857142857,1,STE,STE20,PAKB,PAK5
PAK6,117.5,126,KEA3,0.5771428571428572,3,STE,STE20,PAKB,PAK6
PASK,292,260,KEA3,0.11142857142857143,1,CAMK,CAMKL,PASK,PASK
PBK,188.33333333333334,199,KEA3,0.3028571428571429,2,OTHER,TOPK,TOPK,PBK
PDGFRA,97,92,KEA3,0.6885714285714286,3,TK,PDGFR,PDGFR,PDGFRA
PDGFRB,44.333333333333336,24,KEA3,0.92,4,TK,PDGFR,PDGFR,PDGFRB
PDIK1L,297,264,KEA3,0.1,1,OTHER,NKF4,NKF4,PDIK1L
PDK1,126,138,KEA3,0.5314285714285715,3,ATYPICAL,PDHK,PDHK,PDK1
PDPK1,30.5,12,KEA3,0.9657142857142857,4,AGC,PDK1,PDK1,PDPK1
PIK3CA,92,83,KEA3,0.7228571428571429,3,NA,NA,NA,PIK3CA
PIK3CB,336,296,KEA3,0.008571428571428572,1,NA,NA,NA,PIK3CB
PIK3CG,307,273,KEA3,0.07428571428571429,1,NA,NA,NA,PIK3CG
PIK3R4,262,240,KEA3,0.16857142857142857,1,OTHER,VPS15,VPS15,PIK3R4
PIM1,103.33333333333333,104,KEA3,0.6514285714285715,3,CAMK,PIM,PIM,PIM1
PIM2,84,73,KEA3,0.76,4,CAMK,PIM,PIM,PIM2
PINK1,147,152,KEA3,0.4742857142857143,2,OTHER,NKF2,NKF2,PINK1
PKMYT1,134,141,KEA3,0.52,3,OTHER,WEE,WEE,PKMYT1
PKN1,148.33333333333334,154,KEA3,0.4685714285714286,2,AGC,PKN,PKN,PKN1
PLK1,58.33333333333333,39,KEA3,0.8742857142857143,4,OTHER,PLK,PLK1,PLK1
PLK2,146,151,KEA3,0.48,2,OTHER,PLK,PLK2,PLK2
PLK3,106.33333333333333,111,KEA3,0.6314285714285715,3,OTHER,PLK,PLK2,PLK3
PLK4,122,134,KEA3,0.5485714285714286,3,OTHER,PLK,SAK,PLK4
PNCK,172,183,KEA3,0.36,2,CAMK,CAMK1,CAMK1,PNCK
PRKAA1,93,85,KEA3,0.7114285714285714,3,CAMK,CAMKL,AMPK,PRKAA1
PRKAA2,118.33333333333333,128,KEA3,0.5714285714285714,3,CAMK,CAMKL,AMPK,PRKAA2
PRKACA,55.66666666666667,36,KEA3,0.8828571428571429,4,AGC,PKA,PKA,PRKACA
PRKACB,246,232,KEA3,0.19428571428571428,1,AGC,PKA,PKA,PRKACB
PRKCA,74,59,KEA3,0.8085714285714286,4,AGC,PKC,ALPHA,PRKCA
PRKCB,26.666666666666664,10,KEA3,0.9714285714285714,4,AGC,PKC,ALPHA,PRKCB
PRKCD,50.333333333333336,30,KEA3,0.9,4,AGC,PKC,DELTA,PRKCD
PRKCE,50,29,KEA3,0.9028571428571428,4,AGC,PKC,ETA,PRKCE
PRKCG,95.66666666666667,89,KEA3,0.7,3,AGC,PKC,ALPHA,PRKCG
PRKCH,19.333333333333336,6,KEA3,0.9828571428571429,4,AGC,PKC,ETA,PRKCH
PRKCI,64.33333333333333,51,KEA3,0.84,4,AGC,PKC,IOTA,PRKCI
PRKCQ,59.666666666666664,41,KEA3,0.8685714285714285,4,AGC,PKC,DELTA,PRKCQ
PRKCZ,44,22,KEA3,0.9257142857142857,4,AGC,PKC,IOTA,PRKCZ
PRKD1,21.333333333333332,8,KEA3,0.9771428571428571,4,CAMK,PKD,PKD,PRKD1
PRKD2,183.33333333333334,194,KEA3,0.3171428571428571,2,CAMK,PKD,PKD,PRKD2
PRKD3,259,237,KEA3,0.17714285714285713,1,CAMK,PKD,PKD,PRKD3
PRKDC,68.33333333333333,53,KEA3,0.8342857142857143,4,ATYPICAL,PIKK,DNAPK,PRKDC
PRKG1,116.66666666666667,125,KEA3,0.58,3,AGC,PKG,PKG,PRKG1
