"Symbol","logFC","PValue"
"HSD17B7",1.0263032623835,8.98846794671201e-10
"CDC27",0.837766031536316,9.1808111581836e-10
"PYCR3",-1.53434506816844,9.66184341576791e-10
"DRAM1",0.975788456261785,9.72823736185499e-10
"PTCHD4",1.16658171483242,9.74471566138334e-10
"NUDT4",0.99257308617409,9.8569833172301e-10
"RAPGEFL1",-1.37479072759634,1.03859874074909e-09
"PDXDC1",0.95704226970698,1.04827707109327e-09
"CKAP2L",1.00212396424351,1.05831883990871e-09
"CCDC186",1.09022658312731,1.06141952728247e-09
"TRIP12",1.07553819163604,1.06282773566107e-09
"ZFHX3-AS1",-1.22210999158813,1.06740556105872e-09
"LOC124900372",-1.43483084640776,1.13522094576599e-09
"BCLAF1",0.879765470555062,1.16651089852097e-09
"INCENP",1.16156980262652,1.21130281986709e-09
"RANBP2",0.911665589635007,1.21884949438394e-09
"FAM86B1",-2.0996843770602,1.26300075524225e-09
"NUSAP1",0.796725485459807,1.30036678197819e-09
"PPARGC1A",1.28353236478821,1.30366522314049e-09
"TAPT1",0.98284429602264,1.32216925914384e-09
"AGFG2",0.877406006706481,1.33702108903891e-09
"LPIN2",1.16831812733587,1.36175824552149e-09
"ENSG00000289886",2.42461492005808,1.39577430439585e-09
"ENSG00000262580",-1.93166992531007,1.41358915450961e-09
"ABHD15",-1.07704194303494,1.43090671294572e-09
"SLC67A1",-1.41981148545776,1.4665640975469e-09
"BRCA1",-1.26596721243856,1.47676802196827e-09
"FZD4",1.14415983061195,1.50401364091194e-09
"CDK19",0.932074469705182,1.54048197768108e-09
"POFUT2",0.795896082270734,1.55767987447808e-09
"SEC24A",0.890225208548823,1.60011897400551e-09
"ACTMAP",-0.869715666512472,1.61386680535973e-09
"LOC100129534",-2.77097299612711,1.63265466056614e-09
"ENSG00000184414",1.80983877349863,1.65348699994554e-09
"ENSG00000264112",-1.42792911862198,1.68079532371223e-09
"GPSM2",1.17504621701223,1.68533441319522e-09
"RXRB",0.962348716231929,1.6869585642364e-09
"ENSG00000228643",3.75987709960299,1.74879033166538e-09
"SNRNP48",0.720925077938719,1.7966124416964e-09
"MICALL2",-1.27327757566862,1.83326887895474e-09
"PPP1R10",-1.06720577980362,1.84521845836516e-09
"RNF207",-1.37160102049276,1.86090587348021e-09
"ENSG00000231764",-0.914713572610554,1.95229145342485e-09
"IMPA1",0.753908433199003,1.96391919251105e-09
"SMIM1",-1.00157507499841,1.97925150882125e-09
"SAPCD1",-2.33117779936274,2.01052312150569e-09
"ZNF839",-1.55938732370453,2.03519019787314e-09
"RALGPS2",0.76532681339806,2.09414019378735e-09
"TRIM66",-1.32510706026263,2.0983924034213e-09
"CDC25C",0.967989210353716,2.24104983793306e-09
"PFN2",-0.760087523770673,2.28938229229185e-09
"TBC1D4",0.964453443837047,2.29799812107483e-09
"FKBP14",0.935644716201822,2.3358570213867e-09
"GTSE1",1.01353825008282,2.38198947485611e-09
"CDCA8",0.946125084542131,2.384066003449e-09
"FAM86JP",-2.27994576036687,2.41929707118017e-09
"FLAD1",-1.0954709946009,2.42413121274446e-09
"MAP3K8",1.04216580714868,2.51511875909498e-09
"ARHGEF16",0.686941188453987,2.55720132083613e-09
"SLC9A8",-0.800873890141625,2.55994149133179e-09
"ARHGAP11A",0.893510137029676,2.56376791164533e-09
"ENSG00000291186",-1.35898306907618,2.61596010477558e-09
"HOMEZ",-0.976026641548147,2.6449468300392e-09
"CENPF",1.22669418560207,2.72699077166e-09
"FCHO2",0.932815274882936,2.75446430282934e-09
"PRPSAP1",0.88998039862218,2.76938669435849e-09
"NCEH1",1.10966188828171,2.78286774604023e-09
"ULK1",1.0542946706772,2.83927825139663e-09
"PPM1K",0.948291906860955,2.84161866283345e-09
"PIKFYVE",0.864305713451783,2.9529208594638e-09
"NET1",0.717742078232963,3.02250103753084e-09
"NUF2",0.842152440626163,3.02327618099828e-09
"HNRNPLL",0.880594945892082,3.10532309036548e-09
"PLA2G6",-1.12612381262584,3.16658954958927e-09
"FBXL9P",-1.82240959033474,3.27975389698357e-09
"RAB30-DT",-1.13701746577371,3.28790460684684e-09
"CCNE2",-1.25329329435541,3.34856819569854e-09
"SLC6A14",1.36728606905865,3.40646733517919e-09
"KANK1",0.956100188063072,3.49439604875823e-09
"PAQR4",-1.18710325253754,3.52387956768199e-09
"NDC80",0.977624061973136,3.66582834906247e-09
"ENSG00000214719",1.11349591144315,3.68825847252062e-09
"RORA",0.90362272893391,3.81012477148861e-09
"ZNF318",1.00904292389016,3.82883825500939e-09
"ENSG00000289750",-4.69799971283251,3.84284537990121e-09
"MAP3K3",0.69674563557968,3.8581971161876e-09
"PIF1",1.58474698368566,3.96978739669878e-09
"USP48",0.754347535895013,4.00726049771557e-09
"FAM86EP",-1.70679423761843,4.0584218527563e-09
"BRWD1",0.818543307720874,4.25230876629968e-09
"HEMK1",-1.39901079141368,4.26560268995533e-09
"ZNF451",0.851869043594657,4.49711336878919e-09
"PLK1",1.12402700086691,4.51589324611499e-09
"ADH4",-1.39411288422747,4.62592589201023e-09
"KLHL24",1.68170264376659,4.65602081574338e-09
"XRCC3",-1.03255987326541,4.65679128720922e-09
"FSBP",1.57652831336509,4.69259663869078e-09
"PIK3C2A",0.783277047531537,4.7489514301446e-09
"DBH-AS1",-1.40356337209933,4.77095685844465e-09
"PANK3",0.738475371900623,4.83204645089197e-09
"ENSG00000290450",1.07897183644126,4.92766698541178e-09
"PTGER4P2-CDK2AP2P2",-1.32510421422839,4.93077848838946e-09
"CKAP5",0.744664927407975,5.0288156554502e-09
"TMEM147-AS1",-0.906694338196383,5.02992516090404e-09
"SLC25A30",0.800431956673786,5.22263316209107e-09
"TMEM39A",0.895292777820151,5.31418181754937e-09
"MSH2",-0.809910377235607,5.34403276228547e-09
"BMP4",0.934608920157751,5.45724021346145e-09
"ARHGAP17",0.706843538908319,5.52624979378455e-09
"AFTPH",0.752256334999604,5.56151010270272e-09
"ZFAND2B",1.11204171197467,5.5629719788147e-09
"GTF2IP12",-0.906495382264727,5.86607180029245e-09
"DHRS11",-0.792585000783575,5.88073146758875e-09
"ENSG00000236519",-2.04637181762686,5.92699686757187e-09
"GOLGA2",0.801653672056438,6.0697652975677e-09
"ACBD4",-0.976911051233968,6.23443648436743e-09
"TBC1D23",0.797107322703224,6.27899482002892e-09
"ENSG00000258457",-1.80302454432723,6.31982228632108e-09
"RACGAP1",1.0486528921416,6.35414733966736e-09
"CASP8",-0.943621332779143,6.35996008532087e-09
"ENSG00000254860",-1.53668395814113,6.84338824949025e-09
"FOXM1",0.877363017381317,6.88556278711522e-09
"WWTR1",0.904639170917329,6.9393097316589e-09
"HS3ST3A1",1.43759619387577,7.02756279722974e-09
"TMCC1-DT",-1.69126469704244,7.10457740509487e-09
"DDX47",0.760968645234952,7.16567659196067e-09
"LGR4",0.920632530975755,7.25894816640249e-09
"GAS8",-0.765177872085363,7.52518615513442e-09
"RICTOR",0.808488992304489,7.52964302714598e-09
"RBM48",1.16098928089892,7.59177273454254e-09
"TMEM135",0.744508759815672,7.60558713430432e-09
"D2HGDH",-1.09012170844788,7.78724686821204e-09
"CLIP2",1.2592580503103,7.82506585974836e-09
"NT5DC3",0.728775485979729,8.12347578260837e-09
"RABGEF1",0.845190081031463,8.29143407682007e-09
"MGAT5",0.995209004592318,8.32055330023558e-09
"WDR27",-0.912623912931252,8.43755888755937e-09
"C19orf48P",-0.805442306544405,8.55455967704922e-09
"TRIM45",-1.63566320108509,8.66870987972314e-09
"ASPM",1.1103013650307,8.71654885965661e-09
"MYO15B",-1.06486169384339,8.79245112953e-09
"SIK3",0.775803921203302,9.03738600430374e-09
"GAS2L3",1.19458558377366,9.16510511158484e-09
"RETREG3",0.805806475936343,9.19821477331984e-09
"LOC728715",-1.79290603549876,9.2268877618751e-09
"TIGD2",-1.14892628879123,9.28533825078958e-09
"ENSG00000244062",1.2285451058778,9.33992977980402e-09
"PPP2R5C",0.806251371124727,9.69467888201669e-09
"GOLGA3",0.732463833965564,9.95053175533916e-09
"FAM13B",0.876345500283302,1.02085793768742e-08
"SLC27A3",-1.17275932377106,1.02273054605848e-08
"PEX6",-1.05050282662113,1.04017007326801e-08
"RAP2A",0.752382357945601,1.07076480717826e-08
"SOS1",0.785408858108133,1.08209707663373e-08
"CCNA2",0.648463266293693,1.0904100063946e-08
"LBX2-AS1",-1.29374178898674,1.09204626470356e-08
"RPS6KB1",0.821655865907788,1.09309716643025e-08
"ENSG00000262712",-1.78535079762858,1.09576220498969e-08
"PRIM1",-0.818081566304398,1.10924777713442e-08
"FAM86C2P",-1.88247801772992,1.13344543008213e-08
"JMJD1C",0.767197893884624,1.13906222727836e-08
"BMF",1.59314128375543,1.1397788520358e-08
"KIF4A",0.931186190129104,1.14797911079709e-08
"COG6",0.916667050567241,1.14983984214459e-08
"RAD21",0.723628567407228,1.18391926023521e-08
"LIMA1",1.02783226489846,1.1892689078339e-08
"HGH1",-0.836491793834643,1.19523935471254e-08
"EHBP1L1",-0.703839786822945,1.20028027344903e-08
"POP5",-0.744852369583206,1.20290465000344e-08
"FAM111B",-0.847591371530142,1.23103101042265e-08
"RALY-AS1",-1.71132794799162,1.25674844301191e-08
"THAP7",-0.839420929494117,1.26477108456601e-08
"MAGED2",0.738676801707281,1.26500114663314e-08
"YPEL2",1.29673346430174,1.28528290166694e-08
"ABCG5",-1.12042545631788,1.29057221119122e-08
"TRPM4",-1.18309312830528,1.29996830882333e-08
"ENSG00000287001",-1.78612011384134,1.3032422153007e-08
"SMTN",0.85957717301673,1.3083362713612e-08
"TPH1",-2.2156431559254,1.3189087524184e-08
"FAM133B",0.635941097971727,1.319050326325e-08
"PUM2",0.654779078965775,1.32220397485027e-08
"SFXN2",-1.1939874477139,1.33851618806859e-08
"OXSR1",0.688803874809634,1.35010323750836e-08
"COPA",0.685566475407667,1.39839547399816e-08
"ENSG00000253552",-1.98640198060604,1.4101086061743e-08
"ITPRID2",0.778683927326288,1.43069416653524e-08
"GFPT1",0.752605474179981,1.45921798020061e-08
"ENSG00000196295",-0.731781753359603,1.47088445063101e-08
"NRBP2",-1.38694781009785,1.48726611420954e-08
"LINC00174",-1.29833116583044,1.50012738661528e-08
"SORT1",0.703954033252612,1.54150902223121e-08
"GALM",0.739118718783804,1.54232239316351e-08
"PRKD3",0.854714901195178,1.5468418071428e-08
"MKI67",0.793056428960212,1.54926541486893e-08
"TMF1",0.682921345973927,1.56398355182383e-08
"ARFGAP1",0.866863729240327,1.57320099008688e-08
"RAB4A-AS1",-0.947918625164054,1.59279095332502e-08
"HMGB2",0.721339455551457,1.60164329869273e-08
"MRPS25",-0.845719188430971,1.61215783524869e-08
"CCNF",0.763099969553567,1.63042756507115e-08
"FAR2P1",-1.10720007088713,1.63074607376724e-08
"WNK4",-1.36989749437476,1.64104570763362e-08
"RFC1",0.603540739523344,1.65001359743e-08
"CNOT8",0.843387519294761,1.68836071050966e-08
"RNF220",0.675608865999636,1.75407692108794e-08
"KLHL14",1.04308246523997,1.76017885159172e-08
"STARD4",0.844867161736564,1.84062577406029e-08
"MOB2",0.833401404035668,1.85398311603921e-08
"PRKAB2",0.82324499469898,1.88714604447489e-08
"TNS2",-1.17620493862348,1.90696629576714e-08
"MORN1",-1.4045659452861,1.92436230892771e-08
"RABL2B",-0.856598215850379,1.94198453825241e-08
"PLOD2",0.805841505377459,1.95849074922052e-08
"TNFSF14",-2.93170958852462,1.97326601163953e-08
"FIRRE",-0.906746618339817,1.98375651900024e-08
"SEC14L1",0.758255913675858,2.00097872357077e-08
"ELOA-AS1",-1.53289147561944,2.01696938462476e-08
"ENSG00000288886",-1.02538629203962,2.01776818790177e-08
"ENSG00000293541",-1.08534551556368,2.02157275021746e-08
"MUTYH",-0.699921652288494,2.04190120244103e-08
"CLK4",0.826610198134443,2.04862041077063e-08
"VAV3",1.1677899082697,2.05314008333272e-08
"TAF5",0.964100610095679,2.10632713728884e-08
"KLHDC2",0.804014734958854,2.13242710047974e-08
"ACAD10",-0.800659929684028,2.18084958731273e-08
"MALT1",0.691988730713867,2.20149781849067e-08
"PTPN18",-0.885404900552488,2.20189372929511e-08
"ASAP1",-0.731725029021585,2.23616115180424e-08
"CKS2",0.856458375360895,2.24555735990478e-08
"SRBD1",-0.908511503514428,2.25527570677159e-08
"SBNO1",0.633500081243875,2.26035538417366e-08
"TLE3",0.940445877590901,2.31337007614196e-08
"SLC38A11",0.735986317393662,2.32327488779452e-08
"NORAD",0.836960276049639,2.32458603120963e-08
"TLCD4",0.884188999064912,2.34357560341396e-08
"UHRF1",-0.687305896611808,2.39954923638111e-08
"MMD",1.11219218644371,2.44567869916162e-08
"PDPK1",0.649786563698332,2.46860097470867e-08
"ENSG00000244879",-1.24955706927388,2.49909827081912e-08
"BUB3",0.669131481860777,2.52145413378217e-08
"ENSG00000266086",-1.07396961024019,2.54590116708877e-08
"CCNB1",0.803301865829898,2.56467837640474e-08
"PPM1H",0.725678367402488,2.56829190306109e-08
"ENSG00000182057",-0.981543119890707,2.57495556185457e-08
"RNMT",0.787906983735386,2.59761324182013e-08
"CTBP1-DT",-0.89038666200404,2.65539789293275e-08
"CCHCR1",-0.795457643831506,2.66438767447221e-08
"C21orf58",-1.03602877271397,2.67672629464463e-08
"MPHOSPH10",0.683040013063962,2.69506582051076e-08
"SASH1",0.684983704027098,2.72680270554138e-08
"PJVK",-1.8600681376722,2.7367569171138e-08
"LINC00667",-0.857839445175018,2.74053267397112e-08
"MTMR3",0.760907305998135,2.81386093038173e-08
"KPNA2",0.663823653068311,2.83186732202456e-08
"HOXD1",1.61707418311396,2.88248064188635e-08
"ENSG00000295447",1.35083378455471,2.91058919426368e-08
"CLK1",0.918269344970047,2.91534383323683e-08
"BBS5",0.85407403863827,2.93275508910987e-08
"LTB4R",-1.26486572178481,2.9348529425495e-08
"NPEPPS",0.694758995557426,2.95663571716487e-08
"SYNJ2",0.811308041695864,3.00442812985622e-08
"SOX9",0.732061952875159,3.02601489776569e-08
"DAPK3",0.81456875023468,3.02637696701654e-08
"ENSG00000224063",1.67093674703552,3.07785172551301e-08
"MOCOS",-0.847955044752615,3.08968131880897e-08
"OVGP1",1.95344065417236,3.09286157753196e-08
"CUL4B",0.690119017719245,3.1083409935279e-08
"THPO",-1.31041299970259,3.18478158121461e-08
"LVRN",3.93051396355437,3.20132635659881e-08
"FBXO33",0.970185872200804,3.25016446394714e-08
"CLDN12",0.80820638192461,3.26334709505567e-08
"ATG2B",1.03205400611297,3.26602032072361e-08
"CSTF3",-0.691605532742383,3.27093911537871e-08
"GBA1LP",-1.02212977859194,3.30305762350754e-08
"TMEM170B",0.748228054833654,3.39729253030718e-08
"MKLN1",0.67221777941501,3.43867597364493e-08
"MOGAT3",-1.04285306812849,3.4631853258663e-08
"CHAF1B",-0.858574903691621,3.48336107318143e-08
"QKI",0.762095125988709,3.50710446737704e-08
"ZNF518A",0.79479988294657,3.52907143556258e-08
"SMAD4",0.741688550055152,3.55658539161185e-08
"LINC03006",-0.956222853746339,3.57662114468326e-08
"PNPLA6",0.736766734084059,3.60217912279558e-08
"KLHDC7A",-1.58451870332395,3.6129026890167e-08
"KIF18A",0.936191194262776,3.61367455803825e-08
"PLAG1",0.790278771049118,3.64668843844941e-08
"KDM3A",0.679876142430589,3.75118071823958e-08
"ADIPOR2",0.73493663376016,3.81939690726987e-08
"KIF23",0.788649036243545,3.84550312954925e-08
"PCNT",0.837032943088459,3.87059057301627e-08
"NARF",0.692806739814188,3.88278660092668e-08
"PPP6R1",0.734106319849912,3.88469742318502e-08
"RBM23",-2.02512477875113,3.92302638452564e-08
"SPRING1",1.15511212111256,3.93014677601035e-08
"LPAR6",1.01031340420718,3.93997129756449e-08
"ZNF337-AS1",-1.2564734833325,3.94971597932888e-08
"ANKEF1",-1.19941528776544,3.96941406855652e-08
"ATF2",0.541787416069273,4.04548242882427e-08
"ARHGEF7",0.878599267312561,4.07154261516164e-08
"HIPK1",0.63447156202086,4.14847200607101e-08
"RHBDF2",-0.973136087470685,4.16504031422452e-08
"COQ8A",0.725678356548479,4.22069360350784e-08
"MADD",0.732732818383601,4.24055839143492e-08
"MED23",0.917226208068265,4.2757280003448e-08
"SPOP",0.633263670908203,4.30079209081249e-08
"RBM33",0.721605020815858,4.44822551693561e-08
"EFNA1",0.759859808199302,4.47648169757266e-08
"ENSG00000269982",-1.46675838255475,4.48940340037547e-08
"MCM5",-0.562093578303851,4.54269343944045e-08
"IRF2BP2",0.640908519854647,4.5600200805743e-08
"PPP1R3E",-0.79570785835916,4.5603533094466e-08
"TMEM51",0.808636577003273,4.56048031946032e-08
"ARID2",0.751493726812891,4.64094459077319e-08
"TBC1D20",0.587985299661373,4.64692951001581e-08
"CCSAP",0.909106654891586,4.64722811023869e-08
"LRRCC1",-0.933307904748495,4.69311071192777e-08
"CAPN3",-1.59033504804747,4.7032177796261e-08
"BTG1",0.81015656957374,4.7339570903019e-08
"ENC1",1.08624954547011,4.79075429413885e-08
"LPIN1",0.744494791517991,4.89149539537937e-08
"RPS6KL1",-1.02071636577036,4.89385145096682e-08
"MST1L",-1.47403766836567,4.89807514410044e-08
"CCDC61",-1.08557973336451,5.02064140617137e-08
"DCTN4",0.583403886181281,5.02860435714584e-08
"ZC3H11A",0.681483575420888,5.04350398487015e-08
"ENSG00000225138",-1.6351787956443,5.12810016689265e-08
"IST1",0.650543276205539,5.1452074511426e-08
"ARHGAP29",0.718002923704138,5.16124377098364e-08
"ETFRF1",-1.15434912354426,5.24212625978068e-08
"TMT1B",-0.669928406174659,5.41659402203917e-08
"PPM1B",0.682147124580378,5.42350866359173e-08
"SLC38A2",1.27544651841672,5.47696176814816e-08
"GOLGA2P5",-0.911978346098191,5.51876845284575e-08
"CLINT1",0.547898329543905,5.52874203832894e-08
"UBALD2",1.63578451459622,5.60600754881208e-08
"NTAN1",0.725039316677207,5.68308997246174e-08
"TOB1",0.673720223327392,5.69903662989727e-08
"LCOR",0.687636885341534,5.74177336407612e-08
"FANCE",-0.939480062480019,5.84364744753132e-08
"SPAG9",0.72325038498423,5.87135765164193e-08
"FAM120AOS",-0.653708284342725,5.90251542606258e-08
"FST",1.80722551383432,6.00657930903518e-08
"CLK3",0.599221317660035,6.03295554502736e-08
"TMEM198B",-1.27644046715395,6.05321290625129e-08
"HBP1",1.15337459649427,6.10808090934176e-08
"RBPJ",0.674450198707974,6.13643392015958e-08
"TRAF1",-1.65965151631058,6.15172668576379e-08
"TMEM144",-0.73485058827624,6.17486933201768e-08
"MORC3",0.83971530115771,6.18272843366314e-08
"CDK5RAP2",0.761981968284027,6.22909779788453e-08
"KLHL22",-0.994885050581886,6.25622103291785e-08
"UPK3BL1",-1.19955302110276,6.27706625465121e-08
"MYBBP1A",-0.597345215686105,6.30923975942427e-08
"CEP152",0.897718224326497,6.40715580397371e-08
"CENPE",1.1176669199214,6.55879698508678e-08
"C1RL-AS1",-1.36141447211529,6.71216471281965e-08
"TNFAIP8L1",0.66444294053444,6.72473173430601e-08
"ELK4",0.639101408423912,6.72755374087672e-08
"DENND3-AS1",-2.18840714278624,6.73609025263035e-08
"CD27-AS1",-1.28430675017145,6.77438084894177e-08
"WIPI2",0.79592616449742,6.78443139506783e-08
"LOC100507053",-1.15905025485785,6.79054845278228e-08
"ISCU",0.888189510009714,6.80598046544034e-08
"NEDD9",0.65585031911759,7.00107449047915e-08
"SLC66A1",-0.707604224167276,7.19144159497999e-08
"ZNF117",-0.911800948030378,7.34455298855505e-08
"KCTD3",0.589433085910746,7.36457716060075e-08
"ONECUT2",0.641160348558817,7.45712693456914e-08
"C2orf92",-1.65318205765669,7.47214809422064e-08
"RABL2A",-1.04864291923437,7.481820627853e-08
"RYK",0.63557023139289,7.49656179283951e-08
"FGFR1OP2",0.637762834287902,7.54144038447395e-08
"OPHN1",1.2017249779188,7.6627553184732e-08
"LOC100506606",-1.94272309353583,7.83952140696702e-08
"AURKB",0.739347649073012,7.93740517548406e-08
"HIPK2",0.584129971349079,8.01434341164905e-08
"PHAF1",0.701740345006824,8.12112020497764e-08
"AP1G2-AS1",-1.27249751397812,8.13342849640811e-08
"ANGPTL1",2.39133235170641,8.14453076606368e-08
"CNEP1R1",0.704247059569122,8.16692343659143e-08
"TRRAP",0.600765951997215,8.18320272566726e-08
"CELSR3",0.71807487597188,8.18386527438121e-08
"WDR37",0.647603226550548,8.19993357665866e-08
"SLCO4C1",1.039621847511,8.24385767419162e-08
"SPC25",0.743421510460303,8.26555508556687e-08
"ENSG00000298169",-0.888687924289568,8.31291457731896e-08
"COPB1",0.569211664332568,8.4020678828011e-08
"FLCN",1.0233911713716,8.425005819988e-08
"DAPK1",1.24221050999522,8.48796458777346e-08
"NCAPG",0.754075925367447,8.52371927322944e-08
"PEX10",-0.739418037742684,8.54951325980758e-08
"SLC25A16",-0.878408293375116,8.55049182127375e-08
"FLVCR1",0.894698835345729,8.58642996327039e-08
"ELF1",0.718869557285897,8.66360557222434e-08
"SLC39A7",0.765693085972604,8.66658027668216e-08
"LINC00668",0.75718121215348,8.68347898106268e-08
"UBR4",0.717258057051745,8.72476479196664e-08
"DYNC1LI2",0.641373554477348,8.82580499126125e-08
"ZXDB",1.18211119004781,8.87377696264125e-08
"CEBPA-DT",-1.14864168804642,8.96443174041619e-08
"ZNF320",1.49378827251994,8.99493721280879e-08
"YIPF5",0.764641060248825,9.01578510024185e-08
"KCNC3",-0.977384406612671,9.01995369857628e-08
"EXOC3L4",-1.68362967251134,9.02564143308981e-08
"ARL8B",0.744734736172013,9.02650025856145e-08
"PIGM",-0.80246585291839,9.06897283287629e-08
"SHPK",0.700276612125312,9.14124510708799e-08
"GMCL1",0.731648856362265,9.17426695749266e-08
"CYB5RL",-0.984041072341253,9.27210826956194e-08
"SMAD5",0.654457727766089,9.28433231865339e-08
"PUM1",0.628982979757421,9.29141278463093e-08
"USP9X",0.578380337856638,9.31114520116693e-08
"RYBP",0.732309726453623,9.44191112158797e-08
"GARNL3",-1.07880926604969,9.45221384224419e-08
"ABI1",0.672965688886167,9.4912493954279e-08
"HNRNPR",0.626518985392631,9.58422954658201e-08
"TK2",-1.18949273493986,9.63292520781113e-08
"ORMDL3",0.878964053647737,9.67581397653155e-08
"INCA1",-1.04210178785271,9.85493086692626e-08
"PJA2",0.836365335575902,9.86720924037171e-08
"ENSG00000231770",-1.49928157368144,9.86827617579229e-08
"NAPRT",-1.48780297674609,9.87277812175599e-08
"ENSG00000228065",-1.11935447138226,9.87543767737248e-08
"POGZ",0.762858749488995,9.93237135474595e-08
"OTUD4",0.678166927583384,1.00170731587202e-07
"GPRASP1",-1.49039432161704,1.00403993686441e-07
"TNKS2",0.551264117219918,1.00497150634041e-07
"KIF15",0.9018023807579,1.01970733535114e-07
"ENSG00000271698",-1.67697296287754,1.02521462226335e-07
"SH2D2A",-2.91791831623505,1.03209727996028e-07
"USP12",0.595268049549617,1.03268018853011e-07
"ENSG00000288741",-1.89293727741953,1.03486682253176e-07
"RUBCN",0.91026274743612,1.04817270564056e-07
"ENSG00000223745",-1.19179094184557,1.04993189840251e-07
"CPT1B",-0.802839828995844,1.07899676737644e-07
"TBX3",0.667687118822145,1.08008504275392e-07
"SNAPC3",0.645493903641207,1.08528388103042e-07
"TLCD2",-1.48161589845488,1.08652534956709e-07
"VCPIP1",0.652059856128993,1.10014970290501e-07
"PRODH2",-1.12039337322265,1.10043386456396e-07
"PPP2R3C",0.675120695977836,1.10135849556394e-07
"BICD2",0.748665693080654,1.10412813779322e-07
"SIRT5",-0.912321477129131,1.104630070287e-07
"GINS4",-0.809191082050373,1.11116065962447e-07
"HES4",-0.951182971287492,1.12426297258382e-07
"WWC2",0.63500025482332,1.12642245648327e-07
"SS18",0.634784908865944,1.14400102629033e-07
"YAF2",0.810943611866274,1.14568815801725e-07
"ENSG00000260772",0.618856892221367,1.14691458133734e-07
"TACC3",0.60596464351658,1.15206243764968e-07
"SANBR",-0.806504237767728,1.15229188821788e-07
"DOK3",-1.23241488507407,1.15509034570284e-07
"CAD",-0.630273674337748,1.16125604979053e-07
"PNPLA2",0.642191615826657,1.1699898779896e-07
"HP1BP3",0.654541563129113,1.1720999306337e-07
"CDCA2",1.04286962691554,1.18615341395772e-07
"LOC107985532",-1.54039602560636,1.20011895548695e-07
"MIS18BP1",0.818940624134488,1.20039513373933e-07
